PROJ,YEAR_INI,YEAR_FIN,NATUREZA,INTEGRANTES,COORDENA
Histórias no crepúsculo da memória: ?texturas? teatrais de causos e lembranças de velhos,2003,2005,EXTENSAO,['Elvina Maria Caetano Pereira'],['SIM']
Escritas performadas: a escritura do corpo no corpo da cidade. Primeira Parte do Projeto Integrado,2011,2015,PESQUISA,['Elvina Maria Caetano Pereira'],['SIM']
"Corpos Estranhos, Espaços de Resistência. Segunda parte do Projeto Integrado Estudos da Performatividade",2015,2020,PESQUISA,"['Elvina Maria Caetano Pereira', 'Caroline de Moraes Lima', 'Jackeline Moreira Análio', 'Keila Tamires Silva de Assis', 'Giulia Oliva de Araújo', 'Marcia Cristina da Silva Sousa', 'Amanda Marcondes']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
Como se fabrica uma Mulher? Ações cênicas e educação pela igualdade,2014,2014,EXTENSAO,"['Elvina Maria Caetano Pereira', 'Núcleo de INvestigações FEminIstAS', 'Thaiz Cantasini Barros', 'Olga Ferreira e Penna', 'Karla Silva Ribeiro', 'Thaissa Trancoso Gomes', 'Daniela Mara Reis da Silveira', 'Heloísa Danielle Silva', 'Paula Soares dos Santos', 'Kissyla Christine Duarte Lacerda']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
"NINFEIAS ? práticas pedagógicas e performativas feministas. Atividade vinculada ao Projeto Docente 'Corpos Estranhos, Espaços de Resistência', 2ª parte do Projeto Integrado ESTUDOS DA PERFORMATIVIDADE",2017,2017,EXTENSAO,"['Elvina Maria Caetano Pereira', 'Thaiz Cantasini Barros', 'Mayra Silveira Pietrantonio', 'Caroline de Moraes Lima', 'Bárbara Christine Silva Souza', 'Carolina Reis de Assis', 'Karla Silva Ribeiro', 'Théo Mantelato', 'Ana Bárbara Pereira Barbosa', 'Lívia Maria Queiroz']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
"NINFEIAS: Violência de gênero e os impactos na vida de estudantes. Atividade vinculada ao Projeto Docente 'Corpos Estranhos, Espaços de Resistência', 2ª parte do Projeto Integrado ESTUDOS DA PERFORMATIVIDADE.",2018,2018,EXTENSAO,"['Elvina Maria Caetano Pereira', 'Karla Silva Ribeiro', 'Mayra Silveira Pietrantonio', 'Carolina Reis de Assis', 'Sheiquellann Sheronn Gonçalves Dias']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO']"
"NINFEIAS na Escola: gênero e educação pela igualdade.Atividade vinculada ao Projeto Docente 'Corpos Estranhos, Espaços de Resistência', 2ª parte do Projeto Integrado ESTUDOS DA PERFORMATIVIDADE.",2019,2019,EXTENSAO,"['Elvina Maria Caetano Pereira', 'Caroline de Moraes Lima', 'Bárbara Christine Silva Souza', 'Carolina Reis de Assis', 'Jackeline Moreira Análio', 'Keila Tamires Silva de Assis', 'Giulia Oliva de Araújo', 'Marcia Cristina da Silva Sousa', 'Amanda Marcondes']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
JUNTAS SOMOS FORTES: redes de prevenção e acolhimento em combate à violência contra mulheres em ambiente universitário,2019,2019,EXTENSAO,"['Elvina Maria Caetano Pereira', 'Juliana Siqueira Pamplona', 'Karla Silva Ribeiro', 'Théo Mantelato', 'Sheiquellann Sheronn Gonçalves Dias']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO']"
"NINFEIAS na Escola 2020: gênero e educação pela igualdade. Atividade vinculada ao Projeto Docente 'Corpos Estranhos, Espaços de Resistência', 2ª parte do Projeto Integrado ESTUDOS DA PERFORMATIVIDADE.",2020,2020,EXTENSAO,"['Elvina Maria Caetano Pereira', 'Caroline de Moraes Lima', 'Jackeline Moreira Análio', 'Keila Tamires Silva de Assis', 'Giulia Oliva de Araújo', 'Marcia Cristina da Silva Sousa', 'Amanda Marcondes']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
Práticas Feministas Decoloniais. Primeira parte do Projeto Integrado Po-éticas de (Re)Existência,2020,ATUAL,PESQUISA,"['Elvina Maria Caetano Pereira', 'Caroline de Moraes Lima', 'Jackeline Moreira Análio', 'Keila Tamires Silva de Assis', 'Giulia Oliva de Araújo', 'Marcia Cristina da Silva Sousa', 'Amanda Marcondes']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
