INSTITUTION,YEAR_INI,YEAR_FIN,MONTH_INI,MONTH_FIN,COURSE,TYPE,DISC
Universidade de São Paulo,1995,12,12,12,Graduação em Gravura,GRADUACAO,"['Laboratório de Artes Plásticas IV - desenho e Cor', 'Oficina de Artes Plásticas I - Composição', 'Oficina de Artes Plásticas II - Composição']"
Universidade de São Paulo,1996,12,12,12,Graduação em Gravura,GRADUACAO,['Oficina de Artes Plásticas II - Composição']
Universidade de São Paulo,1997,6,6,6,Artes,POS-GRADUACAO,"['Ateliê, prática, seminário: uma investigação no processo pictórico contemporâneo']"
Universidade de São Paulo,1997,6,6,6,,GRADUACAO,['Oficina de Artes Plásticas I - Composicão']
Universidade Federal de Minas Gerais,1997,12,12,12,Artes,POS-GRADUACAO,['Elementos Formadores do Processo Artístico']
Universidade Federal de Minas Gerais,1997,12,12,12,Desenho,GRADUACAO,['Técnicas de Desenho']
Universidade Federal de Minas Gerais,1998,12,12,12,,GRADUACAO,['Tecnicas de Desenho A']
Universidade Federal de Minas Gerais,1998,12,12,12,,GRADUACAO,['Analise do Processo Criativo']
Universidade Federal de Minas Gerais,1999,12,12,12,Artes,POS-GRADUACAO,"['Texto e Imagem: Correlações entre o Fazer e o Pensar', 'Elementos formadores do Processo Aristico: Atelier Seminário']"
Universidade Federal de Minas Gerais,1999,12,12,12,,GRADUACAO,['Analise do Processo Criativo']
Universidade Federal de Minas Gerais,2000,06,06,06,Artes,POS-GRADUACAO,['Concepções Contemporâneas da Arte']
Universidade Federal de Minas Gerais,2000,12,12,12,Artes,POS-GRADUACAO,['Concepções Contemporâneas da Arte']
Universidade Federal de Minas Gerais,2000,12,12,12,,GRADUACAO,['Técnicas de Desenho A']
Universidade Federal de Minas Gerais,2000,06,06,06,,GRADUACAO,['Tecnicas de Desenho']
Universidade Federal de Minas Gerais,2001,05,05,05,Desenho,GRADUACAO,['Técnica de Desenho A']
Universidade Federal de Minas Gerais,2001,06,06,06,Escola de Belas Artes,GRADUACAO,"['Atelier de Desenho I', 'Atelier de Desenho II', 'Técnicas de Desenho']"
Universidade Federal de Minas Gerais,2001,12,12,12,Artes,POS-GRADUACAO,['Elementos Formadores do Processo Artístico']
Universidade Federal de Minas Gerais,2002,04,04,04,Escola de Belas Artes,GRADUACAO,"['Atelier de Desenho II', 'Atelier de Desenho I']"
Universidade Federal de Minas Gerais,2003,07,07,07,Desenho,GRADUACAO,"['Atelier I de Desenho', 'Atelier II de Desenho']"
Universidade Federal de Minas Gerais,2003,12,12,12,Artes,POS-GRADUACAO,['Perspectivas Críticas da Arte Contemporânea']
Universidade Federal de Minas Gerais,2003,12,12,12,Artes,POS-GRADUACAO,['Perspectivas Críticas da Arte Contemporânea']
Universidade Federal de Minas Gerais,2003,04,04,04,Desenho,GRADUACAO,"['Atelier II de Desenho', 'Atelier I de Desenho']"
Universidade Federal de Minas Gerais,2004,06,06,06,Artes,POS-GRADUACAO,['Elementos formadores do processo artístico']
Universidade Federal de Minas Gerais,2004,12,12,12,Artes,POS-GRADUACAO,['Seminário do mestrado em artes visuais [coordenadora da disciplina]']
Universidade Federal de Minas Gerais,2006,10,10,10,Artes,POS-GRADUACAO,['Tópicos especiais em artes: A melancolia e a fotografia']
Universidade Federal de Minas Gerais,2006,12,12,12,Desenho,GRADUACAO,['Ateliê de desenho IV']
Universidade Federal de Minas Gerais,2007,07,07,07,Desenho,GRADUACAO,['ATELIÊ DE DESENHO III']
Universidade Federal de Minas Gerais,2007,12,12,12,Artes,POS-GRADUACAO,['Elementos Formadores do Processo Artístico']
Universidade Federal de Minas Gerais,2008,07,07,07,Desenho,GRADUACAO,['Ateliê de Desenho IV']
Universidade Federal de Minas Gerais,2010,06,06,06,Desenho,GRADUACAO,"['Ateliê de Desenho I', 'Ateliê de Desenho II']"
Universidade Federal de Minas Gerais,2010,12,12,12,Desenho,GRADUACAO,['Ateliê de Desenho II']
Universidade Federal de Minas Gerais,2010,06,06,06,Artes,POS-GRADUACAO,['Perspectivas Críticas Da Arte']
Universidade Federal de Minas Gerais,2011,06,06,06,Artes,POS-GRADUACAO,['Elementos formadores do processo artístico: Colóquio Pescadores de Pérolas']
Universidade Federal de Minas Gerais,2011,06,06,06,DINTER | UFMG | IFCeará,POS-GRADUACAO,['A construção do real: arte e pesquisa']
Universidade Federal de Minas Gerais,2012,12,12,12,Artes Visuais - Desenho,GRADUACAO,['atelier 1']
Universidade Federal de Minas Gerais,2012,10,10,10,Artes,POS-GRADUACAO,['Tópicos especiais em artes visuais']
Universidade Federal de Minas Gerais,2014,11,11,11,Abi - Artes Visuais,GRADUACAO,['Ateliê de Desenho III']
Universidade Federal de Minas Gerais,2015,06,06,06,Abi - Artes Visuais,GRADUACAO,['Ateliê DESENHO III']
Universidade Federal de Minas Gerais,2015,12,12,12,Abi - Artes Visuais,GRADUACAO,['Ateliê 3 DESENHO']
Universidade Federal de Minas Gerais,2015,06,06,06,Abi - Artes Visuais,GRADUACAO,['ATELIÊ DESENHO IV']
Universidade Federal de Minas Gerais,2015,12,12,12,Abi - Artes Visuais,GRADUACAO,['Ateliê Desenho IV']
Universidade Federal de Minas Gerais,2015,10,10,10,Artes,POS-GRADUACAO,['Metodologia do artista em sua produção']
Universidade Federal de Minas Gerais,2016,10,10,10,Artes,POS-GRADUACAO,['Elementos Formadores do Processo Artístico']
Universidade Federal de Minas Gerais,2017,06,06,06,Abi - Artes Visuais,GRADUACAO,['Atelie 3 DESENHO']
Universidade Federal de Minas Gerais,2017,12,12,12,Abi - Artes Visuais,GRADUACAO,['DESENHO PROJETO']
Universidade Federal de Minas Gerais,2017,06,06,06,Abi - Artes Visuais,GRADUACAO,['Ateliê 4 DESENHO']
Universidade Federal de Minas Gerais,2018,06,06,06,Abi - Artes Visuais,GRADUACAO,['DESENHO PROJETO']
Universidade Federal de Minas Gerais,2018,06,06,06,Artes,POS-GRADUACAO,['Elementos formadores do Processo Artístico']
