TITLE,YEAR,LANG,EDITORA,AUTHOR,ORDER,ORDER_OK
Cinema e Vídeo,2009,Português,Escola de Belas Artes da UFMG,"['Lucia Gouvêa Pimentel', 'Maria da Conceição Bicalho', 'Clébio Maduro', 'Maurício Silva Gino', 'Juliana Gouthier']","['1', '2', '3', '4', '5']",['4']
Hibridismo Gráfico e Mesclagem Conceitual: uma relação entre o pensamento de Sartre e as teorias da Cognição,2010,Português,Peirópolis,['Maurício Silva Gino'],['1'],['1']
Maurício Gino,2013,Português,Favela É Isso Aí,"['Sávio Leite', 'Maurício Silva Gino']","['1', '2']",['2']
Bicicleta é Vida: metáforas da morte no filme Pai e Filha,2014,Português,Programa de Pós-Graduação em Artes da UFPA,['Maurício Silva Gino'],['1'],['1']
Animações para Divulgação Científica no EICV,2014,Português,Museu de História Natural e Jardim Botânico da UFMG,['Maurício Silva Gino'],['1'],['1']
O uso do vídeo na construção de modelos para divulgação científica no EICV,2014,Português,Museu de História Natural e Jardim Botânico da UFMG,['Maurício Silva Gino'],['1'],['1']
Brinquedorias Animadas,2017,Português,"Universidade Federal de Minas Gerais, Belas Artes",['Maurício Silva Gino'],['1'],['1']
A Fotografia em Filmes Documentários,2017,Português,EdUEMG,['Maurício Silva Gino'],['1'],['1']
Memórias do Ofício da Animação,2017,Português,Gaia Cultural - Cultura e Meio Ambiente,['Maurício Silva Gino'],['1'],['1']
Meow!,2018,Português,ABRACCINE: ABCA: Letramento,['Maurício Silva Gino'],['1'],['1']
Animação e Educação,2018,Português,ABRACCINE: ABCA: Letramento,['Maurício Silva Gino'],['1'],['1']
Tem uma Múmia na praça!,2018,Português,MMarte,['Maurício Silva Gino'],['1'],['1']
Sobre metáforas e animação cinematográfica em processos educacionais: riquezas e cuidados pedagógicos no uso do vídeo na educação,2013,Português,Paulus,"['Maurício Silva Gino', 'Ronaldo Luiz Nagem', 'Daniel Ribeiro Silva Mill']","['1', '2', '3']",['1']
