PROJ,YEAR_INI,YEAR_FIN,NATUREZA,INTEGRANTES,COORDENA
Catalogação da obra musical de Eduardo Bértola,1997,1999,PESQUISA,"['Sergio Freire Garcia', 'Oiliam José Lanna']","['SIM', 'NAO']"
Panorâmica da Criação Musical na Escola de Música da UFMG,1998,2000,PESQUISA,"['Sergio Freire Garcia', 'Rosângela Pereira de Tugny', 'Oiliam José Lanna', 'Rodrigo Miranda', 'Alice Belém']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO']"
"Sistemas musicais interativos: extração, análise e processamento em tempo real de informações musicais presentes em sinais de áudio gerados por instrumentistas e cantores",2005,2006,PESQUISA,"['Sergio Freire Garcia', 'José Henrique Padovani']","['SIM', 'NAO']"
"Uma versão para multicontrolador digital da música Solo, de K.Stockhausen: criação de um instrumento de percussão virtual",2009,2010,PESQUISA,"['Sergio Freire Garcia', 'Fernando Rocha', 'Rafael Lima Pimenta']","['SIM', 'NAO', 'NAO']"
Recriação digital de sons percussivos: uma abordagem interativa,2008,2008,PESQUISA,"['Sergio Freire Garcia', 'Fernando Rocha']","['SIM', 'NAO']"
"Consolidação de uma interface musical acústico-digital a partir de um violão, captação hexafônica e processamento digital de sinais",2010,2017,PESQUISA,"['Sergio Freire Garcia', 'Flávio Barbeitas']","['SIM', 'NAO']"
"Sistemas musicais interativos: instrumentos acústicos, controladores digitais e captura de movimentos",2009,ATUAL,PESQUISA,['Sergio Freire Garcia'],['SIM']
"Caracterização e recriação interativa de texturas musicais tocadas ao violão, por meio da extração de descritores de áudio de nível baixo e médio",2016,ATUAL,PESQUISA,"['Sergio Freire Garcia', 'Maurício Alves Loureiro', 'Flávio Barbeitas', 'Augusto Armondes', 'Rubens Silva']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO']"
"Identificac&amp;#807;a&amp;#771;o, classificac&amp;#807;a&amp;#771;o, agrupamento e transformac&amp;#807;a&amp;#771;o de sons produzidos por instrumentos de percussa&amp;#771;o a partir da tipo-morfologia de Schaeffer: concepc&amp;#807;a&amp;#771;o e desenvolvimento de um sistema interativo",2019,ATUAL,PESQUISA,"['Sergio Freire Garcia', 'José Henrique Padovani', 'Marcelo Wanderley', 'Augusto Armondes', 'Breno Bragança', 'Caio Costa Campos']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
Sistemas musicais interativos: controladores uni- e bi-dimensionais,2005,2008,PESQUISA,"['Sergio Freire Garcia', 'José Henrique Padovani', 'Sérgio Lacerda']","['SIM', 'NAO', 'NAO']"
