INSTITUTION,YEAR_INI,YEAR_FIN,MONTH_INI,MONTH_FIN,COURSE,TYPE,DISC
Universidade Estadual Paulista Júlio de Mesquita Filho,2001,12,12,12,Bacharelado em Música,GRADUACAO,"['Análise Musical I (Composição e Regência)', 'Análise Musical I (Instrumento e Canto)', 'Análise Musical II (Composição e Regência)', 'Contraponto II (Composição e Regência)', 'Harmonia Superior I (Instrumento e Canto)']"
Faculdade de Música Carlos Gomes,2001,6,6,6,Pós Graduação Lato Sensu,POS-GRADUACAO,"['Contraponto', 'Apreciação Musical']"
Universidade Estadual Paulista Júlio de Mesquita Filho,2002,12,12,12,Bacharelado em Música,GRADUACAO,"['Harmonia Superior I (Instrumento e Canto)', 'Contraponto II (Composição e Regência)', 'Análise Musical II (Composição e Regência)', 'Análise Musical I (Instrumento e Canto)']"
Universidade Federal de Uberlândia,2008,12,12,12,Bacharelado e Licenciatura em Música,GRADUACAO,"['Análise Musical 2', 'História e Apreciação da Música - Pós-Romântica, Séculos XX e XXI', 'Teoria da Música 1']"
Universidade Federal de Uberlândia,2009,07,07,07,Bacharelado e Licenciatura em Música,GRADUACAO,"['Teoria da Música 2: Introdução à Harmonia', 'Princípios da Composição Musical', 'Análise Musical 2']"
Universidade Federal de Uberlândia,2009,12,12,12,Bacharelado e Licenciatura em Música,GRADUACAO,"['Análise Musical 1', 'História e Apreciação da Música - Pós-Romântica, séculos XX e XXI', 'Pesquisa em Música 3', 'Teoria da Música 2: Introdução à Harmonia']"
Universidade Federal de Uberlândia,2010,12,12,12,Bacharelado e Licenciatura em Música,GRADUACAO,"['Análise Musical 1', 'História e Apreciação da Música - Pós- Romântica, séculos XX e XXI', 'Música Eletroacústica ? História, Estéticas e Composição', 'Pesquisa em Música 4', 'Teoria da Música 2: Introdução à Harmonia']"
Universidade Federal de Uberlândia,2010,07,07,07,Artes,POS-GRADUACAO,['Tópicos Especiais em Criação e Produção em Artes: Abordagens sobre a Escuta no Contexto das Criações Musicais Contemporâneas']
Universidade Federal de Uberlândia,2010,07,07,07,Bacharelado e Licenciatura em Música,GRADUACAO,"['Análise Musical 2', 'Teoria da Música 2: Introdução à Harmonia']"
Universidade Federal de Uberlândia,2011,07,07,07,Bacharelado e Licenciatura em Música,GRADUACAO,"['Análise Musical 2', 'Música Eletroacústica: História, Estéticas e Composição', 'Pesquisa em Música 3', 'Teoria da Música 2: Introdução à Harmonia']"
Universidade Federal de Uberlândia,2011,07,07,07,Artes,POS-GRADUACAO,['Tópicos Especiais em Criação e Produção em Artes: Composição e Performance Musical com o software Pure Data']
Universidade Federal de Uberlândia,2011,12,12,12,Bacharelado e Licenciatura em Música,GRADUACAO,"['História e Apreciação da Música - Pós-Romântica, Séculos XX e XXI', 'Pesquisa em Música 3', 'Música Eletroacústica Mista: Composição e Performance', 'Teoria da Música 2: Introdução à Harmonia', 'Análise Musical 1']"
Universidade Federal de Uberlândia,2012,10,10,10,Artes,POS-GRADUACAO,['Tópicos Especiais em Criação e Produção em Artes: Abordagens sobre a Escuta no Contexto das Criações Musicais Contemporâneas']
Universidade Federal de Uberlândia,2012,11,11,11,Bacharelado e Licenciatura em Música,GRADUACAO,"['Análise Musical 2', 'Teoria da Música 2: Introdução à Harmonia']"
Universidade Federal de Uberlândia,2012,04,04,04,Música - Licenciatura Ou Bacharelado,GRADUACAO,"['Análise Musical 2', 'História e Apreciação da Música - Pós-Romântica, Séculos XX e XXI', 'Teoria da Música 2: Introdução à Harmonia', 'Pesquisa em Música 3']"
Universidade Federal de Uberlândia,2014,08,08,08,Música - Licenciatura Ou Bacharelado,GRADUACAO,"['Análise Musical 2', 'Contraponto e Fuga 1', 'Estágio Bacharelado 1', 'Estágio Bacharelado 2', 'Teoria da Música 2: Introdução à Harmonia']"
Universidade Federal de Uberlândia,2014,02,02,02,Música - Licenciatura Ou Bacharelado,GRADUACAO,"['Análise Musical 1', 'História e Apreciação da Música Pós-Romântica, Séculos XX e XXI', 'Pesquisa em Música 3', 'Teoria da Música 2: Introdução à Harmonia']"
Universidade Federal de Uberlândia,2014,12,12,12,Artes,POS-GRADUACAO,['Tópicos Especiais em Criação e Produção em Artes: Composição e Performance Musical com o software Pure Data']
Universidade Federal de Uberlândia,2015,12,12,12,Música - Licenciatura Ou Bacharelado,GRADUACAO,"['Análise Musical 1', 'História e Apreciação da Música Pós-Romântica, Séculos XX e XXI', 'Pesquisa em Música 3']"
Universidade Federal de Uberlândia,2015,12,12,12,Música,POS-GRADUACAO,['Tópicos Especiais em Teoria e Análise em Música']
Universidade Federal de Uberlândia,2015,07,07,07,Música - Licenciatura Ou Bacharelado,GRADUACAO,"['Análise Musical 2', 'Teoria da Música 2: Introdução à Harmonia', 'Contraponto e Fuga 1']"
Universidade Federal de Uberlândia,2016,12,12,12,Música,POS-GRADUACAO,['To&amp;amp;#769;picos Especiais em Criac&amp;amp;#807;a&amp;amp;#771;o e Performance em Mu&amp;amp;#769;sica']
Universidade Federal de Uberlândia,2016,06,06,06,Música - Licenciatura Ou Bacharelado,GRADUACAO,"['Análise Musical 2', 'Contraponto e Fuga 2', 'Mu&amp;amp;#769;sica Eletroacu&amp;amp;#769;stica - Histo&amp;amp;#769;ria, Este&amp;amp;#769;ticas e Composic&amp;amp;#807;a&amp;amp;#771;o', 'Pesquisa em Música 3']"
Universidade Federal de Uberlândia,2016,03,03,03,Música - Licenciatura Ou Bacharelado,GRADUACAO,"['Análise Musical 1', 'História e Apreciação da Música - Pós- Romântica, séculos XX e XXI']"
Universidade Federal de Uberlândia,2017,08,08,08,Música - Licenciatura Ou Bacharelado,GRADUACAO,"['Pesquisa em Música 4', 'Música Eletroacústica - História, Estéticas e Composição', 'Contraponto e Fuga 1', 'Análise Musical 2']"
