INSTITUTION,YEAR_INI,YEAR_FIN,MONTH_INI,MONTH_FIN,COURSE,TYPE,DISC
Universidade Federal de Uberlândia,2017,12,12,12,Música - Licenciatura Ou Bacharelado,GRADUACAO,"['Análise Musical 1', 'Contraponto e Fuga 2', 'História e Apreciação da Música - Pós-Romântica, Séculos XX e XXI', 'Pesquisa em Música 3']"
Universidade Federal de Uberlândia,2018,12,12,12,Música,POS-GRADUACAO,['Grupo de Pesquisa em Música e Tecnologia (NUMUT) 1']
Universidade Federal de Uberlândia,2018,12,12,12,Música - Licenciatura Ou Bacharelado,GRADUACAO,"['Análise Musical 1', 'História e Apreciação da Música ? Pós-Romântica, séculos XX e XXI', 'Pesquisa em Música 3']"
Universidade Federal de Uberlândia,2018,07,07,07,Música - Licenciatura Ou Bacharelado,GRADUACAO,"['Análise Musical 2', 'Contraponto e fuga 1', 'Música eletroacústica: história, estéticas e composição']"
Universidade Federal de Uberlândia,2019,07,07,07,Música - Licenciatura Ou Bacharelado,GRADUACAO,"['Análise Musical 2', 'Criação Musical com Novas Tecnologias 3', 'Pesquisa em Música 3']"
Universidade Federal de Uberlândia,2019,07,07,07,Música,POS-GRADUACAO,['Grupo de Pesquisa em Música e Tecnologia (NUMUT) 2']
Universidade Federal de Uberlândia,2019,12,12,12,Música - Licenciatura Ou Bacharelado,GRADUACAO,"['Análise Musical 1', 'Contraponto 2', 'História e Apreciação da Música Pós-Romântica, séculos XX e XXI', 'Pesquisa em Música 4']"
Universidade Federal de Uberlândia,2019,12,12,12,Música,POS-GRADUACAO,['Grupo de Pesquisa em Música e Tecnologia (NUMUT) 1']
Universidade Federal de Uberlândia,2020,12,12,12,Música,POS-GRADUACAO,['Tópicos Especiais em Teoria e Análise em Música']
Universidade Federal de Uberlândia,2020,12,12,12,Música - Licenciatura Ou Bacharelado,GRADUACAO,"['Contraponto 1', 'Pesquisa em Música 1', 'Pesquisa em Música 3', 'Pesquisa em Música 4', 'História e Apreciação da Música Pós-romântica, séculos XX e XXI']"
Universidade Federal de Uberlândia,2021,12,12,12,Música,POS-GRADUACAO,"['Tópicos Especiais em Teoria e Análise em Música', 'Grupo de pesquisa em Música e Tecnologia (NUMUT) 1']"
Universidade Federal de Uberlândia,2021,07,07,07,Música - Licenciatura Ou Bacharelado,GRADUACAO,"['Análise musical 2', 'História e apreciação da música pós-romântica, séculos XX e XXI', 'Criação musical com novas tecnologias IV', 'Pesquisa em música II']"
Universidade Federal de Uberlândia,2021,11,11,11,Música - Licenciatura Ou Bacharelado,GRADUACAO,"['Análise musical I', 'Pesquisa em música III']"
Universidade Federal de Uberlândia,2021,05,05,05,Música - Licenciatura Ou Bacharelado,GRADUACAO,"['Análise Musical II', 'Criação Musical com Novas Tecnologias IV', 'História e Apreciação da Música - Pós- Romântica, séculos XX e XXI']"
Universidade Federal de Uberlândia,2022,,ATUAL,ATUAL,Música - Licenciatura Ou Bacharelado,GRADUACAO,"['Análise musical I', 'Criação musical com novas tecnologias III', 'História e apreciação da música - pós-romântica, séculos XX e XXI']"
Universidade Federal de Uberlândia,2022,,ATUAL,ATUAL,Música,POS-GRADUACAO,"['Grupo de Pesquisa em Música e Tecnologia (NUMUT) 2', 'Estágio docência na graduação']"
