COURSE,YEAR,INTEGRANTES
IIº Curso de Férias de Tatuí - Curso de Editoração Eletrônica de Partituras em Computador,1994,['Mauricio Alves Loureiro']
Seminários Experimentais da Pós-Graduação em Música da UNICAMAspectos Metodológicos da Análise de Conteúdo Musical para a Pesquisa em Música,2003,['Mauricio Alves Loureiro']
Extração de Informação de Conteúdo Musical: Modelos de Medições Objetivas para Pesquisa em Música,2002,['Mauricio Alves Loureiro']
Aspectos Acústicos dos Instrumentos de Sopro - Projeto Viva Musica,2005,['Mauricio Alves Loureiro']
Psicoacústica e Percepção Musical - Escola Internacional de Inverno da Ciência da Fala,2005,['Mauricio Alves Loureiro']
38º estival de Inverno da UFMG - Oficina: &amp;quot;Fundamentos da Física e Psicofísica da Música&amp;quot;,2006,['Mauricio Alves Loureiro']
1º Festival de Verão da UFMG - Oficina: Ciência da Música e da Fala,2007,"['Mauricio Alves Loureiro', 'Hani Camille. Yehia']"
2º Festival de Verão da UFMG - Oficina: &amp;quot;Ciência da Música e da Fala&amp;quot;,2008,"['Mauricio Alves Loureiro', 'Hani Camille. Yehia']"
Seminários da Pós-Graduação em Música da UFRGS - Seminário: Modelos Paramétricos para a Pesquisa Empírica em Expressividade Musical,2007,['Mauricio Alves Loureiro']
Seminário: ?Modelos Paramétricos para a Pesquisa Empírica em Expressividade Musical?,2007,['Mauricio Alves Loureiro']
4º Festival de Verão da UFMG - Oficina: ?Fonema e nota musical: Estruturas elementares da fala e da música?,2010,"['Mauricio Alves Loureiro', 'Hani Camille. Yehia']"
2º Escola Internacional da Fala da UFMG - Seminário: &amp;quot;A Nota Musical&amp;quot;,2009,['Mauricio Alves Loureiro']
5º Festival de Verão da UFMG - Oficina: ?Movimento Real e Imaginário na Fala e na Música?,2011,"['Mauricio Alves Loureiro', 'Hani Camille. Yehia']"
Master Classe de Clarineta,2011,['Mauricio Alves Loureiro']
Master Classe de Clarineta,2012,['Mauricio Alves Loureiro']
