PROJ,YEAR_INI,YEAR_FIN,NATUREZA,INTEGRANTES,COORDENA
História do Conservatório Musical de Ribeirão Preto,,ATUAL,OUTRA,['Renato Tocantins Sampaio'],['SIM']
&amp;quot;Musicoterapia no atendimento a pacientes com disfunção da articulação temporomandibular com dor crônica&amp;quot;,,ATUAL,OUTRA,['Renato Tocantins Sampaio'],['SIM']
Banco de Dados Brasileiro de Musicoterapia com Crianças,2010,ATUAL,PESQUISA,"['Renato Tocantins Sampaio', 'Ana Cristina Parente Sampaio', 'Lia Rejane Mendes Barcellos']","['SIM', 'NAO', 'NAO']"
Difusão de Conhecimentos sobre Musicoterapia,2012,ATUAL,EXTENSAO,"['Renato Tocantins Sampaio', 'Loureiro, Cybelle M. V.', 'Marina Horta Freire', 'Verônica Magalhães Rosário']","['NAO', 'NAO', 'SIM', 'NAO']"
Sincronia Rítmica e Interação Social no Autismo,2011,2020,PESQUISA,"['Renato Tocantins Sampaio', 'Loureiro, Cybelle M. V.', 'Cristiano Mauro Assis Gomes']","['SIM', 'NAO', 'NAO']"
Musicoterapia Social em Minas Gerais,2014,ATUAL,EXTENSAO,"['Renato Tocantins Sampaio', 'Gabriel Estanislau Machado', 'Andrea Alvim Gomes']","['SIM', 'NAO', 'NAO']"
Musicoterapia com Crianças e Adolescentes em Acolhimento,2016,ATUAL,EXTENSAO,"['Renato Tocantins Sampaio', 'Ana Cristina Simões Parente']","['SIM', 'NAO']"
Musicoterapia na Saúde da Mulher,2016,ATUAL,EXTENSAO,"['Renato Tocantins Sampaio', 'Rubens Lene Carvalho Tavares']","['SIM', 'NAO']"
Estruturação de um Modelo de Atendimento Musicoterapêutico para Crianças em Acolhimento Institucional,2016,2019,PESQUISA,"['Renato Tocantins Sampaio', 'Ana Cristina Parente Sampaio', 'Andresa Cristina Resende', 'Maria Ângela Aparecida Rodrigues']","['SIM', 'NAO', 'NAO', 'NAO']"
Musicoterapia na Escola: O efeito da Musicoterapia no humor e na motivação de alunos com mau desempenho escolar e suas implicações no contexto escolar  e no processo de ensino-aprendizagem,2013,2014,PESQUISA,"['Renato Tocantins Sampaio', 'Clitia Rodrigues da Silva', 'Ana Clara N C Rocha', 'Luciane Karine de Souza']","['SIM', 'NAO', 'NAO', 'NAO']"
Efeito da musicoterapia em pacientes com fibromialgia na atenção primária,2013,2014,PESQUISA,['Renato Tocantins Sampaio'],['SIM']
Relação parental e Transtorno do Espectro do Autismo: um estudo multifatorial acerca do impacto desta condição,2013,2014,PESQUISA,['Renato Tocantins Sampaio'],['SIM']
MUSICOTERAPIA E A MUSICALIDADE NO AUTISMO,2013,2014,PESQUISA,"['Renato Tocantins Sampaio', 'Camila Nascimento de Castro', 'Andreia Polignano Barbosa']","['SIM', 'NAO', 'NAO']"
A Comunicação Cantada em Musicoterapia com Crianças com Autismo,2016,2016,PESQUISA,['Renato Tocantins Sampaio'],['SIM']
Emoções e Sensações Evocadas pela Audição Musical,2015,2016,PESQUISA,"['Renato Tocantins Sampaio', 'Marcelo Penido Ferreira da Silva']","['SIM', 'NAO']"
Musicoterapia na Reabilitação Respiratória,2014,2014,PESQUISA,['Renato Tocantins Sampaio'],['SIM']
Análise de Estratégias Pedagógicas para Educação Musical Inclusiva,2016,2019,PESQUISA,"['Renato Tocantins Sampaio', 'Letícia Caroline Souza']","['SIM', 'NAO']"
Sentidos da Experiência da Aprendizagem Musical em Oficinas de Voz,2017,2019,PESQUISA,"['Renato Tocantins Sampaio', 'Marilene Clara Fonseca', 'Ricardo Luiz Dias']","['SIM', 'NAO', 'NAO']"
Educação Musical Escolar e Desenvolvimento Humano,2020,ATUAL,PESQUISA,"['Renato Tocantins Sampaio', 'Camila Nascimento de Castro', 'Thiago Amaral Santos', 'Andrea Matias Queiroz']","['SIM', 'NAO', 'NAO', 'NAO']"
Musicoterapia em tempos de Pandemia de COVID19 no Brasil: Potencialidades e Limitações de atendimentos remotos e presenciais,2020,ATUAL,PESQUISA,"['Renato Tocantins Sampaio', 'Marly Chagas', 'Cláudia Regina de Oliveira Zanini', 'Beatriz de Freitas Salles', 'Gunnar Glauco de Cunto Carelli Taets', 'Leila Brito Bergold']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
Musicoterapia e Autismo: da Compreensão Diagnóstica à Prática Clínica informada pelas Neurociências,2020,ATUAL,PESQUISA,['Renato Tocantins Sampaio'],['SIM']
Avaliação dos efeitos da Música e da Musicoterapia na Promoção de Saúde por meio de biomarcadores e de protocolos neuropsicológicos,2020,ATUAL,PESQUISA,"['Renato Tocantins Sampaio', 'Ivan Moria B Rodrigues', 'Mariana Kesia Andrade Araruna', 'Bibiana Pedra Cruz Bettin', 'Isabela Peres Carvalho']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO']"
Musicoterapia nos Distúrbios do Neurodesenvolvimento,2011,ATUAL,EXTENSAO,"['Renato Tocantins Sampaio', 'Loureiro, Cybelle M. V.', 'Marina Horta Freire', 'Arthur Kummer']","['SIM', 'NAO', 'NAO', 'NAO']"
Música para Interagir,2012,2020,PESQUISA,['Renato Tocantins Sampaio'],['SIM']
