TITLE,YEAR,DOI,LANG,JOURNAL,QUALIS,ISSN,AUTHOR,ORDER,ORDER_OK,JCR
A construção do silêncio: um estudo da obra poética de Orides Fontela,2003,,Português,Em Tese (Belo Horizonte),XX,1415-594X,['Alexandre Rodrigues da Costa'],['1'],['1'],-99
Vertigens: o duplo na obra de Edgar Allan Poe e Alfred Hitchcock,2001,,Português,Aletria ? revista de estudos de literatura,XX,-,['Alexandre Rodrigues da Costa'],['1'],['1'],-99
A beleza da indiferença: reflexões sobre literatura e artes plásticas a partir de um conto de Virginia Woolf,2008,,Português,Aletria (UFMG),XX,1679-3749,['Alexandre Rodrigues da Costa'],['1'],['1'],-99
"Gestos dos mortos - Hitchcock, Greenaway e Brakhage",2007,,Português,Devires (UFMG),A3,1679-8503,['Alexandre Rodrigues da Costa'],['1'],['1'],-99
As máquinas escriturais do poeta Alexandre Rodrigues da Costa,2008,,Português,Estudos Avançados (USP. Impresso),XX,0103-4014,"['Alexandre Rodrigues da Costa', 'Rodrigo Guimarães']","['1', '2']",['1'],-99
O silêncio da esfinge,2005,,Português,Zunái: Revista de Poesia &amp; Debates,B1,1983-2621,['Alexandre Rodrigues da Costa'],['1'],['1'],-99
Mundos estranhos: o religioso e o mitológico em Rainer Maria Rilke e Franz Kafka,2002,,Português,Estado de Minas,XX,1809-9874,['Alexandre Rodrigues da Costa'],['1'],['1'],-99
"Mutilações do eu: a fragmentação da identidade em Os cadernos de Malte Laurids Brigge, de Rainer Maria Rilke",2011,,Português,Recorte (UninCor),A3,1807-8591,['Alexandre Rodrigues da Costa'],['1'],['1'],-99
Poéticas dos silêncio: Orides Fontela e Piet Mondrian,2000,,Português,Texto Livre,A4,1983-3652,['Alexandre Rodrigues da Costa'],['1'],['1'],-99
Corpos lacerados: o sacrifício da palavra na obra poética de Georges Bataille,2012,,Português,Guavira Letras,A3,1980-1858,['Alexandre Rodrigues da Costa'],['1'],['1'],-99
O corte,2012,,Português,Revista Pandora,B1,2175-3318,"['Alexandre Rodrigues da Costa', 'Vera Casa Nova']","['1', '2']",['1'],-99
Ponto de Laceração: o fracasso na poesia de Georges Bataille,2014,,Português,Polichinello Revista Literária,XX,2178-1230,['Alexandre Rodrigues da Costa'],['1'],['1'],-99
História e dilaceramento,2014,,Português,ReDObRa,C,2238-3794,"['Alexandre Rodrigues da Costa', 'Vera Casa Nova']","['1', '2']",['1'],-99
"Fraturas expostas: uma análise das pinturas de ?Desconstruções', de Alan Fontes",2015,,Português,Estudio,B1,1647-6158,['Alexandre Rodrigues da Costa'],['1'],['1'],-99
Fragmentos e repetições: diálogos entre a obra de Clarice Lispector e a arte minimalista,2015,10.11606/va.v0i28.97800,Português,Via Atlântica (USP),A4,2317-8086,['Alexandre Rodrigues da Costa'],['1'],['1'],-99
"Além do acaso estúpido da química: o informe como manipulação do tempo, em Decasia: the state of decay, de Bill Morrison",2016,10.22475/1.201,Português,Rebeca,B1,2316-9230,"['Alexandre Rodrigues da Costa', 'Miriam Aparecida Mendes']","['1', '2']",['1'],-99
"O instante perpétuo: uma análise do filme Instructions for a light and sound machine, de Peter Tscherkassky",2017,,Português,REVISTA LIVRE DE CINEMA,B2,2357-8807,"['Alexandre Rodrigues da Costa', 'Anna Carolina Cabral Rodrigues']","['1', '2']",['1'],-99
"Interrupções incessantes: o dilaceramento da forma em Cent mille milliards de poèmes, de Raymond Queneau, Tom, Tom, the Piper?s son, de Ken Jacobs, e Patterns, de Gerhard Richter",2017,10.11606/issn.2178-0447.ars.2017.121072,Português,ARS (SÃO PAULO),A1,2178-0447,['Alexandre Rodrigues da Costa'],['1'],['1'],-99
"Visões do excesso: o informe como afirmação do desconhecido no filme O enigma de outro mundo, de John Carpenter",2018,10.22475/2.402,Português,Rebeca,B1,2316-9230,['Alexandre Rodrigues da Costa'],['1'],['1'],-99
