INSTITUTION,YEAR_INI,YEAR_FIN,MONTH_INI,MONTH_FIN,COURSE,TYPE,DISC
Universidade Federal de Minas Gerais,2007,08,08,08,Bacharelado/Licenciatura,GRADUACAO,"['Hstória e Música A (30h)', 'Laboratório de Criação I (30h)', 'Laboratório de Criação II (2 turmas 60h)', 'Percepção Musical I (45h)', 'Percepção Musical II (45h)']"
Universidade Federal da Paraíba,2012,04,04,04,Música,GRADUACAO,"['Conjunto de Música Contemporanea I, II e III (45h + 22,5h + 22,h = 90h)', 'Estruturação e Análise Musical III (45h)', 'Estruturação e Análise Musical IV (45h)', 'Musica Eletroacustica (30h)', 'Tutorial de Composicão IV (30h)', 'Tutorial de Composição I (30h)']"
Universidade Federal da Paraíba,2012,11,11,11,Música,GRADUACAO,"['Estruturação e Análise I (45h)', 'Estruturação e Análise III (45h)', 'Estruturação e Análise IV (45h)', 'Tutorial de Composição IV (30h)']"
Universidade Estadual de Campinas,2012,12,12,12,,OUTRO,['Coloquium Internacional: Métodos de Análise Musical com Suporte Computacional (12h)']
Universidade Federal da Paraíba,2013,03,03,03,Música,GRADUACAO,"['Computação Aplicada à Música II (30h)', 'Estruturação e Análise Musical III (45h)', 'Música Eletroacústica (30h)', 'Procedimentos Composicionais II (30h)', 'Trabalho de Conclusão de Curso II (2 &amp;amp;quot;turmas&amp;amp;quot; - 90h)']"
Universidade Federal da Paraíba,2013,09,09,09,Música,GRADUACAO,"['Computação Aplicada a Musica I (30h)', 'Estruturação e Análise Musical III (45h)', 'Trabalho de Conclusao de Curso I (45h)', 'Trabalho de Conclusao de Curso II (45h)', 'Tutorial de Composição V (30h)']"
Universidade Federal da Paraíba,2014,12,12,12,Música,POS-GRADUACAO,['Topicos em Analise Musical (45h / 3cr.)']
Universidade Federal da Paraíba,2014,02,02,02,Música,GRADUACAO,"['Estruturação e Análise Musical III (45h)', 'Estruturação e Análise Musical IV (45h)', 'Música Eletroacústica (30h)', 'Tutorial de Composição I (30h)']"
Universidade Federal da Paraíba,2014,08,08,08,Música,GRADUACAO,"['Computação Aplicada à Música I (30h)', 'Estruturação e Análise Musical III (45h)', 'Estruturação e Análise Musical IV (45h)', 'Procedimentos Composicionais II (30h)']"
Universidade Federal da Paraíba,2015,12,12,12,Música,GRADUACAO,"['Computação Aplicada à Música I (30h)', 'Estruturação e Análise Musical III (45h)', 'Estruturação e Análise Musical IV (45h)', 'Procedimentos Composicionais II (30h)', 'Procedimentos Composicionais III (30h)', 'Tutorial de Composição II (30h)']"
