TITLE,YEAR,DOI,LANG,JOURNAL,QUALIS,ISSN,AUTHOR,ORDER,ORDER_OK,JCR
"Exercícios em Fenomenologia, Ensino e Pesquisa: propor um 'pensar diferente'",2006,,Português,Contrapontos (UNIVALI),XX,1519-8227,['Marina Marcondes Machado'],['1'],['1'],-99
O &amp;quot;Diário de Bordo&amp;quot; como ferramenta fenomenológica para o pesquisador em Artes Cênicas,2002,,Português,Sala Preta (USP),XX,1519-5279,['Marina Marcondes Machado'],['1'],['1'],-99
Criança-Maravilha: alegria ou tristeza do espetáculo televisivo,2002,,Português,Cenários da Comunicação,XX,1677-4027,['Marina Marcondes Machado'],['1'],['1'],-99
A Criança é Performer,2010,,Português,Educação e Realidade,XX,0100-3143,['Marina Marcondes Machado'],['1'],['1'],-99
O imaginário infantil como trabalho-em-processo,2010,,Português,Childhood &amp; Philosophy,A2,1554-6713,['Marina Marcondes Machado'],['1'],['1'],-99
Teatralidades no Corpo: o espaço cênico somos nós,2011,,Português,Sala Preta (USP),XX,1519-5279,['Marina Marcondes Machado'],['1'],['1'],-99
Fazer surgir antiestruturas: abordagem em espiral para pensar um currículo em arte,2012,,Português,Revista e-Curriculum (PUCSP),A2,1809-3876,['Marina Marcondes Machado'],['1'],['1'],-99
Fenomenologia e Infância: o direito da criança a ser o que ela é,2013,,Português,Revista de Educação Pública,A2,2238-2097,['Marina Marcondes Machado'],['1'],['1'],-99
Dilating time for found spaces,2013,,Português,Mimesis Journal,XX,2279-7203,['Marina Marcondes Machado'],['1'],['1'],-99
Rumo a possíveis dramaturgias do espaço,2014,,Português,Moringa - Artes do Espetáculo (UFPB),A3,2177-8841,['Marina Marcondes Machado'],['1'],['1'],-99
"Teatro e infância, possíveis mundos de vida (e morte)",2014,,Português,Revista aSPAs,B1,2238-3999,['Marina Marcondes Machado'],['1'],['1'],-99
Só Rodapés: Um glossário de trinta termos definidos na espiral de minha poética própria,2015,,Português,Rascunhos,A4,2358-3703,['Marina Marcondes Machado'],['1'],['1'],-99
Dramaturgias múltiplas e as culturas da infância e juventude: criação nos modos de aprender e ensinar na licenciatura em teatro da UFMG,2015,,Português,COLEÇÃO TEXTOS FCC (IMPRESSO),NP,1984-6002,['Marina Marcondes Machado'],['1'],['1'],-99
Um cemitério vivo: memória de infância em espiral para reativar a experiência estética,2016,,Português,Art&amp; (São Paulo. Online),C,1806-2962,['Marina Marcondes Machado'],['1'],['1'],-99
Infância é corpo encarnado/ uma perspectiva poético-existencial para o ser criança,2016,,Português,CHILDHOOD &amp; PHILOSPHY,XX,1984-5987,['Marina Marcondes Machado'],['1'],['1'],-99
Mapeie-se! E busque modos criativos de ser e estar no mundo para relacionar-se com a artisticidade das crianças,2016,,Português,Revista Teatro: Criação e Construção de Conhecimento,B2,2357-710X,['Marina Marcondes Machado'],['1'],['1'],-99
ENSINAR E APRENDER COMO ESTADO DE PROCURA: DIÁLOGOS ALUNO-PROFESSOR NA LICENCIATURA EM TEATRO DA UFMG,2016,10.14210/contrapontos.v16n2.p351-359,Português,Contrapontos (Online),A3,1984-7114,"['AGUIAR, FRANCISCO DE ASSIS SOARES', 'Marina Marcondes Machado']","['1', '2']",['2'],-99
Entre Escola e Universidade: dinossauros e caderninhos por uma dramaturgia encarnada,2017,,Português,Revista Brasileira de Estudos da Presença [Eperiodico],A1,2237-2660,"['Taís Ferreira', 'Luciana Hartmann', 'Marina Marcondes Machado']","['1', '2', '3']",['3'],-99
GUERRA DE MA??S E SEUS DESDOBRAMENTOS: A ESCOLA COMO PAISAGEM PERFORMATIVA,2017,10.1590/cc0101-32622017168669,Português,CADERNOS CEDES (IMPRESSO),A1,0101-3262,['Marina Marcondes Machado'],['1'],['1'],-99
"Espiralidades / Arte, vida e presença na pequena infância",2020,,Português,CURRÍCULO SEM FRONTEIRAS,A1,1645-1384,['Marina Marcondes Machado'],['1'],['1'],-99
Vida ou morte para o teatro infantil? Contrapontos,2020,,Português,REVISTA DA FUNDARTE,A2,1519-6569,['Marina Marcondes Machado'],['1'],['1'],-99
Teatralidades na Tenra Infância ou Bolacha recheada na cena contemporânea,2011,,Português,Lamparina: Revista de Ensino do Teatro,C,2177-6121,['Marina Marcondes Machado'],['1'],['1'],-99
