TITLE,YEAR,LANG,EDITORA,AUTHOR,ORDER,ORDER_OK
Diálogos,2005,Português,VAZIO,"['Luciana Monteiro de Castro Silva Dutra', 'Maria Antonieta Pereira']","['1', '2']",['1']
"Cadernos Musicais Brasileiros vol.2 - Canções de Helza Camêu:Llíricas, op. 25 para canto e pian",2012,Português,VAZIO,"['Helza Cameu', 'Manuel Bandeira', 'Luciana Monteiro de Castro Silva Dutra', 'Guida Borghoff']","['1', '2', '3', '4']",['3']
Cadernos Musicais Brasileiros vol.1 - Canções de Alberto Nepomuceno: transcrições,2012,Português,VAZIO,"['Alberto Nepomuceno', 'Aulus Rodrigues', 'Stanlei Levy', 'Celso Faria', 'Flavio Barbeitas', 'Luciana Monteiro de Castro Silva Dutra']","['1', '2', '3', '4', '5', '6']",['6']
Cadernos Musicais Brasileiros vol. 5 - Canções de Arthur Bosmans para canto e piano,2016,Português,VAZIO,"['Arthur Bosmans', 'Luciana Monteiro de Castro Silva Dutra', 'Mauro Chantal', 'Ligia Ishitani']","['1', '2', '3', '4']",['2']
Cadernos Musicais Brasileiros vol.6 A: Sonoridades: peças contemporâneas para piano I,2016,Português,VAZIO,"['Eduardo Campolina', 'Oiliam Lanna', 'Antônio Gilberto de Carvalho', 'João Pedro Oliveira', 'Rogério Vasconcelos Barbos', 'Luciana Monteiro de Castro Silva Dutra', 'Ana Claudia Assis']","['1', '2', '3', '4', '5', '6', '7']",['6']
Cadernos Musicais Brasileiros vol.6 B: Sonoridades: peças contemporâneas para piano II,2016,Português,VAZIO,"['Antônio Gilberto de Carvalho', 'João Pedro Oliveira', 'Oiliam Lanna', 'Rogério Vasconcelos Barbos', 'Luciana Monteiro de Castro Silva Dutra', 'Ana Cláudia Assis']","['1', '2', '3', '4', '5', '6']",['5']
Diálogos Musicais na Pós-graduação: Práticas de Performance n.1,2016,Português,VAZIO,"['Fausto Borém', 'Luciana Monteiro de Castro Silva Dutra']","['1', '2']",['2']
Diálogos Musicais na Pós-graduação: Práticas de Performance n.2,2017,Português,VAZIO,"['Fausto Borém', 'Luciana Monteiro de Castro Silva Dutra']","['1', '2']",['2']
Cadernos Musicais Brasileiros vol.8: Canções de Dinorá de Carvalho para voz e piano,2017,Português,VAZIO,"['Dinorá de Carvalho', 'Flávio Carvalho', 'Luciana Monteiro de Castro Silva Dutra']","['1', '2', '3']",['3']
Diálogos Musicais na Pós-graduação: Práticas de Performance n.3,2018,Português,VAZIO,"['Fausto Borém', 'Luciana Monteiro de Castro Silva Dutra']","['1', '2']",['2']
Diálogos Musicais na Pós-Graduação: Práticas de Performance n.4,2019,Português,VAZIO,"['Luciana Monteiro de Castro Silva Dutra', 'Fausto Borém']","['1', '2']",['1']
Cadernos Musicais Brasileiros vol.9 (online): Canções de Carmen Vasconcellos para canto e piano,2020,Português,VAZIO,"['Luciana Monteiro de Castro Silva Dutra', 'Mauro Chantal']","['1', '2']",['1']
Cadernos Musicais Brasileiros vol.12 Tomo II (online): Piano Contemporâneo Brasileiro em Ituiutaba -Piano Solo II,2020,Português,VAZIO,"['Denise Andrade de Freitas Martins', 'Luciana Monteiro de Castro Silva Dutra']","['1', '2']",['2']
Cadernos Musicais Brasileiros vol.12 Tomo I (online): Piano Contemporâneo Brasileiro em Ituiutaba -Piano Solo I,2020,Português,VAZIO,"['Denise Andrade de Freitas Martins', 'Luciana Monteiro de Castro Silva Dutra']","['1', '2']",['2']
Cadernos Musicais Brasileiros vol.13 Tomo I (online): Piano Contemporâneo Brasileiro em Ituiutaba -Piano a quatro mãos I I,2020,Português,VAZIO,"['Denise Andrade de Freitas Martins', 'Luciana Monteiro de Castro Silva Dutra']","['1', '2']",['2']
Cadernos Musicais Brasileiros vol.13 Tomo II (online): Piano Contemporâneo Brasileiro em Ituiutaba -Piano a quatro mãos II,2020,Português,VAZIO,"['Denise Andrade de Freitas Martins', 'Luciana Monteiro de Castro Silva Dutra']","['1', '2']",['2']
Diálogos Musicais na Pós-graduação: práticas de performance n.6,2021,Português,VAZIO,"['Luciana Monteiro de Castro Silva Dutra', 'Fausto Borém', 'Eduardo Campolina']","['1', '2', '3']",['1']
Cadernos Musicais Brasileiros vol. 3 - Cinq chansons archaïques: harmonizações de Helza Camêu para canto e piano,2014,Português,VAZIO,"['Helza Cameu', 'Luciana Monteiro de Castro Silva Dutra', 'César Nardelli Cambraia']","['1', '2', '3']",['2']
