TITLE,YEAR,LANG,EDITORA,AUTHOR,ORDER,ORDER_OK
Análise do Discurso nos Estudos Organizacionais,2009,Português,VAZIO,"['Alexandre de Pádua Carrieri', 'Luiz Alex Silva Saraiva', 'Thiago Duarte Pimentel', 'Pablo Alexandre Gobira de Souza Ricardo']","['1', '2', '3', '4']",['4']
Jogos e Sociedade: explorando as relações entre vida e jogo,2012,Português,VAZIO,"['Alexandre de Pádua Carrieri', 'Pablo Alexandre Gobira de Souza Ricardo']","['1', '2']",['2']
LADO B[enjamin],2011,Português,VAZIO,"['Pablo Alexandre Gobira de Souza Ricardo', 'Alexandre de Pádua Carrieri', 'Bruno Fabri']","['1', '2', '3']",['1']
Configurações do pós-digital: arte e cultura tecnológicas,2017,Português,VAZIO,"['Pablo Alexandre Gobira de Souza Ricardo', 'Tadeus Mucelli']","['1', '2']",['1']
"Refletindo sobre a cultura: política cultural, memória e universidade",2017,Português,VAZIO,"['Pablo Alexandre Gobira de Souza Ricardo', 'Marco Paulo Rolla', 'Yuri Simon', 'Flávia Lemos']","['1', '2', '3', '4']",['1']
"Percursos contemporâneos: realidades da arte, ciência e tecnologia",2018,Português,VAZIO,['Pablo Alexandre Gobira de Souza Ricardo'],['1'],['1']
"Múltiplas interfaces: livros digitais, criação artística e reflexões contemporâneas",2018,Português,VAZIO,"['Rogério Barbosa da Silva', 'Pablo Alexandre Gobira de Souza Ricardo', 'Francisco Marinho']","['1', '2', '3']",['2']
Anais do 4º Seminário de Artes Digitais: Recorrências e Hibridações,2018,Português,VAZIO,['Pablo Alexandre Gobira de Souza Ricardo'],['1'],['1']
A memória do digital e outras questões das artes e museologia,2019,Português,VAZIO,['Pablo Alexandre Gobira de Souza Ricardo'],['1'],['1']
Anais do 5º Seminário de Artes Digitais: Projeções e memória da arte,2019,Português,VAZIO,['Pablo Alexandre Gobira de Souza Ricardo'],['1'],['1']
"Relações entre arte, ciência e tecnologia: tendências criativas contemporâneas",2021,Português,VAZIO,"['Pablo Alexandre Gobira de Souza Ricardo', 'Raúl Niño Bernal']","['1', '2']",['1']
Jogos digitais: suas realidades lúdicas e múltiplas,2021,Português,VAZIO,"['Pablo Alexandre Gobira de Souza Ricardo', 'Lucia Santaella']","['1', '2']",['1']
"Anais do 6º Congresso internacional de arte, ciência e tecnologia: Seminário de Artes Digitais",2021,Português,VAZIO,['Pablo Alexandre Gobira de Souza Ricardo'],['1'],['1']
Anais do VII Simpósio   Nacional e III Simpósio Internacional   de Literatura e Informática,2014,Português,VAZIO,"['Rogério Barbosa da Silva', 'Pablo Alexandre Gobira de Souza Ricardo']","['1', '2']",['2']
