ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
2582613400358249,Stela Regina Fischer,Fischer,"FISCHER, Stela;FISCHER, STELA",Rancharia,SP,"Pós-doutora em Artes da Cena na Universidade Estadual de Campinas (2020); Doutora em Artes Cênicas pela Universidade de São Paulo (2017); Mestre em Artes (Teatro) pela Universidade Estadual de Campinas (2003); Graduada em Artes Cênicas pela Faculdade de Artes do Paraná, com Habilitação em Interpretação Teatral (1998) e Direção Teatral (2000). Sua tese de doutorado &amp;quot;Mulheres, performance e &amp;#10; ativismo: a ressignificação dos discursos feministas na cena latino-americana&amp;quot; recebeu o Prêmio Capes de Tese - Edição 2018, como melhor tese em Artes. Autora do livro Processo Colaborativo e experiências de companhias teatrais brasileiras, pela Editora Hucitec. Atualmente é docente do curso de Graduação em Artes Cênicas da Universidade Estadual do Paraná UNESPAR/FAP), nas disciplinas de História do Teatro (mundial e brasileiro) e Laboratório de Montagem IV. É professora colaboradora do Programa de Pós-Graduação em Artes Cênicas da Universidade Federal de Ouro Preto (UFOP). Também é docente do Centro Universitário Belas Artes de São Paulo, no Curso de Artes Cênicas, Artes Visuais e Comunicação Social (Habilitação em Rádio e TV) e Pós-graduação em História das Artes. Foi docente do curso de graduação em Teatro do Instituto de Artes da UNESP (Universidade Estadual Paulista), do Curso Técnico em Arte Dramática do SENAC/SP e do Centro de Formação do Ator Globe-SP.  É fundadora e integrante do Coletivo Rubro Obsceno, na cidade de São Paulo, no qual vem realizando projetos artísticos e sociais sob a perspectiva de uma cena com ênfase nos feminismos e nos estudos de gênero, com diferentes grupos de mulheres.",21-06-2022,Centro Universitário Belas Artes de São Paulo,https://orcid.org/0000-0002-6140-7563
