ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
5171993076380836,Carlos Henrique Rezende Falci,Falci,"FALCI, C. H. R.;FALCI, Carlos Henrique Rezende;FALCI, Carlos Henrique",Belo Horizonte,MG,"Professor Associado II da Universidade Federal de Minas Gerais, atuando no programa de Pós-Graduação em Artes e no curso de Cinema de Animação e Arte Digital. Atualmente atua em projetos de pesquisa e extensão, entre os quais: projeto de pesquisa e extensão que investiga a relação entre memória e paisagem, financiado pela Pró-Reitoria de Extensão da UFMG e pela Rede de Museus da UFMG; projeto de extensão financiado pelo Programa do Artesanato Brasileiro, coordenando a Equipe de Estudos e Pesquisa responsável por elaborar o Diagnóstico do Artesanato Brasileiro. Coordenou vários projetos de pesquisa relacionados à discussão sobre lugares imaginários e memória, com financiamento do CNPq e da FAPEMIG, entre os quais se destacam:  &amp;quot;Lugares imaginários: a criação de memórias sobre espaços urbanos a partir da relação entre cinema de animação e mídias móveis&amp;quot;, pela FAPEMIG e CNPq, iniciados em 2013 e 2015, e finalizados em 2018; &amp;quot;Poéticas e políticas da memória em ambientes programáveis: a criação de memórias com uso de metadados&amp;quot;, com financiamento do CNPq, finalizado em 2013.  &amp;#10;&amp;#10;Doutor em Literatura pela Universidade Federal de Santa Catarina, com a tese &amp;quot;Condições para a produção de cibernarrativas a partir do conceito de imersão&amp;quot; (2007). Mestre em Ciências da Informação pela Universidade Federal de Minas Gerais (1997). Graduação em Comunicação Social - Publicidade e Propaganda pela Universidade Federal de Minas Gerais (1993).",24-01-2022,Universidade Federal de Minas Gerais,
