ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
5589268218426587,Fausto Borém,Borém,"BORÉM, Fausto;BORÉM, FAUSTO",Belo Horizonte,MG,"Fausto Borém defendeu o Doctor of Musical Arts (University of Georgia, EUA, 1993), o Master of Arts (University of Iowa, EUA, 1990) e o Bacharelado em Música (Universidade Federal de Minas Gerais, 1987). &amp;#10;&amp;#10;Prof. Titular da Escola de Música da UFMG onde ensina Contrabaixo, Música de Câmara, Práticas de Performance, Pesquisa em Música, Análise Musical, Didática da Cordas Fricionadas.&amp;#10;&amp;#10;Pesquisador do CNPq desde 1994, Coordena os Grupos de Pesquisa ECAPMUS (Estudos em Controle e Aprendizagem Motora na Performance Musical) e PPPMUS (&amp;quot;Pérolas&amp;quot; e &amp;quot;Pepinos&amp;quot; da Performance Musical).&amp;#10;  &amp;#10;Editor Fundador da Revista Per Musi (Qualis A1 na CAPEs e indexada no SciELO), idealizou e implantou o Mestrado em Música na UFMG.&amp;#10;&amp;#10;Organizador e Idealizador do 1º SNNPPM em 2000 (Seminário Nacional de Pesquisa em Performance Musical), o 4º Encontro Internacional de Contrabaixistas (1996), o 2º Concurso Nacional de Composição para Contrabaixo (1996) e o 4º Concurso Internacional de Composição para Contrabaixo (2005). Coordenou duas vezes o Projeto Artista Visitante da UFMG com a Oficina UAKTI (1994) e a Oficina de Luteria de Contrabaixos para Crianças (2002). &amp;#10;   &amp;#10;Prêmios e destaques:&amp;#10;- 2021 ISB (International Society of Bassists) Gary Karr 80-to-90 Project (Nebraska University, EUA)&amp;#10;- 2019 ISB (International Society of Bassists) Research Grand Prize (Indiana Univeristy, EUA)&amp;#10;- 2013 ISB (International Society of Bassists) Research Honor Prize (Eastman School of Music, EUA) &amp;#10;&amp;#10;-  Escreveu e estreou a obra ?Não Atire o Pau no gato? como solista e ator à frente da &amp;#10;Orquestra Filarmônica de Minas Gerais. &amp;#10;-  1°Lugar no Concurso para Professor Titular da UFMG com nota máxima em todas as provas &amp;#10;(Belo Horizonte, 2011).&amp;#10;- Prêmio ?Diapason D?Or do Brasil? como contrabaixista do CD do 17º Festival Internacional de &amp;#10;Música Colonial Brasileira e Música Antiga (&amp;quot;Sinfonia 34? e ?Sinfonia 38&amp;quot; de W. A. Mozart; &amp;quot;Abertura em Ré Maior&amp;quot; do Padre J. D. de Castro Lobo (Revista Diapason do Brasil, 2006)&amp;#10;-  5 CDs gravados com Luis Otávio Santos e a Orquestra Barroca do Festival Internacional de &amp;#10;Juiz de Fora (2005 a 2009).&amp;#10;-  3º Lugar no ?III Concurso Nacional de Composição para Contrabaixo? com o trio &amp;quot;Uma&amp;#10;Didática da Invenção&amp;quot; (Goiânia, Universidade Federal de Goiás, 2000. &amp;#10;-  ?University of Georgia Director´s Award? (Athens, Georgia, EUA, 1992). &amp;#10;-  ?University of Georgia Graduate Teaching Award? (Athens, Georgia, EUA, 1993). &amp;#10;-  3º Lugar no 1º Concurso Nacional de Análise Musical (Revista Cadernos de Análise Musical, &amp;#10;São Paulo, 1995). &amp;#10;- 1° Lugar no Concurso para Solistas do Teatro Mvnicipal de São Paulo (São Paulo, 1997).&amp;#10;- 1° Lugar no Jan Fowler Cross Scholarship Competition (Athens, Georgia, EUA, 1991).&amp;#10;- Selecionado como compositor e solista para a 16ª Bienal de Música Contemporânea &amp;#10;Brasileira (Rio de Janeiro, 2005). &amp;#10;&amp;#10;Recitais com solista nos EUA: 2017 no Ithaca College, 2015 na Colorado State University, 2013 na Eastman School of Music, 2011 na San Francisco State University, 2009 na Penn State University, 2007 na Oklahoma City University, 2005 na University of Western Michigan , 2001 na Butler University, Indiana, em 2011 na Oklahoma City University,1999 na University of Iowa, 1997 Rice University in Houston, 1995 na Indiana University, 1993 em Interlochen. &amp;#10;&amp;#10;Recitais como solista na Europa: Berlim em 2010, Paris e Londres em 2008, Sherborne e Londres em 2004, Edimburgo em 1998, Avignon em 1994. &amp;#10;&amp;#10;Como músico de orquestra, foi 1º Contrabaixista da Orquestra do Teatro Mvnicipal de São Paulo e 1º Contrabaixista da Orquestra Sinfônica de Minas Gerais, Contrabaixista de naipe da Charleston Symphony (EUA), Augusta Symphony (EUA) e Savannah Symphony (EUA). &amp;#10;&amp;#10;Concertos como acompanhador: tocou com Yo-Yo Ma, Midori, Menahen Pressler, Henry Mancini, Yoel Levi, Arnaldo Cohen na música erudita; com Luis Otávio Santos, Iara Fricke Matte e Orquestra barroca do Amaz",19-07-2022,Universidade Federal de Minas Gerais,https://orcid.org/0000-0002-4769-106X
