PROJ,YEAR_INI,YEAR_FIN,NATUREZA,INTEGRANTES,COORDENA
Análise Estética da Cidade Adminstrativa de Belo Horizonte,2009,2010,PESQUISA,"['Rodrigo Vivas Andrade', 'Silas Aguiar']","['SIM', 'NAO']"
Os Salões de Arte da Prefeitura de Belo Horizonte e o perfil da coleção do Museu de Arte da Pampulha,2012,2020,PESQUISA,"['Rodrigo Vivas Andrade', 'Márcia Georgina de Assis', 'Leíner Emanuella de Carvalho Hoki', 'Nelyane Gonçalves', 'Ana Luiza Neves', 'Gisele Guedes']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
História da Arte no Brasil: questões teórico-metodológicas,2013,ATUAL,PESQUISA,"['Rodrigo Vivas Andrade', 'Leíner Emanuella de Carvalho Hoki', 'Nelyane Gonçalves', 'Gisele Guedes', ""Joana D'Arc de Jesus Alves""]","['SIM', 'NAO', 'NAO', 'NAO', 'NAO']"
Critérios artísticos na era da desmaterialização da obra de arte,2013,2017,PESQUISA,"['Rodrigo Vivas Andrade', 'Leíner Emanuella de Carvalho Hoki', 'Gisele Guedes', ""Joana D'Arc de Jesus Alves""]","['SIM', 'NAO', 'NAO', 'NAO']"
Curadoria do Museu de Arte da Pampulha - Museu Revelado,2013,2013,EXTENSAO,"['Rodrigo Vivas Andrade', 'Nelyane Gonçalves', 'Gisele Guedes', ""Joana D'Arc de Jesus Alves""]","['SIM', 'NAO', 'NAO', 'NAO']"
Programa Visualidade e Memória: o Centro Cultural UFMG,2014,2018,EXTENSAO,['Rodrigo Vivas Andrade'],['SIM']
Acervo Festival de Inverno da UFMG,2018,2019,EXTENSAO,"['Rodrigo Vivas Andrade', 'DINA MARQUES PEREIRA ARAUJO']","['SIM', 'NAO']"
Protocolos para documentação e gestão do Acervo Artístico da UFMG: implantação de um sistema de informação,2018,2019,EXTENSAO,"['Rodrigo Vivas Andrade', 'ANA MARTINS PANISSET']","['SIM', 'NAO']"
CULTURA UFMG - Programa de formação de produtores e divulgadores culturais,2018,2019,EXTENSAO,['Rodrigo Vivas Andrade'],['SIM']
Crítica de Arte Brasileira - Fontes de Pesquisa,2021,ATUAL,PESQUISA,"['Rodrigo Vivas Andrade', 'Gabriela Miranda', 'Isabella Mendes Sammarco', 'Maximiliano Henrique Barbosa.']","['SIM', 'NAO', 'NAO', 'NAO']"
Memória das Artes Visuais em Belo Horizonte - Curadoria do Palácio das Artes,2013,ATUAL,EXTENSAO,"['Rodrigo Vivas Andrade', 'Gisele Guedes', ""Joana D'Arc de Jesus Alves"", 'Artur Bicalho']","['SIM', 'NAO', 'NAO', 'NAO']"
Centro de Memória Usiminas - Curadoria,2021,ATUAL,PESQUISA,"['Rodrigo Vivas Andrade', 'Gabriela Miranda', 'Isabella Mendes Sammarco']","['SIM', 'NAO', 'NAO']"
