INSTITUTION,YEAR_INI,YEAR_FIN,MONTH_INI,MONTH_FIN,COURSE,TYPE,DISC
Universidade Federal de Minas Gerais,1993,06,06,06,,ENSINO-MEDIO,"['História do Teatro I, II, III, IV', 'Literatura Dramática I, II, III, IV', 'Teatro e Literatura Dramática do Brasil']"
Universidade Federal de Minas Gerais,1994,07,07,07,,ENSINO-MEDIO,['Coordenação de Estágio Profissionalizante - Montagem Teatral']
Universidade Federal de Minas Gerais,1996,12,12,12,,ENSINO-MEDIO,['Coordenação de Estágio Profissionalizante - Montagem Teatral']
Universidade Federal de Minas Gerais,2002,12,12,12,Artes Cênicas,GRADUACAO,"['Interpretação III', 'Tópicos em Teatro - Ação Física e Performance', 'Tópicos em Teatro - Grotowski: uma Trajetória']"
Universidade Federal de Minas Gerais,2003,7,7,7,Artes Cênicas,GRADUACAO,"['Interpretação I', 'Tópicos em Teatro: Ação Física e Performance']"
Universidade Federal de Minas Gerais,2003,12,12,12,Artes Cênicas,GRADUACAO,['Laboratório de Montagem Teatral']
Universidade Federal de Minas Gerais,2004,7,7,7,Artes Cênicas,GRADUACAO,"['Interpretação III', 'Tópicos em Teatro A', 'Tópicos: Manutenção de Espetáculo de Formatura (Lírios)']"
Universidade Federal de Minas Gerais,2004,12,12,12,Artes Cênicas,GRADUACAO,"['Interpretação III', 'Prática de Ensino: Fundamentos de Direção Teatral I']"
Universidade Federal de Minas Gerais,2004,7,7,7,Artes,POS-GRADUACAO,['Tópicos: Criação e Pesquisa no Teatro Brasileiro Contemporâneo (Mestrado em Artes Visuais)']
Universidade Federal de Minas Gerais,2005,12,12,12,Artes Cênicas,GRADUACAO,['Interpretação I']
Universidade Federal de Minas Gerais,2005,7,7,7,Estudos Literários,POS-GRADUACAO,['Teatro Latino-Americano (Mestrado em Estudos Literários)']
Universidade Federal de Minas Gerais,2005,12,12,12,Artes,POS-GRADUACAO,['Tópicos: Artes Cênicas - Teorias e Práticas na Contemporaneidade']
Universidade Federal de Minas Gerais,2005,7,7,7,Artes Cênicas,GRADUACAO,"['Interpretação  III', 'Teorias da Interpretação']"
Universidade Federal de Minas Gerais,2006,07,07,07,Artes,POS-GRADUACAO,['Disciplina criada: Artes Cênicas - teorias e práticas na contemporaneidade']
Universidade Federal de Minas Gerais,2006,07,07,07,Artes,POS-GRADUACAO,['Disciplina criada: Processos de criação em Artes Cênicas']
Universidade Federal de Minas Gerais,2006,12,12,12,Artes Cênicas,GRADUACAO,['Trabalho de Conclusão de Curso']
Universidade Federal de Minas Gerais,2006,07,07,07,Artes Cênicas,GRADUACAO,['Laboratório de Montagem Teatral']
Universidade Federal de Minas Gerais,2006,12,12,12,Artes,POS-GRADUACAO,['Tópicos: Artes Cênicas-Teorias e Práticas na Contemporaneidade (Mestrado em Artes Visuais)']
Universidade do Estado de Minas Gerais,2007,5,5,5,Ensino e pesquisa no campo da arte e da cultura,ESPECIALIZACAO,['História das Artes Cênicas']
Pontifícia Universidade Católica de Minas Gerais,2007,06,06,06,Cultura Produção e Crítica,ESPECIALIZACAO,['Crítica em Artes Cênicas']
Universidade Federal de Minas Gerais,2007,12,12,12,Artes,POS-GRADUACAO,['Artes Cênicas: Teorias e Práticas na Contemporaneidade']
Universidade Federal de Minas Gerais,2007,,ATUAL,ATUAL,Teatro,GRADUACAO,['Atuação C']
Universidade Federal de Minas Gerais,2007,07,07,07,Teatro,GRADUACAO,"['Trabalho de Conclusão de Curso', 'Interpretação III']"
Pontifícia Universidade Católica de Minas Gerais,2008,06,06,06,Cultura Produção e Crítica,ESPECIALIZACAO,['Crítica em Artes Cênicas']
Universidade Federal de Minas Gerais,2008,,ATUAL,ATUAL,Teatro,GRADUACAO,['Atuação Cênica C']
Universidade Federal de Minas Gerais,2008,12,12,12,Artes,POS-GRADUACAO,['Criação Disciplina de Doutorado Tópicos Especiais em Artes IV: Seminários avançados em Artes Cênicas']
Universidade do Estado de Minas Gerais,2008,05,05,05,Ensino e pesquisa no campo da arte e da cultura,ESPECIALIZACAO,['História das Artes Cênicas']
Universidad Nacional de Tucumán,2010,12,12,12,Artes,ESPECIALIZACAO,['Criação e pesquisa na universidade e no teatro brasileiro contemporâneo']
Universidade Federal de Minas Gerais,2010,12,12,12,Artes,POS-GRADUACAO,['Artes cênicas: teorias e práticas']
Instituto Federal do Ceará - Reitoria,2010,11,11,11,Doutorado em Artes - DINTER/UFMG,POS-GRADUACAO,['Pesquisa em Artes']
Universidade Federal de Minas Gerais,2011,04,04,04,Teatro,GRADUACAO,['Atuação Cênica C']
Universidade Federal de Minas Gerais,2012,12,12,12,Artes,POS-GRADUACAO,['Artes Cênicas: teorias e práticas na contemporaneidade']
Universidade Federal de Minas Gerais,2012,12,12,12,Teatro,GRADUACAO,['Pesquisa em Artes Cênicas']
Universidade Federal de Minas Gerais,2016,5,5,5,Artes,POS-GRADUACAO,['Seminário de Projetos - Doutorado Interinstitucional UFMG/UFPA']
