TITLE,YEAR,DOI,LANG,JOURNAL,QUALIS,ISSN,AUTHOR,ORDER,ORDER_OK,JCR
A Música Didáctica Setecentista na Biblioteca do Palácio Ducal de Vila Viçosa,2013,,Português,Música Hodie,A1,1676-3939,"['Edite Maria Oliveira da Rocha', 'Mário Marques Trilha']","['1', '2']",['1'],-99
Obras e Flores de Música: Contribuições para um Estudo Comparativo,2012,,Português,Revista de Musicología,XX,0210-1459,['Edite Maria Oliveira da Rocha'],['1'],['1'],-99
"La registration dans les ?Jogos de versos? du Libro de Cyfra (Bibliothèque Municipale de Porto, MM 42)",2007,,Francês,In Organo Pleno: Feschrift Für Jean-Claude Zehnder Zum 65. Geburtstag,XX,1012-8441,['Edite Maria Oliveira da Rocha'],['1'],['1'],-99
Acervo Curt Lange - UFMG: Considerações sobre a descrição da informação,2015,,Português,Modus - Revista da Escola de Música da UEMG,XX,2446-6344,"['Amanda Pamela dos Santos Gomes', 'Edite Maria Oliveira da Rocha']","['1', '2']",['2'],-99
"Análise espectral das variações no timbre da flauta transversal, a partir da execução de um saxofonista",2015,,Português,Modus - Revista da Escola de Música da UEMG,XX,2446-6344,"['Marcelo das Dores Pereira', 'Wagno Macedo Gomes', 'Edite Maria Oliveira da Rocha', 'Maurício Freire Garcia']","['1', '2', '3', '4']",['3'],-99
O Youtube como ferramenta tecnológica na Pesquisa  em Música,2015,,Português,Modus - Revista da Escola de Música da UEMG,XX,2446-6344,"['Gláucia Aparecida Furtado de Araújo', 'Daniela Rocha de Oliveira', 'Edite Maria Oliveira da Rocha']","['1', '2', '3']",['3'],-99
"O ritual de encomendação das almas nos povoados rurais do município de, em Minas Gerais: Crise, renitência, memória, preservação e salvaguarda",2018,,Português,Revista Desenredos,A2,2175-3903,"['Vinicius Eufrásio de Oliveira', 'Fernando Lacerda Simões Duarte', 'Edite Maria Oliveira da Rocha']","['1', '2', '3']",['3'],-99
?Pedir pras Almas?: práticas de sufrágio e cantoria na memória de cidadãos claudienses,2019,,Português,REVISTA BRASILEIRA DE HISTÓRIA DAS RELIGIÕES,A2,1983-2850,"['Edite Maria Oliveira da Rocha', 'Vinicius Eufrásio de Oliveira']","['1', '2']",['1'],-99
Frei José de Santa Cecília: um estudo da atividade musical do religioso sancristovense a partir a partir de fontes hemerográficas e documentais,2020,,Português,REVISTA DO INSTITUTO HISTÓRICO E GEOGRÁFICO DE SERGIPE,A4,1981-7347,"['Thaís Rabelo', 'Edite Maria Oliveira da Rocha', 'Fernando Lacerda Simões Duarte']","['1', '2', '3']",['2'],-99
Processos de quantificação  na identidade vocal: o caso de Amin Feres,2015,,Português,Modus - Revista da Escola de Música da UEMG,XX,2446-6344,"['Sérgio Anderson de Moura Miranda', 'Ana Carolina Malaquias', 'Edite Maria Oliveira da Rocha']","['1', '2', '3']",['3'],-99
