ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
8730308777713520,José Henrique Padovani Velloso,Velloso,"PADOVANI, José H.;VELLOSO, José H. P.",São Paulo,SP,"José Henrique Padovani é Professor Adjunto do Departamento de Teoria Geral da Música (área: Composição) na Escola de Música da UFMG, onde atua também como docente permanente do Programa de Pós-Graduação em Música (linhas: &amp;quot;Processos Analíticos e Criativos&amp;quot; e &amp;quot;Sonologia&amp;quot;) e como diretor do Centro de Pesquisa&amp;#10;em Música Contemporânea. Atua, ainda, como docente colaborador do Programa de Pós-Graduação em Música do Instituto de Artes da Unicamp e como pesquisador colaborador do Núcleo&amp;#10;Interdisciplinar de Comunicação Sonora (NICS) da Unicamp. &amp;#10;Foi professor efetivo do Departamento de Música da UFPB (2012-2016) e do Departamento de Música do Instituto de Artes da Unicamp (2016-2017).&amp;#10;É bacharel em Música (Composição) pela Escola de Música da UFMG (2006), e Mestre (2009) e Doutor (2013) em Música (Processos Criativos) pelo Instituto de Artes da Unicamp. &amp;#10;Suas peças foram realizadas e premiadas, no Brasil e no exterior, por grupos como a Orquestra Filarmônica de Minas Gerais, L'Arsenale, The Arditti Quartet, Ostravská Banda, Orquestra Sinfônica da Unicamp, Orquestra Sinfônica da UFPB, Camerata Aberta, e Sinfonieorchester der Musikhochschule für Musik und Theater Hamburg.",13-05-2022,Universidade Federal de Minas Gerais,https://orcid.org/0000-0002-8919-7393
