INSTITUTION,YEAR_INI,YEAR_FIN,MONTH_INI,MONTH_FIN,COURSE,TYPE,DISC
Universidad Latinoamericana y del Caribe,2011,12,12,12,Doutorado em Patrimônio Cultural,POS-GRADUACAO,"['Patrimonio edificado en América Latina; Aculturación, Transculturación e Interculturación; Patrimonio Cultural']"
