INSTITUTION,YEAR_INI,YEAR_FIN,MONTH_INI,MONTH_FIN,COURSE,TYPE,DISC
Prefeitura Municipal de Barbacena,1999,12,12,12,,ENSINO-FUNDAMENTAL,['Educação artística']
Universidade Presidente Antônio Carlos,2001,08,08,08,Pedagogia,GRADUACAO,"['Corporeidade e Ludicidade', 'Fundamentos, Metodologias do Ensino de Arte e Cutura']"
Universidade Presidente Antônio Carlos,2001,08,08,08,Psicologia,GRADUACAO,['Sociologia Geral']
Universidade Presidente Antônio Carlos,2001,08,08,08,Comunicação Social,GRADUACAO,"['Métodos e Técnicas de Pesquisa', 'Sociologia e Comunicação']"
Universidade Presidente Antônio Carlos,2004,12,12,12,Letras,GRADUACAO,['Teatro e Educação']
Universidade Presidente Antônio Carlos,2005,06,06,06,Psicomotricidade e Educação,ESPECIALIZACAO,"['Orientação para a pesquisa', 'Métodos e Técnicas de Pesquisa']"
Universidade do Estado de Minas Gerais,2005,08,08,08,Normal Superior,GRADUACAO,"['Arte e Cultura', 'Métodos e Técnicas de Pesquisa']"
Universidade do Estado de Minas Gerais,2008,08,08,08,Pedagogia,GRADUACAO,['Métodos e Técnicas de Pesquisa']
Universidade Federal de São João Del-Rei,2010,,ATUAL,ATUAL,Teatro,GRADUACAO,['Disciplinas de Licenciatura']
Universidade Federal de São João Del-Rei,2013,08,08,08,Teoria Literaria e Critica da Cultura,POS-GRADUACAO,['SEMINÁRIO DE TEORIAS DA CULTURA: Walter Benjamin e a obra das ?Passagens?']
