PROJ,YEAR_INI,YEAR_FIN,NATUREZA,INTEGRANTES,COORDENA
Texto como utopia de cena- A Morta em decomposição,1999,2001,PESQUISA,['Maria Beatriz Braga Mendonça'],['SIM']
Grupo de Pesquisa-Prática em Atuação/GRUPA-UFMG,2000,2004,PESQUISA,['Maria Beatriz Braga Mendonça'],['SIM']
Entrelugares da interpretação cênica (fase I): estudos de modos de composição e potencialidades de transmissão.,2010,2011,PESQUISA,['Maria Beatriz Braga Mendonça'],['SIM']
Étienne Decroux e a artesania de ator,2006,2010,PESQUISA,['Maria Beatriz Braga Mendonça'],['SIM']
Laboratório de atuação (fase I),2011,2012,PESQUISA,"['Maria Beatriz Braga Mendonça', 'Lucas Fabrício Silva Araújo', 'Michelle Sabrina Silva']","['SIM', 'NAO', 'NAO']"
Entrelugares da interpretação cênica (fase II): o ato criativo e de percepção na arte de ator por meio da improvisação não verbal (Jogos com bastões e Mímica Corporal Dramática),2011,2013,PESQUISA,"['Maria Beatriz Braga Mendonça', 'Paulo Henrique de Oliveira', 'Emanuelle Pessoa', 'Maria Tereza Gandra', 'Diego Poça dos Santos']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO']"
LAPA (fase I),2013,2014,PESQUISA,"['Maria Beatriz Braga Mendonça', 'Raphaela da Silva Ramos Fernandes', 'Dinalva Andrade Martins', 'Talitha de Castro Mendonça Mesquita', 'Marina Braga Campos', 'Paulo Henrique de Oliveira']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
"Laboratório de pesquisa em atuação (LAPA):  Teatro físico, mascaramento e a interpretação teatral performativa",2018,ATUAL,PESQUISA,"['Maria Beatriz Braga Mendonça', 'Alexandre Correa', 'MATHEUS SILVA', 'GABRIELA SERPA CHIARI', 'ADRIANA MARIA CRUZ DOS SANTOS', 'EDSON FERNANDO SANTOS DA SILVA', 'PATRICIA MARA DE MIRANDA PINHEIRO', 'Sirley Terezinha Alaniz', 'Melissa dos Santos Lopes', 'Toninho Macedo']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
Teatralização infantil,1995,1997,EXTENSAO,['Maria Beatriz Braga Mendonça'],['SIM']
Interpretação teatral performativa entre a cena física e o mascaramento,2021,ATUAL,PESQUISA,"['Maria Beatriz Braga Mendonça', 'Alexandre Brum Correa']","['SIM', 'NAO']"
Grupo de Pesquisa LAPA - Laboratório de Pesquisa em Atuação Cênica,2003,ATUAL,OUTRA,"['Maria Beatriz Braga Mendonça', 'Alexandre Brum Correa', 'GABRIELA SERPA CHIARI', 'PATRICIA MARA DE MIRANDA PINHEIRO', 'Melissa dos Santos Lopes', 'Cláudia Muller Sachs', 'Paulo José Baeta Pereira']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
LAPA Lab: Cena Física e mascaramento,2021,ATUAL,EXTENSAO,"['Maria Beatriz Braga Mendonça', 'Alexandre Brum Correa']","['SIM', 'NAO']"
Cena e bem estar: mapeamento e processo criativo a partir da atuação mascarada em Minas Gerais,2022,ATUAL,PESQUISA,['Maria Beatriz Braga Mendonça'],['SIM']
Psicodramaturgia e teatro comunitário,1992,1993,PESQUISA,['Maria Beatriz Braga Mendonça'],['SIM']
LAPA (fase II): teatro como jogo entre outros e entrelugares. Em busca de um glossário interdisciplinar.,2015,2017,PESQUISA,"['Maria Beatriz Braga Mendonça', 'Ana Carolina Monteiro Costa', 'Lourival Reis Junior', 'Ester França Monteiro de Barros', 'PINHEIRO, PATRÍCIA MIRANDA']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO']"
"Atuação performativa e corporeidade: cartografia das experiências de Étienne Decroux nos Estados Unidos da América e ressonâncias nas práticas de seus discípulos norte-americanos (Thomas Leabhart, Corinne Soum e Steven Wasson-EUA)",2018,2019,PESQUISA,"['Maria Beatriz Braga Mendonça', 'Alexandre Correa']","['SIM', 'NAO']"
