TITLE,YEAR,DOI,LANG,JOURNAL,QUALIS,ISSN,AUTHOR,ORDER,ORDER_OK,JCR
Dramaturgia em Processo: o teatro colaborativo e a renovação da escritura cênica nacional,2002,,Português,Cadernos de Pós-Graduação,XX,1516-0793,['Stela Regina Fischer'],['1'],['1'],-99
"Cidade, corpo e performance nas Américas:  subjetividades como zonas de confronto",2014,10.11606/issn.2238-3867,Português,Sala Preta (USP),XX,1519-5279,"['Elisabeth Lopes Silva', 'Stela Regina Fischer']","['1', '2']",['2'],-99
Fortaleza de la Mujer Maya (FOMMA): O TEATRO COMO EMPODERAMENTO DE MULHERES INDÍGENAS,2014,,Português,Lamparina: Revista de Ensino do Teatro,C,2177-6121,['Stela Regina Fischer'],['1'],['1'],-99
"GÊNERO, MULHERES ARTISTAS DE TEATRO E A  EXPERIÊNCIA DO COLETIVO RUBRO OBSCENO",2014,,Português,ILINX - Revista do LUME,C,2316-8366,['Stela Regina Fischer'],['1'],['1'],-99
Cena e feminismos decoloniais latino-americanos: subjetividades como zonas de confronto,2016,,Português,SUBTEXTO (BELO HORIZONTE),C,1807-5959,['Stela Regina Fischer'],['1'],['1'],-99
POR QUE FAZEMOS PERFORMANCE E ATIVISMO FEMINISTA?,2017,10.5216/ac.v3i1.46166,Português,REVISTA ARTE DA CENA,B1,2358-6060,['Stela Regina Fischer'],['1'],['1'],-99
"GÊNERO, MULHERES ARTISTAS DE TEATRO E A EXPERIÊNCIA DO COLETIVO RUBRO OBSCENO",2014,,Português,Revista Belas Artes,C,2176-6479,['Stela Regina Fischer'],['1'],['1'],-99
"[Des]velhecer, uma reflexão sensório-cênica sobre a mulher e o envelhecimento",2018,10.11606/issn.2238-3999.v8i1p130-144,Português,REVISTA ASPAS,B1,2238-3999,"['Stela Regina Fischer', 'Leticia Olivares']","['1', '2']",['1'],-99
A crescente disseminação dos estudos feministas na pesquisa em Artes Cênicas e suas contribuições para a criação de ações disruptivas institucionais,2018,10.5965/1414573103332018296,Português,Urdimento (UDESC),A1,1414-5731,['Stela Regina Fischer'],['1'],['1'],-99
GIRADRAMATÚRGICA: PROCESSOS CRIATIVOS EM DRAMATURGIA NEGRA,2021,,Português,Revista Científica/FAP (Curitiba. Online),XX,1980-5071,"['Carlos Mendonça Filho', 'Stela Regina Fischer']","['1', '2']",['2'],-99
