INSTITUTION,YEAR_INI,YEAR_FIN,MONTH_INI,MONTH_FIN,COURSE,TYPE,DISC
Fundação Cultural de Belo Horizonte,2001,7,7,7,Historia,GRADUACAO,"['Organização do Espaco Mundial', 'Estágio Supervisionado']"
Pontifícia Universidade Católica de Minas Gerais,2002,,ATUAL,ATUAL,Comunicao,GRADUACAO,"['Estetica e cultura de massas', 'Historia da Arte']"
Pontifícia Universidade Católica de Minas Gerais,2002,07,07,07,Comunicação Social - Publicidade e Propaganda,GRADUACAO,"['HIstória da Arte', 'Estética e Cultura de Massas']"
Pontifícia Universidade Católica de Minas Gerais,2003,07,07,07,Comunicação Social - Publicidade e Propaganda,GRADUACAO,"['Estética e Cultura de Massas', 'História da Arte']"
Pontifícia Universidade Católica de Minas Gerais,2003,12,12,12,Comunicação Social - Publicidade e Propaganda,GRADUACAO,"['Estética', 'História da Arte']"
Puc São Gabriel,2003,12,12,12,Comunicação,GRADUACAO,['Estética']
Puc São Gabriel,2003,08,08,08,Comunicação,GRADUACAO,['Estética']
Puc São Gabriel,2003,,ATUAL,ATUAL,Comunicação,GRADUACAO,['Estética']
Puc São Gabriel,2004,08,08,08,Comunicação,GRADUACAO,['Estética']
Puc São Gabriel,2004,12,12,12,Comunicação,GRADUACAO,['Estética']
Pontifícia Universidade Católica de Minas Gerais,2004,08,08,08,Comunicação Social - Publicidade e Propaganda,GRADUACAO,"['Estética', 'História da Arte']"
Pontifícia Universidade Católica de Minas Gerais,2004,12,12,12,Comunicação Social - Publicidade e Propaganda,GRADUACAO,"['Estética', 'História da Arte']"
Pontifícia Universidade Católica de Minas Gerais,2004,08,08,08,Comunicação Social - Publicidade e Propaganda,GRADUACAO,"['História da Arte', 'Estética']"
Puc São Gabriel,2005,08,08,08,Comunicação,GRADUACAO,['Estética']
Puc São Gabriel,2005,12,12,12,Comunicação,GRADUACAO,['Estética']
Pontifícia Universidade Católica de Minas Gerais,2005,08,08,08,Comunicação Social - Publicidade e Propaganda,GRADUACAO,"['Estética', 'História da Arte']"
Pontifícia Universidade Católica de Minas Gerais,2006,12,12,12,Comunicação Social - Publicidade e Propaganda,GRADUACAO,"['História da Arte', 'Estética']"
Puc São Gabriel,2006,12,12,12,Comunicação,GRADUACAO,['Estética']
Puc São Gabriel,2006,08,08,08,Comunicação,GRADUACAO,['Estética']
Pontifícia Universidade Católica de Minas Gerais,2006,08,08,08,Comunicação Social - Publicidade e Propaganda,GRADUACAO,"['História da Arte', 'História Moderna e Contemporânea', 'Estética']"
Pontifícia Universidade Católica de Minas Gerais,2007,07,07,07,Comunicação Social - Publicidade e Propaganda,GRADUACAO,"['Estética', 'História da Arte']"
Puc São Gabriel,2007,08,08,08,Comunicação,GRADUACAO,['Estética']
Puc São Gabriel,2007,12,12,12,Comunicação,GRADUACAO,['Estética']
Pontifícia Universidade Católica de Minas Gerais,2007,12,12,12,Comunicação Social - Publicidade e Propaganda,GRADUACAO,"['História da Arte', 'Estética']"
Pontifícia Universidade Católica de Minas Gerais,2008,12,12,12,Comunicação Social - Publicidade e Propaganda,GRADUACAO,"['História da Arte', 'Estética']"
Pontifícia Universidade Católica de Minas Gerais,2008,08,08,08,Comunicação Social - Publicidade e Propaganda,GRADUACAO,"['História da Arte', 'Estética', 'História Moderna e Contemporânea']"
Puc São Gabriel,2008,08,08,08,Comunicação,GRADUACAO,['Estética']
Universidade Federal de Minas Gerais,2009,12,12,12,Artes Visuais,GRADUACAO,['Artes Visuais no Brasil 2']
Pontifícia Universidade Católica de Minas Gerais,2009,12,12,12,Comunicação Social - Publicidade e Propaganda,GRADUACAO,"['História da Arte', 'Estética', 'História Moderna e Contemporânea']"
Pontifícia Universidade Católica de Minas Gerais,2009,08,08,08,Comunicação Social - Publicidade e Propaganda,GRADUACAO,"['História da Arte', 'Estética']"
Puc São Gabriel,2009,08,08,08,Comunicação,GRADUACAO,['Estética']
Universidade Federal de Minas Gerais,2010,12,12,12,Conservação e Restauração de Bens Culturais Móveis,GRADUACAO,"['Artes Visuais Moderna e Contemporânea', 'Artes Visuais no Brasil II']"
Universidade Federal de Minas Gerais,2010,07,07,07,Conservação e Restauração de Bens Móveis e Cultura,GRADUACAO,['Artes Visuais I']
Universidade Federal de Minas Gerais,2010,07,07,07,Conservação e Restauração de Bens Culturais Móveis,GRADUACAO,['Artes Visuais no Brasil I']
Pontifícia Universidade Católica de Minas Gerais,2010,12,12,12,Comunicação Social - Publicidade e Propaganda,GRADUACAO,['História da Arte']
Pontifícia Universidade Católica de Minas Gerais,2010,08,08,08,Comunicação Social - Publicidade e Propaganda,GRADUACAO,"['História da Arte', 'História Moderna e Contemporânea']"
Pontifícia Universidade Católica de Minas Gerais,2011,12,12,12,Comunicação Social - Publicidade e Propaganda,GRADUACAO,['História da Arte']
Pontifícia Universidade Católica de Minas Gerais,2011,08,08,08,Comunicação Social - Publicidade e Propaganda,GRADUACAO,['História da Arte']
Universidade Federal de Minas Gerais,2011,08,08,08,Conservação e Restauração de Bens Culturais Móveis,GRADUACAO,"['Artes Visuais I', 'Artes Visuais no Brasil I']"
Universidade Federal de Minas Gerais,2011,08,08,08,Artes Visuais,GRADUACAO,['Metodologia de Pesquisa em Artes']
Universidade Federal de Minas Gerais,2011,12,12,12,Conservação e Restauração de Bens Culturais Móveis,GRADUACAO,['Artes Visuais Moderna e Contemporânea']
Universidade Federal de Minas Gerais,2011,12,12,12,Artes,POS-GRADUACAO,['Salões e Bienais de Arte']
Universidade Federal de Minas Gerais,2012,02,02,02,Artes,POS-GRADUACAO,['Percursos da História da Arte em Belo Horizonte']
Universidade Federal de Minas Gerais,2012,12,12,12,Conservação e Restauração de Bens Culturais Móveis,GRADUACAO,"['Artes Visuais no Brasil II', 'Artes Visuais Moderna e Contemporânea']"
Universidade Federal de Minas Gerais,2012,08,08,08,Conservação e Restauração de Bens Culturais Móveis,GRADUACAO,"['Artes Visuais I', 'Artes Visuais no Brasil I']"
Universidade Federal de Minas Gerais,2013,,ATUAL,ATUAL,Artes Visuais,GRADUACAO,['Artes Visuais no Brasil II']
Universidade Federal de Minas Gerais,2013,,ATUAL,ATUAL,Conservação e Restauração de Bens Culturais Móveis,GRADUACAO,['Artes Visuais no Brasil I']
Universidade Federal de Minas Gerais,2013,,ATUAL,ATUAL,Conservação e Restauração de Bens Culturais Móveis,GRADUACAO,['Artes Visuais I']
Universidade Federal de Minas Gerais,2014,12,12,12,Conservação e Restauração de Bens Culturais Móveis,GRADUACAO,"['Artes Visuais no Brasil II', 'História da Arte Moderna e Contemporânea']"
Universidade Federal de Minas Gerais,2015,07,07,07,Artes,POS-GRADUACAO,['História da Arte em Belo Horizonte a partir da análise dos acervos de arte']
Universidade Federal de Minas Gerais,2015,07,07,07,Abi - Artes Visuais,GRADUACAO,"['Artes Visuais no Brasil II', 'Crítica de Arte']"
