TITLE,YEAR,LANG,EDITORA,AUTHOR,ORDER,ORDER_OK
Moda e sociabilidade: mulheres e consumo na São Paulo dos anos 1920,2007,Português,VAZIO,['Maria Claudia Bonadio'],['1'],['1']
História e Cultura de Moda,2011,Português,VAZIO,"['Maria Claudia Bonadio', 'Maria de Fátima S. Costa G. de Mattos']","['1', '2']",['1']
"Images of Brazilian fashion. Dossiê para a revista Film, Fashion &amp; Consumption, volume 2., número 3.",2013,Português,VAZIO,"['Maria Claudia Bonadio', 'Ana Claudia Suriani']","['1', '2']",['1']
"Dossiê temático para a Iara: revista de moda, cultura e arte. Moda e Conhecimento: interfaces com as ciências humanas e a comunicação. vol. 3. no. 3.",2010,Português,VAZIO,['Maria Claudia Bonadio'],['1'],['1']
Moda e publicidade no Brasil nos anos 1960,2014,Português,VAZIO,['Maria Claudia Bonadio'],['1'],['1']
Nava - Organização do dossiê 'Representações da morte'.,2015,Português,VAZIO,"['Maria Claudia Bonadio', 'Karla Holanda', 'Alexandre Fenerich']","['1', '2', '3']",['1']
dObra[s]: revista da Associação de Estudos e Pesquisas em Moda - organização do dossiê 'A moda e as roupas em imagens',2016,Português,VAZIO,['Maria Claudia Bonadio'],['1'],['1']
"Histórias do vestir masculino: narrativas de moda, beleza e elegância. (versão impressa, há tb a versão em e-book)",2017,Português,VAZIO,"['Maria Claudia Bonadio', 'Ivana Guilherme Simili']","['1', '2']",['1']
Histórias da Moda,2017,Português,VAZIO,"['Maria Claudia Bonadio', 'Maria do Carmo Teixeira Rainho']","['1', '2']",['1']
"Histórias do vestir masculino: narrativas de moda, beleza, elegância",2017,Português,VAZIO,"['Simili, Ivana Guilherme', 'Maria Claudia Bonadio']","['1', '2']",['2']
