TITLE,YEAR,DOI,LANG,JOURNAL,QUALIS,ISSN,AUTHOR,ORDER,ORDER_OK,JCR
"Trabalho imaterial, teatro concreto: questões acerca da criação cênica como produção",2010,10.12957/polemica.2010.2759,Português,Revista Polêmica,B4,1676-0727,['André Luiz Lopes Magela'],['1'],['1'],-99
ABORDAGEM SOMÁTICA NA EDUCAÇÃO TEATRAL,2017,10.22478/ufpb.2177-8841.2017v8n1.34856,Português,MORINGA - ARTES DO ESPETÁCULO (UFPB),A3,2177-8841,['André Luiz Lopes Magela'],['1'],['1'],-99
Indigência na atuação teatral,2016,10.5965/1414573101262016059,Português,Urdimento (UDESC),A1,1414-5731,['André Luiz Lopes Magela'],['1'],['1'],-99
"Afecções, exercícios. protopedagogias teatrais",2017,10.14393/issn2353-3703.v4n2a2017-04,Português,RASCUNHOS - CAMINHOS DA PESQUISA EM ARTES CÊNICAS,A4,2358-3703,['André Luiz Lopes Magela'],['1'],['1'],-99
"Exercícios prototípicos para uma educação teatral: uma pedagogia de composições, devir e agenciamentos",2019,10.9771/r.v1i32.26519,Português,REPERTÓRIO: TEATRO &amp; DANÇA (ONLINE),A4,2175-8131,['André Luiz Lopes Magela'],['1'],['1'],-99
COGNIÇÃO TEATRAL (e sua educação),2018,10.14393/issn2358-3703.v5n3a2018-17,Português,RASCUNHOS - CAMINHOS DA PESQUISA EM ARTES CÊNICAS,A4,2358-3703,['André Luiz Lopes Magela'],['1'],['1'],-99
Normatividade da cooperação em aulas de teatro,2019,10.5965/1414573101342019110,Português,Urdimento (UDESC),A1,1414-5731,['André Luiz Lopes Magela'],['1'],['1'],-99
SE O ORDINÁRIO OCUPA O PALCO (E A SALA DE AULA),2019,10.22478/ufpb.2177-8841.2019v10n2.49857,Português,MORINGA - ARTES DO ESPETÁCULO (UFPB),A3,2177-8841,['André Luiz Lopes Magela'],['1'],['1'],-99
Educação teatral como produção de subjetividade,2019,10.20396/conce.v8i2.8656489,Português,CONCEIÇÃO/CONCEPTION REVISTA DO PROGRAMA DE PÓS-GRADUAÇÃO EM ARTES DA CENA,A4,2317-5737,['André Luiz Lopes Magela'],['1'],['1'],-99
OECD and Theatre Education,2020,10.5965/14145731033920200502,Inglês,Urdimento - Revista de Estudos em Artes Cênicas,A1,2358-6958,['André Luiz Lopes Magela'],['1'],['1'],-99
Teatro Intensivo aulas de teatro remotas no Programa Residência Pedagógica,2021,10.47456/krkr.v1i7.35904,Português,REVISTA KIRI-KERÊ - PESQUISA EM ENSINO,B4,2526-2688,"['André Luiz Lopes Magela', 'Jaqueline Sibeli Florêncio Ribeiro']","['1', '2']",['1'],-99
Refusal and Adhesion: resistance between studies of cognition and theater education,2021,10.1590/2237-2660102372,Inglês,REVISTA BRASILEIRA DE ESTUDOS DA PRESENÇA [EPERIODICO],A1,2237-2660,['André Luiz Lopes Magela'],['1'],['1'],-99
