TITLE,YEAR,DOI,LANG,JOURNAL,QUALIS,ISSN,AUTHOR,ORDER,ORDER_OK,JCR
Contribuição para uma nova leitura do texto teatral,2000,,Português,Revista de Estudos de Literatura,XX,0104-5210,"['Elvina Maria Caetano Pereira', 'Vera Lúcia de Carvalho Casa Nova']","['1', '2']",['1'],-99
O tecido da Cena. Artigo vinculado ao Projeto Docente 'Dramaturgia da cena e autoria compartilhada: a experiência colaborativa no âmbito do Projeto Cena 3x4'.,2006,,Português,Artefilosofia (UFOP),A4,1809-8274,['Elvina Maria Caetano Pereira'],['1'],['1'],-99
Corpo-pensamento: de repente tudo ficou preto de gente,2014,,Português,cartografias.MITsp -  Revista de Artes Cênicas,NP,2357-7487,['Elvina Maria Caetano Pereira'],['1'],['1'],-99
E o Verbo se fez Carne: Por uma Performatividade da Palavra no Teatro Contemporâneo Brasileiro,2014,,Português,Cena. UFRGS,A3,1519-275X,"['Elvina Maria Caetano Pereira', 'Phelippe Celestino Pereira dos Santos']","['1', '2']",['1'],-99
"Por uma Arte Panfletária. Artigo vinculado ao Projeto Docente 'Corpos Estranhos, Espaços de Resistência', 2ª parte do Projeto Integrado ESTUDOS DA PERFORMATIVIDADE.",2016,,Português,SUBTEXTO (BELO HORIZONTE),C,1807-5959,['Elvina Maria Caetano Pereira'],['1'],['1'],-99
"Abra seus olhos. Artigo vinculado ao Projeto Docente 'Corpos Estranhos, Espaços de Resistência', 2ª parte do Projeto Integrado ESTUDOS DA PERFORMATIVIDADE.",2017,,Português,cartografias.MITsp -  Revista de Artes Cênicas,NP,2357-7487,['Elvina Maria Caetano Pereira'],['1'],['1'],-99
Ser estando feminista,2018,10.11606/issn.2238-3999.v8i1p7-23,Português,REVISTA ASPAS,B1,2238-3999,['Elvina Maria Caetano Pereira'],['1'],['1'],-99
A textura polifônica de grupos teatrais contemporâneos,2006,10.11606/issn.2238-3867.v6i0p145-154,Português,SALA PRETA (USP),XX,1519-5279,['Elvina Maria Caetano Pereira'],['1'],['1'],-99
O Habitar como Estética do Público: apontamentos sobre a prática de habitação teatral,2020,,Português,REVISTA BRASILEIRA DE ESTUDOS DA PRESENÇA [EPERIODICO],A1,2237-2660,"['Luciana Araújo Castro', 'Elvina Maria Caetano Pereira']","['1', '2']",['2'],-99
Po-éticas Pretas de [re]existência ? apresentação,2020,,Português,EPHEMERA - Revista do Programa de Pós-Graduação em Artes Cênicas da UFOP,XX,2596-0229,"['Elvina Maria Caetano Pereira', 'Marcia Cristina da Silva Sousa']","['1', '2']",['1'],-99
Outras narrativas sobre estupro: A performance autobiográfica como forma de subversão,2021,10.5965/1414573101402021e0107,Português,Urdimento - Revista de Estudos em Artes Cênicas,A1,2358-6958,"['PRADO, CAMILA', 'Elvina Maria Caetano Pereira']","['1', '2']",['2'],-99
