ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
7185852622406413,Clifford Hill Korman,Korman,"KORMAN, C. H.;KORMAN, CLIFFORD HILL;KORMAN, CLIFF",New York,,"Clifford Hill Korman (Cliff Korman). Pianista, compositor, e pesquisador. Possui doutorado em Música-Jazz Arts Advancement (Manhattan School of Music, 2012; Tese: Improviso na Jazz Sinfônica, acompanhada da composição própria Interventions) e mestrado em Musica: Especialização na Jazz Performance (The City College of New York,1996). É Professor Adjunto na Universidade Federal de Estado de Rio de Janeiro (UNIRIO) e atua nas disciplinas Harmonia de Teclado, Harmonia em Música Popular, e Técnicas de Improvisacão, Coordenador do grupo de pesquisa Improvisa (dgp.cnpq.br/dgp/espelhogrupo/0794335057715945) e do projeto para digitalizar o acervo do ícone da música brasileira Paulo Moura (http://www.jobim.org/paulomoura/). Outros focos de pesquisa incluem O piano popular brasileiro: história e prática; Pedagogia e estudos de música popular; e As circulações globais do jazz. Atua na Programa de Pós- Graduação em Música e o PROEMUS do Centro de Letras e Artes da UNIRIO, e na PPGM da Escola de Música-UFMG como colaborador externo, onde orienta dissertações na linha de Performance.&amp;#10;Entre artigos publicados constam Pushing at Boundaries The Path of a Brazilian Instrumentalist (http://www.criticalimprov.com/article/view/1363) e Paulo Moura?s Hepteto and Quarteto: Sambajazz as Brazilogical popular instrumental improvised music (https://journals.equinoxpub.com/index.php/JAZZ/article/view/28347).&amp;#10;Estudou em Nova Iorque, seu cidade natal, com os mestres do jazz Roland Hanna, Barry Harris, Ron Carter, Kenny Barron e David Liebman. Na carreira constam apresentações com os artistas brasileiros Paulo Moura, Toninho Horta, Milton Nascimento, Leny Andrade, Astrud Gilberto, Nelson Faria, e Henrique Cazes,  além de performances a quatro mãos com os pianistas Wagner Tiso, Gilson Peranzzetta, e Cristovão Bastos.&amp;#10;Dentre as gravações autorais constam Migrations (Planet Arts 2005); Mood Ingênuo: Pixinguinha Meets Duke Ellington (Jazzheads, 1999) e Gafiera Dance Brasil (Almonds and Roses Music, 2000) com o parceiro Paulo Moura; e Trains of Thought (Almonds and Roses Music, 2014) uma série de improvisações para piano solo.&amp;#10;Registro ORCID https://orcid.org/0000-0001-9097-7488",06-06-2022,Universidade Federal do Estado do Rio de Janeiro,https://orcid.org/0000-0001-9097-7488
