TITLE,YEAR,DOI,LANG,JOURNAL,QUALIS,ISSN,AUTHOR,ORDER,ORDER_OK,JCR
Mímesis na República de Platão - as múltiplas faces de um conceito,2000,,Português,Kriterion (UFMG. Impresso),XX,0100-512X,['Celina Figueiredo Lage'],['1'],['1'],-99
. A Tradução Intralingüal e o Ditirambo: a Questão dos Gêneros Literários na República de Platão,2003,,Português,Em Tese (Belo Horizonte. Impresso),XX,1415-594X,['Celina Figueiredo Lage'],['1'],['1'],-99
Tradição Estética e Tradução Intersemiótica ? Seria Homero o Primeiro Cineasta?,2012,,Português,DAPESQUISA,A4,1808-3129,['Celina Figueiredo Lage'],['1'],['1'],-99
O ciclope ou quantos olhos ele possui?,2012,,Português,REVISTA MUNDO ANTIGO,A4,2238-8788,['Celina Figueiredo Lage'],['1'],['1'],-99
Uma troca de olhares entre Homero e Angelópoulos,2013,,Português,Rebeca - Revista Brasileira de Estudos de Cinema e Audiovisual,B1,2316-9230,['Celina Figueiredo Lage'],['1'],['1'],-99
Como filmar a Odisséia? Godard e o filme de Lang,2013,,Português,CADERNO SEMINAL DIGITAL (RIO DE JANEIRO),XX,1806-9142,['Celina Figueiredo Lage'],['1'],['1'],-99
Considerações sobre o relacionamento entre as Artes Visuais e a Literatura na Cukltura Ocidental,2014,,Português,Revista Ciclos,C,2318-4213,['Celina Figueiredo Lage'],['1'],['1'],-99
O riso obsceno no êxodo do  Agamemnon de Ésquilo,2006,,Português,Scripta Classica On-Line,XX,1679-1118,"['Celina Figueiredo Lage', 'Tereza Virginia Ribeiro Barbosa']","['1', '2']",['1'],-99
A maldição de Minerva: Lorde Byron e as Esculturas do Partenon,2016,,Português,ARTEFILOSOFIA (UFOP),A4,1809-8274,['Celina Figueiredo Lage'],['1'],['1'],-99
O prazer das imagens e o entrecruzamento entre  as artes na Odisséia de Homero,2016,,Português,Revista Mundo Antigo,A4,2238-8788,['Celina Figueiredo Lage'],['1'],['1'],-99
A apropriação na fotografia pós-moderna: reflexões sobre a série After Walker Evans de Sherrie Levine,2016,,Português,ART&amp;SENSORIUM,A2,2358-0437,"['Amanda Alves Neves', 'Celina Figueiredo Lage']","['1', '2']",['2'],-99
The Virtual Artist's Book as a Space for Curatorial Experiments: The                            Project,2019,10.1162/leon_a_01856,Inglês,Leonardo (Oxford),A3,0024-094X,['Celina Figueiredo Lage'],['1'],['1'],-99
"As transformações da Acropóle de Atenas, a monumentalidade emblemática do Partenon e das suas esculturas",2019,,Português,NEARCO (RIO DE JANEIRO),B3,1982-8713,"['Celina Figueiredo Lage', 'Guilherme Ev']","['1', '2']",['1'],-99
'Get the message? Lucy R. Lippard após a desmaterialização da arte',2020,,Português,ART&amp;SENSORIUM,A2,2358-0437,"['Celina Figueiredo Lage', 'Maria Gabriela Carvalho']","['1', '2']",['1'],-99
LES IMMATÉRIAUX,2020,10.5965/1808312915252020e0010,Português,DAPESQUISA,A4,1808-3129,"['Celina Figueiredo Lage', 'ALVES, AMANDA']","['1', '2']",['1'],-99
Programa de residência artística Bolsa Pampulha. A experiência de um museu-atelier,2021,10.52192/1984-3917.2021v14n1p418-445,Português,MUSEOLOGIA E PATRIMÔNIO,B4,1984-3917,"['Celina Figueiredo Lage', 'Rosimary Bakir']","['1', '2']",['1'],-99
The Virtual Artist's Book as a Space for Curatorial Experiments: The Acropolis Remix Project,2021,,Português,Leonardo,A3,1530-9282,['Celina Figueiredo Lage'],['1'],['1'],-99
Curadoria Educativa e Mediação Cultural em Exposições de Artes Visuais (Dossiê: A História da Arte e das Artes Plásticas nas narrativas sobre curadorias e exposições),2021,,Português,Linguagens Nas Artes,XX,2675-8741,"['Celina Figueiredo Lage', 'Giovane diniz']","['1', '2']",['1'],-99
Diálogo entre Fídias e William Kentridge na paisagem cultural intertemporal da Acrópole de Atenas: interatividade e performance do público na arte antiga e contemporânea,2022,,Português,DRAMATURGIAS. REVISTA DO LABORATÓRIO DE DRAMATURGIA (LADI-UNB),A3,2525-9105,['Celina Figueiredo Lage'],['1'],['1'],-99
O Projeto Atlas: curadoria e exposição como encenação do arquivo digital por Arno Gisinger e Georges Didi-Huberman.,2022,10.5216/v.v19.55427,Português,VISUALIDADES,A3,2317-6784,"['Celina Figueiredo Lage', 'ALVES, AMANDA']","['1', '2']",['1'],-99
