TITLE,YEAR,DOI,LANG,JOURNAL,QUALIS,ISSN,AUTHOR,ORDER,ORDER_OK,JCR
Au commencemment était l'esquisse(?).,1999,,Francês,Musurgia. Analyse et Pratique Musicales,XX,1257-7537,['Rosângela Pereira de Tugny'],['1'],['1'],-99
Spectre et série dans le Klavierstück XI de Stockhausen,1999,,Francês,Revue de Musicologie,B1,0035-1601,['Rosângela Pereira de Tugny'],['1'],['1'],-99
Structure acoustique et réalisation musicale,1994,,Francês,Mitteilungen Der Paul Sacher Stiftung,XX,1015-0536,['Rosângela Pereira de Tugny'],['1'],['1'],-99
Des Glissements dans le Temps,2004,,Francês,Musicorum,XX,1763-508X,['Rosângela Pereira de Tugny'],['1'],['1'],-99
Mapeando estudos sobre músicas tradicionais no Brasil,2007,,Português,Habitus (UCG. Impresso),A3,1678-6475,['Rosângela Pereira de Tugny'],['1'],['1'],-99
Um fio para o Înmõxã: em torno de uma estética maxakali,2008,,Português,Nada (Lisboa),XX,1645-8338,['Rosângela Pereira de Tugny'],['1'],['1'],-99
"?Reverberações entre cantos e corpos na escrita Tikm&amp;#361;?&amp;#361;n?, 15p. (2011) ISBN 1697-0101, nov 2011",2011,,Português,TRANS (BARCELONA),XX,1697-0101,['Rosângela Pereira de Tugny'],['1'],['1'],-99
Enfanter les images ? cinema et ritual chez les Tikmu?un.,2013,,Português,Cultures-Kairós- Revue d'anthropologie des pratiques corporelles e des arts vivants,A4,2261-0758,['Rosângela Pereira de Tugny'],['1'],['1'],-99
A educação musical nas escolas regulares e os mestres das culturas tradicionais negras e indígenas,2014,,Português,Música &amp; Cultura (Salvador. Online),C,1980-3303,['Rosângela Pereira de Tugny'],['1'],['1'],-99
Agência dos objetos sonoros,2015,10.1590/permusi2015a3117,Inglês,Per Musi (UFMG),C,1517-7599,['Rosângela Pereira de Tugny'],['1'],['1'],-99
"Guerra, predação e alianças no sistema acústico",2015,,Português,REVISTA VÓRTEX,A2,2317-9937,"['Rosângela Pereira de Tugny', 'José Ricardo Jamal Júnior']","['1', '2']",['1'],-99
Filhos-imagens:  cinema e ritual entre os Tikmu?un,2015,,Português,Revista Devires,A3,2179-6483,['Rosângela Pereira de Tugny'],['1'],['1'],-99
Ethnomusicology in Brazil: Introductory Reflections.,2016,,Inglês,The World of Music (Wilhelmshaven),XX,0043-8774,"['Lühning, Angela Elizabeth', 'Rosângela Pereira de Tugny']","['1', '2']",['2'],-99
Song Memory as a Territory os Resistance among South American Indigenous Peoples. A Collective Documentation Project,2016,,Português,The World of Music (Wilhelmshaven),XX,0043-8774,"['Deise Lucy de Oliveira Montardo', 'Rosângela Pereira de Tugny', 'Ana Paula Lima Rodgers', 'Ricardo Jamal', 'Leonardo Pires Rosse', 'Verônica Aldé', 'Spensy Pimentel', 'Marília Raquel Albormoz Stein', 'Izaque João', 'Vherá Poty Benites']","['1', '10', '2', '3', '4', '5', '6', '7', '8', '9']",['10'],-99
Por uma universidade pluriepistêmica: a inclusão de disciplinas ministradas por mestres dos saberes tradicionais e populares na UFMG,2017,,Português,TESSITURAS: REVISTA DE ANTROPOLOGIA E ARQUEOLOGIA,A3,2318-9576,"['César Guimarães', 'Rosângela Pereira de Tugny', 'André Brasil', 'Luciana de Oliveira']","['1', '2', '3', '4']",['2'],-99
"Sobreviver com os cantos: discussões sobre ?mistura?, ?variação? e transformação na estética Tikm&amp;#361;?&amp;#361;n",2016,,Português,TRANS (BARCELONA),XX,1697-0101,['Rosângela Pereira de Tugny'],['1'],['1'],-99
Eventos de tradução nos cantos - rituais ameríndios,2018,,Português,Caleidoscópio Linguagem e Tradução,B3,2526-933X,['Rosângela Pereira de Tugny'],['1'],['1'],-99
Os Tikmu un e seus caminhos,2017,,Português,Povos Indígenas no Brasil 2011|2016,XX,8599-4853,"['Rosângela Pereira de Tugny', 'SUELY MAXAKALI', 'Douglas Ferreira Campello', 'Eduardo Pires Rossi', 'isael maxakali', 'Ricardo Jamal', 'Roberto Romero']","['1', '2', '3', '4', '5', '6', '7']",['1'],-99
Fragments d'un cinéma-boa tikm&amp;#361;'&amp;#361;n,2021,,Português,La Furia Umana,B2,2037-0431,"['André Brasil', 'Rosângela Pereira de Tugny', 'Sueli Maxakali', 'isael maxakali']","['1', '2', '3', '4']",['2'],-99
Territórios do sensível: primeiros passos da Universidade Federal do Sul da Bahia,2014,,Português,revista Urbânia,NP,1982-856X,"['Augustin Gondallier de Tugny', 'Rosângela Pereira de Tugny', 'Eloisa Domenici']","['1', '2', '3']",['2'],-99
