TITLE,YEAR,DOI,LANG,JOURNAL,QUALIS,ISSN,AUTHOR,ORDER,ORDER_OK,JCR
Esportes radicais: referências para um estudo acadêmico.,1998,,Português,Conexões (UNICAMP) (Cessou em 2000. Cont. ISSN 1983-9030 Conexões (Campinas. Online)),B3,1516-4381,['Rita de Cassia Fernandes Miranda'],['1'],['1'],-99
Significados da ginástica para mulheres praticantes am academia,2005,,Português,Motriz (Rio Claro) (Cessou em 2006),B1,1415-9805,['Rita de Cassia Fernandes Miranda'],['1'],['1'],-99
Jogos cooperativos no ensino médio e sua contribuição para a formação humana,2010,,Português,Lecturas Educación Física y Deportes (Buenos Aires),A4,1514-3465,['Rita de Cassia Fernandes Miranda'],['1'],['1'],-99
Corpos em cena: uma análise da dança e suas relações com a Educação Física,2010,,Português,Lecturas Educación Física y Deportes (Buenos Aires),A4,1514-3465,['Rita de Cassia Fernandes Miranda'],['1'],['1'],-99
A dança como conteúdo da Educação Física escolar e os desafios da prática pedagógica,2011,,Português,Lecturas Educación Física y Deportes (Buenos Aires),A4,1514-3465,['Rita de Cassia Fernandes Miranda'],['1'],['1'],-99
"Aspectos históricos, conceitos fundamentais: hidroginástica, saúde, qualidade de vida e Educação Física",2011,,Português,Lecturas Educación Física y Deportes (Buenos Aires),A4,1514-3465,['Rita de Cassia Fernandes Miranda'],['1'],['1'],-99
As concepções metodológicas da Educação Física/ Ginástica: uma visão histórica.,2011,,Português,Lecturas Educación Física y Deportes (Buenos Aires),A4,1514-3465,['Rita de Cassia Fernandes Miranda'],['1'],['1'],-99
A Ginastica para Todos na sua relação com as atividades fisicas orientadas para o lazer,2012,,Português,Lecturas Educación Física y Deportes (Buenos Aires),A4,1514-3465,"['Rita de Cassia Fernandes Miranda', 'Monica Caldas Ehrenberg']","['1', '2']",['1'],-99
O corpo no currículo em acontecimento na escola,2013,,Português,Lecturas Educación Física y Deportes (Buenos Aires),A4,1514-3465,"['Rita de Cassia Fernandes Miranda', 'Ronaldo Alexandrino', 'Silvio Cesar Cristovão']","['1', '2', '3']",['1'],-99
A contribuição da dança na preparação das   provas de solo da ginástica artística feminina,2013,,Português,Lecturas Educación Física y Deportes (Buenos Aires),A4,1514-3465,"['Rita de Cassia Fernandes Miranda', 'Monica Caldas Ehrenberg', 'Carlos Ribeiro Pedroso', 'Claudia Regina Dallacqua']","['1', '2', '3', '4']",['1'],-99
As praticas circenses no 'tear' da formação inicial em Educação Física: novas tessituras para alem da lona.,2016,,Português,Movimento,XX,0104-754X,"['Rita de Cassia Fernandes Miranda', 'Eliana Ayoub']","['1', '2']",['1'],0.307
Saberes e práticas circenses: analisando os currículos dos cursos de Pedagogia das universidades públicas paulistas.,2015,,Português,Revista Ensaio Geral,XX,1984-5197,"['Rita de Cassia Fernandes Miranda', 'Marco Antonio Coelho Bortoleto']","['1', '2']",['1'],-99
Compondo percursos gestuais: a dança na formação de professores de educação física,2017,,Português,EDUCAR EM REVISTA,A1,1984-0411,"['Rita de Cassia Fernandes Miranda', 'Monica Caldas Ehrenberg']","['1', '2']",['1'],-99
O circo na formação inicial em educação física: um relato autoetnográfico,2018,,Português,Revista Brasileira de Ciencias do Esporte (Online),XX,2179-3255 ,"['Rita de Cassia Fernandes Miranda', 'Marco Aurelio Coelho Bortoleto']","['1', '2']",['1'],-99
Entre as brechas dos muros da universidade: o circo na formação inicial em educação física,2017,,Português,REVISTA PORTUGUESA DE EDUCAÇÃO,A1,0871-9187,"['Rita de Cassia Fernandes Miranda', 'Eliana Ayoub']","['1', '2']",['1'],-99
Não foi casualidade - o circo como opção profissional,2018,,Português,Conexões,XX,1020-396X,"['Marco Antonio Coelho Bortoleto', 'Rita de Cassia Fernandes Miranda']","['1', '2']",['2'],-99
Ecos do circo social em Uberlândia/ MG: a visão dos educadores,2020,10.26512/lc.v26.2020.28125,Português,LINHAS CRÍTICAS (ONLINE),XX,1981-0431,"['Janaina Oliveira Alves Sousa', 'Rita de Cassia Fernandes Miranda', 'Teresa Ontanón Barragan']","['1', '2', '3']",['2'],-99
PROLICEF: formação complementar em educação física em tempos de pandemia,2021,10.5216/revufg.v21.68438,Português,REVISTA UFG (ONLINE),B2,2179-2925,"['ANTUNES, MARINA FERREIRA DE SOUZA', 'LIMA, SOLANGE RODOVALHO', 'Rita de Cassia Fernandes Miranda']","['1', '2', '3']",['3'],-99
Formação inicial e atuação profissional em Educação Física,2018,10.11606/1807-5509201800030415,Português,Revista Brasileira de Educação Física e Esporte,XX,1981-4690,"['Rita de Cassia Fernandes Miranda', 'EHRENBERG, MÔNICA CALDAS']","['1', '2']",['1'],-99
FORMAÇÃO CONTINUADA DE PROFESSORES: O CIRCO EM DEBATE,2021,10.18675/1981-8106.v31.n.64.s14132,Português,EDUCAÇÃO: TEORIA E PRÁTICA,A3,1981-8106,"['PRESTA, MICHELLE GUIDI GARGANTINI', 'Rita de Cassia Fernandes Miranda', 'CALDAS EHRENBERG, MÔNICA']","['1', '2', '3']",['2'],-99
