TITLE,YEAR,DOI,LANG,JOURNAL,QUALIS,ISSN,AUTHOR,ORDER,ORDER_OK,JCR
Aprender uma Coreografia: Contribuições das Neurociências para a Dança,2008,,Português,Neurociências (Atlântica Editora),C,1807-1058,"['Mônica Medeiros Ribeiro', 'Antonio Lucio Teixeira']","['1', '2']",['1'],-99
A renovação dos desejos,2008,,Português,Caderno de Encenação,XX,1983-2826,"['Mônica Medeiros Ribeiro', 'Rita Gusmao']","['1', '2']",['1'],-99
Aspectos afetivos da prática de Ritmica Corporal do grupo Oficcina Multimédia/Brasil.,2010,,Português,Karpa: journal of theatricalities and visual culture,B1,1937-8572,['Mônica Medeiros Ribeiro'],['1'],['1'],-99
Aspectos cognitivos e invenção na improvisação teatral e sua influencia na criação de movimentos expressivos em dança,2010,,Português,Lamparina: Revista de Ensino do Teatro,C,2177-6121,"['Mônica Medeiros Ribeiro', 'Mariana Lima Muniz']","['1', '2']",['1'],-99
The empathy and the structuring sharing modes of movement sequences in the improvisation of contemporary dance,2011,10.1080/14647893.2011.575220,Inglês,Research in Dance Education (Print),XX,1464-7893,"['Mônica Medeiros Ribeiro', 'AGAR, Fonseca']","['1', '2']",['1'],-99
O prazer estético: um laboratório somaestético na sala de aula de dança,2012,,Português,Revista Brasileira de Estudos da Presença,A1,2237-2660,['Mônica Medeiros Ribeiro'],['1'],['1'],-99
O corpo empático na aprendizagem da Rítmica Corporal de Ione de Medeiros,2012,,Português,Revista Ensaio Geral,XX,1984-5197,['Mônica Medeiros Ribeiro'],['1'],['1'],-99
Pesquisa em  Dança: processos e travessias,2013,,Português,Dança: Revista do Programa de Pós-Graduação em Dança,C,2317-3777,['Mônica Medeiros Ribeiro'],['1'],['1'],-99
&amp;quot;Ensaiando dentro da mente&amp;quot;: dança e neurociências,2009,,Português,Repertório Teatro &amp; Dança,XX,1415-3203,"['Mônica Medeiros Ribeiro', 'Antonio Lucio Teixeira Junior']","['1', '2']",['1'],-99
Compondo com vestígios:relato de processo,2013,,Português,Pós: Revista do Programa de Pós-Graduação em Artes,A3,1982-9507,['Mônica Medeiros Ribeiro'],['1'],['1'],-99
CORPORAL ARTISTIC TRAINING INFLUENCES ATTENTION: A PILOT STUDY 1&lt;/sup&gt;,2014,10.2466/24.22.pms.118k21w2,Inglês,Perceptual and Motor Skills,B2,0031-5125,"['Mônica Medeiros Ribeiro', 'PIMENTEL, Lúcia Gouvea', 'Isabela Lima', 'Leandro Malloy-Diniz', 'TEIXEIRA, A.L.']","['1', '2', '3', '4', '5']",['1'],-99
Potência poiética em cadernos de artista: do desenho ao movimento corporal,2014,,Português,In-Visibilidades (Lisboa),XX,1647-0508,"['Mônica Medeiros Ribeiro', 'Mariana Silva Câmera']","['1', '2']",['1'],-99
Processos de ressonância e imitação verdadeira : operadores da autonomia e identidade na experiência de ensino-aprendizagem de práticas corporais,2014,,Português,Cultures-Kairós- Revue d'anthropologie des pratiques corporelles e des arts vivants,A4,2261-0758,['Mônica Medeiros Ribeiro'],['1'],['1'],-99
Corpo e conhecimento em arte: contribuições de Elliot W. Eisner,2014,,Português,In-Visibilidades (Lisboa),XX,1647-0508,['Mônica Medeiros Ribeiro'],['1'],['1'],-99
O corpo em Play it Again: Ressonâncias Corporificadas,2016,,Português,Revista mapa mapa e programa de artes em dança ( e performance) digital,XX,2358-2006,['Mônica Medeiros Ribeiro'],['1'],['1'],-99
O DESENHO DO MOVIMENTO NO PROCESSO DE CRIAÇÃO,2017,10.22456/2236-3254.72671,Português,REVISTA CENA,XX,2236-3254,['Mônica Medeiros Ribeiro'],['1'],['1'],-99
Saber sentido,2017,10.20396/conce.v6i2.8648656,Português,CONCEIÇÃO/CONCEPTION REVISTA DO PROGRAMA DE PÓS-GRADUAÇÃO EM ARTES DA CENA,A4,2317-5737,"['Cassio Eduardo Viana Hissa', 'Mônica Medeiros Ribeiro']","['1', '2']",['2'],-99
Arena da cultura: por uma metodologia inclusiva para a formação em dança,2018,,Português,Pós: Revista do Programa de Pós-graduação em Artes da Escola de Belas Artes da UFMG,A3,1982-9507,"['Márcia Regina Fabiano Neves', 'Mônica Medeiros Ribeiro']","['1', '2']",['2'],-99
O PROCESSO DE CRIAÇÃO COMO METODOLOGIA: A SALA DE AULA DE ESTUDOS CORPORAIS PARA O ATOR,2019,10.9771/r.v0i33.25074,Português,REPERTÓRIO: TEATRO &amp; DANÇA (ONLINE),A4,2175-8131,"['Mônica Medeiros Ribeiro', 'Dayane Lacerda Queiroz']","['1', '2']",['1'],-99
De Registros a Reflexões sobre o Corpo em Processo de Criação,2020,10.1590/2237-2660100061,Português,REVISTA BRASILEIRA DE ESTUDOS DA PRESENÇA [EPERIODICO],A1,2237-2660,['Mônica Medeiros Ribeiro'],['1'],['1'],-99
A dança que nos escapa,2020,10.31492/2184-2043.RILP2020.38/pp.69-80,Português,Revista Internacional em Lingua Portuguesa,XX,2184-2043,['Mônica Medeiros Ribeiro'],['1'],['1'],-99
Cidades em precipício: das fronteiras sensíveis on e off-line,2020,10.5965/14145731023820200021,Português,Urdimento - Revista de Estudos em Artes Cênicas,A1,2358-6958,"['MONTEIRO, ALTEMAR GOMES', 'Mônica Medeiros Ribeiro']","['1', '2']",['2'],-99
Experiência de improvisação em dança,2015,,Português,Pós: Revista do Programa de Pós-Graduação em Artes,A3,1982-9507,['Mônica Medeiros Ribeiro'],['1'],['1'],-99
