INSTITUTION,YEAR_INI,YEAR_FIN,MONTH_INI,MONTH_FIN,COURSE,TYPE,DISC
Universidade Federal do Rio de Janeiro,2005,07,07,07,História,GRADUACAO,"['Filosofia I', 'Filosofia II']"
Universidade Federal do Rio de Janeiro,2005,12,12,12,História,GRADUACAO,"['Filosofia  I', 'Filosofia II']"
Universidade Federal do Rio de Janeiro,2006,07,07,07,Psicologia,GRADUACAO,['Filosofia II']
Universidade Federal do Rio de Janeiro,2006,08,08,08,Filosofia,GRADUACAO,['Estética I']
Universidade Federal do Rio de Janeiro,2006,12,12,12,Sociologia,GRADUACAO,['Filosofia II']
Universidade Federal do Rio de Janeiro,2006,12,12,12,Filosofia,GRADUACAO,"['Filosofia da História I', 'Filosofia geral I']"
Universidade Federal de Ouro Preto,2011,07,07,07,Artes Cênicas,GRADUACAO,"['Arte e Contemporaneidade', 'Teoria geral da Arte I']"
Universidade Federal de Ouro Preto,2011,12,12,12,Artes Cênicas,GRADUACAO,"['Teatro Brasileiro do descobrimento ao século XIX', 'Teatro do Medieval ao Barroco', 'Teatro Grego e Romano', 'Teoria geral da Arte I']"
Universidade Federal de Ouro Preto,2012,07,07,07,Artes Cênicas,GRADUACAO,"['Arte e contemporaneidade', 'Teatro do Medieval ao Barroco', 'Teatro grego e Romano', 'Teoria Geral da Arte I']"
Universidade Federal de Ouro Preto,2012,12,12,12,Artes Cênicas,GRADUACAO,"['Teatro do Medieval ao Barroco', 'Teatro Grego e Romano', 'Teoria Geral da Arte']"
Universidade Federal de Ouro Preto,2013,12,12,12,Artes Cênicas,GRADUACAO,"['Arte e Contemporaneidade', 'Teatro do Medieval ao Barroco', 'Teatro Grego e Romano']"
Universidade Federal de Ouro Preto,2013,08,08,08,Estética e Filosofia da Arte,POS-GRADUACAO,['TÓPICOS ESPECIAIS EM ESTÉTICA E FILOSOFIA DA ARTE II - FIL017/4 -  &amp;amp;quot;Filosofia e Teatro&amp;amp;quot;']
Universidade Federal de Ouro Preto,2013,08,08,08,Artes Cênicas,GRADUACAO,"['Teatro do Medieval ao Barroco', 'Teatro dos séculos XVIII e XIX', 'Teatro Grego e Romano', 'Teoria Geral da Arte I']"
Universidade Federal de Ouro Preto,2014,07,07,07,Artes Cênicas,GRADUACAO,"['Estudos Teatrais A (60h)', 'Teatro do Medieval ao Barroco (30h)', 'Teatro Grego e Romano (30h)', 'Teoria Geral da Arte I (30h)']"
Universidade Federal de Ouro Preto,2014,12,12,12,Abi - Artes Cênicas,GRADUACAO,"['Teatro do Medieval ao Barroco', 'Teoria geral da Arte', 'Tópicos de pesquisa']"
Universidade Federal de Ouro Preto,2014,12,12,12,Artes Cênicas,POS-GRADUACAO,['Tópicos Especiais em Teoria e Estética das Artes Cênicas']
Universidade Federal de Ouro Preto,2015,07,07,07,Abi - Artes Cênicas,GRADUACAO,"['Teoria Geral da Arte', 'Teatro Grego e Romano', 'Teatro do Medieval ao Barroco', 'Dramaturgia B']"
Universidade Federal de Ouro Preto,2016,08,08,08,Artes Cênicas,GRADUACAO,"['Teatro do medieval ao Barroco', 'Teatro Grego e Romano', 'Teoria geral da Arte']"
Universidade Federal de Ouro Preto,2016,08,08,08,Mestrado em Artes Cênicas,POS-GRADUACAO,"['Tópicos de Pesquisa em Estética, Crítica e História das Artes']"
Universidade Federal de Ouro Preto,2016,04,04,04,Abi - Artes Cênicas,GRADUACAO,"['Teatro do Medieval ao Barroco', 'Teatro dos séculos XVIII e XIX', 'Teatro Grego e Romano', 'Teoria Gera da Arte']"
Universidade Federal de Ouro Preto,2017,,ATUAL,ATUAL,Abi - Artes Cênicas,GRADUACAO,"['Teoria Geral da Arte', 'Teatro nos séculos XVIII e XIX', 'Performance &amp;amp; Instalação']"
Universidade Federal de Ouro Preto,2019,7,7,7,Abi - Artes Cênicas,GRADUACAO,"['Teatro do Medieval ao Barroco', 'Teatro do século XX', 'Teatro dos séculos XVIII e XIX', 'Teatro Grego e Romano']"
Universidade Federal de Ouro Preto,2020,,ATUAL,ATUAL,Mestrado em Artes Cênicas,POS-GRADUACAO,"['Tópicos de Pesquisa em Estética, Crítica e História das Artes']"
Universidade de Brasília,2022,,ATUAL,ATUAL,Abi - Artes Cênicas,GRADUACAO,['Direção 1']
