ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
4084691524228805,José Soares de Deus,Deus,"SOARES, J.",Montes Claros,MG,"É Bacharel em Música (1993) pelo Conservatório Brasileiro de Música ? RJ. Especialista em Arte-Educação (1996) pela Universidade Estadual de Montes Claros. Mestrado em Educação Musical (1999) pelo Conservatório Brasileiro de Música. Doutorado em Educação Musical (2006) pelo Institute of Education ? University of London. Foi professor visitante do Institute of Education-University College of London (2018-2019), onde realizou pesquisa de pós-doutoramento (2018). Atualmente é professor Associado da Universidade Federal de Uberlândia na área de Educação Musical. Foi coordenador do Programa de Pós-Graduação em Música desta mesma universidade (2019-2021). Coordena o Grupo de Pesquisa Formação e Atuação em Educação Musical e participa do Grupo de Pesquisa Música e Educação, da Universidade do Estado de Santa Catarina. Desenvolve pesquisas sobre a formação inicial e continuada do professor de música.",28-03-2022,Universidade Federal de Uberlândia,
