ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
9480268986413015,Mauricio Alves Loureiro,Loureiro,"LOUREIRO, Mauricio Alves;LOUREIRO, MAURÍCIO ALVES;LOUREIRO, MAURICIO A.;Loureiro, Maurício;LOUREIRO, MAURÃCIO;LOUREIRO, MAURÃ­CIO",Belo Horizonte,MG,"Possui graduação em Engenharia Aeronáutica pelo ITA - Instituto Tecnológico de Aeronáutica (1976), graduação em Música, habilitação Clarineta pela Staatliche Hochschule für Musik Freiburg / Albert-Ludwigs Universität Freiburg, Alemanha (1983), Mestrado em Música pela University of Iowa, EUA (1989) e Doutorado em Música pela University of Iowa (1991). Foi Professor do Instituto de Artes do Planalto da UNESP - Universidade Estadual Paulista (1984-1992) e Assistente de Primeira Clarineta da OSESP - Orquestra Sinfônica do Estado de São Paulo. Atualmente é Pesquisador nível 1B do CNPq - Conselho Nacional de Desenvolvimento Científico e Tecnológico, Professor titular da Escola de Música da Universidade Federal de Minas Gerais e Diretor do IEAT - Instituo de Estudos Avançados Transdisciplinares da UFMG. Tem experiência na área de Música, com ênfase em Sonologia, atuando principalmente nos seguintes temas: performance musical, clarineta, acústica musical e análise empírica da performance musical.",14-06-2022,Universidade Federal de Minas Gerais,
