TITLE,YEAR,LANG,EDITORA,AUTHOR,ORDER,ORDER_OK
"Por uma História da Arte em Belo Horizonte: artistas, exposições e salões de arte",2012,Português,VAZIO,['Rodrigo Vivas Andrade'],['1'],['1']
"Um dia a árvore dos sonhos inopinados: acrobacias, totens, mandalas e oroboros do escultor Geraldo Teles de Oliveira",2011,Português,VAZIO,"['Rodrigo Vivas Andrade', 'Jorge Cabrera Gomez', 'Faber Clayton Barbosa']","['1', '2', '3']",['1']
O Olhar: do íntimo ao Relacional,2015,Português,VAZIO,['Rodrigo Vivas Andrade'],['1'],['1']
"Abstrações em movimento: concretismo, neoconcretismo e tachismo",2016,Português,VAZIO,['Rodrigo Vivas Andrade'],['1'],['1']
Arte de Perto - Livro do aluno,2018,Português,VAZIO,"['Rodrigo Vivas Andrade', 'Maurílio Rocha', 'Mariana Lima Muniz', 'Juliana Amelia Paes AZOUBEL']","['1', '2', '3', '4']",['1']
Arte de Perto - Livro do Professor,2018,Português,VAZIO,"['Maurílio Rocha', 'Mariana Lima Muniz', 'Rodrigo Vivas Andrade', 'Juliana Amelia Paes AZOUBEL']","['1', '2', '3', '4']",['3']
Arte como vocação: Raimundo Coutinho Canavarro,2018,Português,VAZIO,['Rodrigo Vivas Andrade'],['1'],['1']
Coleções em diálogo,2019,Português,VAZIO,['Rodrigo Vivas Andrade'],['1'],['1']
Rumos da Arte - livro do aluno - 6 ano,2018,Português,VAZIO,"['Maurílio Rocha', 'Mariana Lima Muniz', 'Rodrigo Vivas Andrade', 'Ana Cristina Carvalho Pereira']","['1', '2', '3', '4']",['3']
Rumos da Arte - livro do professor- 6 ano -,2018,Português,VAZIO,"['Maurílio Rocha', 'Mariana Lima Muniz', 'Rodrigo Vivas Andrade', 'Ana Cristina Carvalho Pereira']","['1', '2', '3', '4']",['3']
Rumos da Arte - livro do aluno 7 ano,2018,Português,VAZIO,"['Mariana Lima Muniz', 'Maurílio Rocha', 'Rodrigo Vivas Andrade', 'Ana Cristina Carvalho Pereira']","['1', '2', '3', '4']",['3']
Rumos da Arte - livro do professor 7 ano,2018,Português,VAZIO,"['Maurílio Rocha', 'Mariana Lima Muniz', 'Rodrigo Vivas Andrade', 'Ana Cristina Carvalho Pereira']","['1', '2', '3', '4']",['3']
Rumos da Arte - livro do aluno 8 ano,2018,Português,VAZIO,"['Maurílio Rocha', 'Mariana Lima Muniz', 'Rodrigo Vivas Andrade', 'Ana Cristina Carvalho Pereira']","['1', '2', '3', '4']",['3']
Rumos da Arte - livro do aluno 9 ano,2018,Português,VAZIO,"['Mariana Lima Muniz', 'Maurílio Rocha', 'Rodrigo Vivas Andrade', 'Ana Cristina Carvalho Pereira']","['1', '2', '3', '4']",['3']
Rumos da Arte - livro do professor 9 ano,2018,Português,VAZIO,"['Maurílio Rocha', 'Mariana Lima Muniz', 'Rodrigo Vivas Andrade', 'Ana Cristina Carvalho Pereira']","['1', '2', '3', '4']",['3']
Rumos da Arte - livro do professor 8 ano,2018,Português,VAZIO,"['Maurílio Rocha', 'Mariana Lima Muniz', 'Rodrigo Vivas Andrade', 'Ana Cristina Carvalho Pereira']","['1', '2', '3', '4']",['3']
