TITLE,YEAR,LANG,EDITORA,AUTHOR,ORDER,ORDER_OK
A Companhia de Dança do Palácio das Artes: trajetória e movimentos,2006,Português,,"['Fernando Antônio Mencarelli', 'Arnaldo Leite de Alvarenga', 'Ernani de Castro Maletta', 'Maurílio Andrade Rocha']","['1', '2', '3', '4']",['2']
"Billie Eliot ou, na dança o cisne",2003,Português,Autêntica,"['Arnaldo Leite de Alvarenga', 'Maria Cristina Soares de Gouvêa']","['1', '2']",['1']
A construção da dança moderna em Belo Horizonte (1959-1975),2004,Português,Edições Horta Grande Ltda,['Arnaldo Leite de Alvarenga'],['1'],['1']
Intérpretes-criadores: reflexões sobre a criação coreográfica em dança contemporânea no Brasil,2015,Português,Editora do IFB,"['Arnaldo Leite de Alvarenga', 'Márcia Soares de Almeida', 'Ana Carolina Mundim', 'Sabrina Cunha', 'Soraia Silva']","['1', '2', '3', '4', '5']",['1']
Marcelo Castilho Avelar: um cristal de muitas faces,2016,Português,Lorigraf,['Arnaldo Leite de Alvarenga'],['1'],['1']
As muitas danças do Brasil: uma reflexão histórica,2007,Português,Lorigraf,['Arnaldo Leite de Alvarenga'],['1'],['1']
Criação em dança no Brasil: um olhar sobre as pesquisas acadêmicas apresentadas no âmbito da Associação Brasileira de Pesquisa e Pós-Graduação em Artes Cênicas - ABRACE (1999 a 2010),2012,Português,PDOIS - editora de ideias,['Arnaldo Leite de Alvarenga'],['1'],['1']
Missão memória da dança no Brasil,2008,Português,Lorigraf,['Arnaldo Leite de Alvarenga'],['1'],['1']
"BIOGRAFIAS, AUTOBIOGRAFIAS, PERFIS BIOGRÁFICOS E HISTÓRIAS DE VIDA: REFLEXÕES SOBRE FONTES PARA UMA HISTORIOGRAFIA DA DANÇA",2018,Português,Annablume,['Arnaldo Leite de Alvarenga'],['1'],['1']
Arte e entretenimento: a dança teatral em Belo Horizonte (1897-1964),2019,Português,UFMG,"['Arnaldo Leite de Alvarenga', 'Elisângela Chaves']","['1', '2']",['1']
"CORPO, PERCEPÇÃO, GÊNERO E SEXUALIDADE: EXPERIÊNCIAS DE UMA OFICINA DE DANÇA NA CIDADE DE RIO BRANCO ? ACRE",2021,Português,Edufac,['Arnaldo Leite de Alvarenga'],['1'],['1']
"Brazils of Many Dances: recovering, preserving and building stories",2017,Inglês,Industria da Dança,"['Arnaldo Leite de Alvarenga', 'Arnaldo Siqueira', 'Airton Tomazzoni', 'Leonel Brum', 'Beatriz Cerbino', 'Gisela Doria', 'Geisha Fontaine', 'Isabelle Launay', 'Cássia Navas', 'Henrique Rochelle', 'Eliana Rodrigues']","['1', '10', '11', '2', '3', '4', '5', '6', '7', '8', '9']",['1']
