COURSE,YEAR,INTEGRANTES
Tópicos Avançados em Ciência Cognitiva e Semiótica,2003,['Alvaro Joao Magalhaes de Queiroz']
Introdução à Biossemiótica e Algumas Aplicações&amp;#10;Introdução à Biossemiótica e Algumas Aplicações,2005,"['Alvaro Joao Magalhaes de Queiroz', 'Charbel Nino El-Hani', 'Claus Emmeche']"
Introducción a la Semiótica y Ciencias Cognitivas,2008,['Alvaro Joao Magalhaes de Queiroz']
Evolução de Comunicação e Linguagem,2008,['Alvaro Joao Magalhaes de Queiroz']
Novas Abordagens do Corpo,2005,['Alvaro Joao Magalhaes de Queiroz']
Novas Abordagens do Corpo,2006,['Alvaro Joao Magalhaes de Queiroz']
Semiotic modelling of biological processes,2008,"['Alvaro Joao Magalhaes de Queiroz', 'Charbel Nino El-Hani']"
Introdução a Semiótica,2009,['Alvaro Joao Magalhaes de Queiroz']
Introduccion a la semiotica en la literatura y en el arte,2009,['Alvaro Joao Magalhaes de Queiroz']
Semiotic modelling of biological processes,2009,"['Alvaro Joao Magalhaes de Queiroz', 'ELHANI, C']"
"Cognição, Cultura e Linguagem ?  Introdução à Ciência Cognitiva Situada e Incorporada",2010,['Alvaro Joao Magalhaes de Queiroz']
DANZA Y LITERATURA:ESTUDIO Y PR´ACTICA DE LA TRADUCCI´ON CREATIVA,2010,"['Aguiar, Daniella', 'Alvaro Joao Magalhaes de Queiroz']"
Desenvolvimento de Projetos e Metodologia Científica,2003,['Alvaro Joao Magalhaes de Queiroz']
Exercícios sobre analogias em Safo,2009,"['Aguiar, Daniella', 'Rita Aquino', 'Alvaro Joao Magalhaes de Queiroz']"
