ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
0704248561279452,Angelo Conrado Loula,Loula,"LOULA, A.;LOULA, ANGELO;LOULA, A.C.;LOULA, ANGELO C.;LOULA, A",Salvador,BA,"Doutor em Engenharia Elétrica pela Unicamp (2011) e mestre em Engenharia Elétrica pela Unicamp (2004), com pesquisas em Inteligência Artificial. Graduação em Engenharia Elétrica pela Universidade Federal da Bahia (2000), graduação em Processamento de Dados pela Faculdade Ruy Barbosa (1997). Atualmente é professor da Universidade Estadual de Feira de Santana, atuando na graduação em Engenharia de Computação (UEFS) e no mestrado em Ciência da Computação (UEFS). Tem experiência na área de Engenharia e Ciência da Computação, com ênfase em Inteligência Artificial, atuando em pesquisa principalmente nos seguintes temas: ciência de dados, mineração de dados e textos, aprendizado de máquina, humanidades digitais, cognição artificial, sistemas cognitivos incluindo representação e comunicação e aplicações interdisciplinares da computação. Tem atuação em educação empreendedora, geração de startups, inovação tecnológica e transferência de tecnologia, seja no Núcleo de Inovação Tecnológica da UEFS, em disciplinas, em projetos de extensão, em cursos de extensão e em eventos de capacitação e divulgação. É um entusiasta e incentivador do empreendedorismo e inovação na região de Feira de Santana. Participa do programa Feira Empreende, programa inter-institucional de desenvolvimento do ambiente de negócios e de novos negócios na região de Feira de Santana. Integrante da Rede de Educação Empreendedora de Feira de Santana e da comunidade de startups Santana Valley.",07-07-2021,Universidade Estadual de Feira de Santana,https://orcid.org/0000-0001-7802-1731
