PROJ,YEAR_INI,YEAR_FIN,NATUREZA,INTEGRANTES,COORDENA
Teatro e Quimera:o drama de Renato Vianna,2000,2003,PESQUISA,['Paulo Marcos Cardoso Maciel'],['SIM']
O drama moderno em suas diferenças: a obra de Nelson Rodrigues,2004,2009,PESQUISA,['Paulo Marcos Cardoso Maciel'],['SIM']
Mapa da opereta no Brasil na segunda metade do século XIX e primeiras décadas do XX.,2009,2011,PESQUISA,['Paulo Marcos Cardoso Maciel'],['SIM']
Teatro e Cultura nas Práticas Artísticas Comunitárias,2015,2015,EXTENSAO,['Paulo Marcos Cardoso Maciel'],['SIM']
Os usos da história nos modos de subjetivação pela cena carioca contemporânea: mediações,2013,2013,PESQUISA,"['Paulo Marcos Cardoso Maciel', 'José Da Costa']","['NAO', 'SIM']"
A biblioteca dramática brasileira do acervo da Fundação Biblioteca Nacional,2015,2017,PESQUISA,['Paulo Marcos Cardoso Maciel'],['SIM']
As ?práticas historiográficas? na cena teatral brasileira,2016,ATUAL,PESQUISA,['Paulo Marcos Cardoso Maciel'],['SIM']
"Mambembe nas comunidades entre o cordel, as histórias e teatro de rua",2017,2017,EXTENSAO,"['Paulo Marcos Cardoso Maciel', 'Gabriely de Mara Lemos', 'Railson Fidélis de Souza', 'Tatiane Gomes de Andrade', 'Bruno Maciel Souza', 'SAMIR ANTUNES DA SILVA']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
Mambembe em Ensaios para a sedição 1: entre as teatralidades conjuradas e as comunidades insurgentes,2018,2019,EXTENSAO,"['Paulo Marcos Cardoso Maciel', 'Tatiane Gomes de Andrade', 'Christian Rodrigues da Silva', 'João Victor Bertolai da Silva', 'Yasmin Ribeiro Penido', 'Fernando Luiz Del Hoyo', 'Letícia Pavão Schinelo', 'Bruno Alves Marini']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
"Mambembe em Ensaios para a sedição na arte, no pensamento e na história do Brasil",2018,2018,EXTENSAO,"['Paulo Marcos Cardoso Maciel', 'Camila Fernandes Vendramini', 'Fernando Luiz Del Hoyo', 'Letícia Pavão Schinelo']","['SIM', 'NAO', 'NAO', 'NAO']"
As cidades invisíveis nas ruas de Ouro Preto - Mambembe apresenta.,2020,2020,EXTENSAO,"['Paulo Marcos Cardoso Maciel', 'João Victor Bertolai da Silva', 'Fernando Luiz Del Hoyo', 'Letícia Pavão Schinelo']","['SIM', 'NAO', 'NAO', 'NAO']"
A TEATRALIDADE MINEIRA EMERGENTE NAS FESTIVIDADES BARROCAS DO SÉCULO XVIII (1750-1800) EM VILA RICA,2018,2019,PESQUISA,"['Paulo Marcos Cardoso Maciel', 'Gabriely de Mara Lemos']","['SIM', 'NAO']"
"AS MULHERES ZAPATISTAS DIANTE DO TEMPO: ARTE, HISTÓRIA E FEMINISMO INDÍGENA",2018,2019,PESQUISA,"['Paulo Marcos Cardoso Maciel', 'Nathane Alves Cruz']","['SIM', 'NAO']"
A teatralidade da imagem no século XVI: o caso do Jardim das delícias de Hieronymus Bosch,2017,2018,PESQUISA,"['Paulo Marcos Cardoso Maciel', 'Eduardo Macena Damasceno']","['SIM', 'NAO']"
Os valores expressivos da vida em movimento na América Portuguesa: o Triunfo Eucarístico na Vila Rica do século XVIII,2021,ATUAL,PESQUISA,"['Paulo Marcos Cardoso Maciel', 'Gabriely de Mara Lemos', 'Fernando Custódio Valério', 'Felipe Conde de Almeida Mascaro e Silva']","['SIM', 'NAO', 'NAO', 'NAO']"
Mambembe - Literatura e Teatro de Rua,2016,2017,EXTENSAO,"['Paulo Marcos Cardoso Maciel', 'neide das graças de souza bortolini', 'Matheus Anicio de Brito Abreu', 'Gisele Leite Martin', 'Bruno Alves Cangussu', 'Gabriely de Mara Lemos', 'Railson Fidélis de Souza', 'Tatiane Gomes de Andrade', 'Bruno Maciel Souza', 'Geraldo Octaviano']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
