ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
3920027222039096,Maria Claudia Bonadio,Bonadio,"BONADIO, Maria Claudia;Bonadio, Maria Claudia",Sorocaba,SP,"Possui Bacharelado (1996), mestrado (2000) e doutorado em História pela Universidade Estadual de Campinas (2005). Realizou estágio pós-doutoral no Museu Paulista da Universidade de São Paulo (2014). É professora Associada da Universidade Federal de Juiz de Fora atuando no curso de Moda e no Programa de Pós-Graduação em Artes, Cultura e Linguagens.  É autora dos livros &amp;quot;Moda e Sociabilidade&amp;quot; (2007) e &amp;quot;Moda e Publicidade&amp;quot; (2014) - 2o. lugar na categoria trabalhos publicados do 29o. prêmio de design do Museu da Casa Brasileira e finalista do prêmio Jabuti e do Prêmio Cesgrario de Literatura . Coorganizou os seguintes livros &amp;quot;História e Cultura de Moda&amp;quot; (2011)  e &amp;quot;Histórias do Vestir Masculino&amp;quot; (2017). Tem textos publicados em revistas nacionais e internacionais como Fashion Theory e International Journal of Fashion Studies. Desde 2015 é  editora da dObra[s] , revista da Associação de Estudos e Pesquisas em Moda (Abepem). Coordenadora do Grupo de Pesquisa em História e Cultura de Moda do CNPq e curadora de conteúdo do perfil do Instagram @historiadamoda.ufjf",05-06-2022,Universidade Federal de Juiz de Fora,https://orcid.org/0000-0001-9704-9780
