TITLE,YEAR,DOI,LANG,JOURNAL,QUALIS,ISSN,AUTHOR,ORDER,ORDER_OK,JCR
Sonological Representation of a Musical Instrument by Sub-spaces of Spectral Components,2001,,Inglês,MikroPolyphonie,XX,1327-256X,"['Mauricio Alves Loureiro', 'Hugo Bastos de Paula']","['1', '2']",['1'],-99
Estudo da Variação do Timbre da Clarineta em Performance através de Análise por Componentes Principais da Distribuição Espectral,2001,,Português,Opus Revista da Associação Nacional de Pesquisa e Pós Graduação Em Música,XX,1517-1717,"['Mauricio Alves Loureiro', 'Hugo Bastos de Paula']","['1', '2']",['1'],-99
A Pesquisa Empírica em Expressividade Musical: Métodos e Modelos de Representação e Extração de Informação de Conteúdo Expressivo Musical,2006,,Português,OPUS (PORTO ALEGRE),A1,0103-7412,['Mauricio Alves Loureiro'],['1'],['1'],-99
Timbre de um Instrumento Musical: Caracterização e Representação,2006,,Português,Per Musi (UFMG),C,1517-7599,"['Mauricio Alves Loureiro', 'Hugo Bastos de Paula']","['1', '2']",['1'],-99
Poucas Linhas de Ana Cristina de Silvio Ferraz: a performance da clarineta e suas transformações em contexto eletroacústico,2007,,Português,Revista Eletrônica de Musicologia,XX,1415-952X,"['Mauricio Alves Loureiro', 'Sérgio Freire Garcia']","['2', '3']",['2'],-99
Segmentação e Extração de Descritores de Expressividade em Sinais Musicais Monofônicos,2008,,Português,Seminário Música Ciência e Tecnologia,XX,1982-9604,"['Mauricio Alves Loureiro', 'Rodrigo Carvalho Borges', 'Tairone Nunes Magalhães', 'Thiago Campolina', 'Davi Mota', 'Hugo Bastos de Paula']","['1', '2', '3', '4', '5', '6']",['1'],-99
Prática musical e neuroplasticidade cerebral,2008,,Português,Cognição &amp; Artes Musicais,XX,1809-6549,"['Leonor Bezerra Guerra', 'Ana Carolina Oliveira e Rodrigues', 'Mauricio Alves Loureiro']","['1', '2', '3']",['3'],-99
"Musical Training, Neuroplasticity and Cognition",2010,,Inglês,Dementia &amp; neuropsychologia,B3,1980-5764,"['Ana Carolina Oliveira e Rodrigues', 'Mauricio Alves Loureiro', 'Paulo Caramelli']","['1', '2', '3']",['2'],-99
Acoplamento Interpretativo e Sincronização em Duos de Clarinetas,2012,,Português,OPUS (BELO HORIZONTE. ONLINE),XX,1517-7017,"['Mauricio Alves Loureiro', 'Rafael Michelin Laboissière', 'Hani Camille. Yehia', 'Davi Mota', 'Thiago Campolina']","['1', '2', '3', '4', '5']",['1'],-99
Long-term musical training may improve different forms of visual attention ability,2013,10.1016/j.bandc.2013.04.009,Inglês,BRAIN AND COGNITION,XX,0278-2626,"['RODRIGUES, ANA CAROLINA', 'Mauricio Alves Loureiro', 'CARAMELLI, PAULO']","['1', '2', '3']",['2'],-99
Efeitos do treinamento musical no cérebro: aspectos neurais e cognitivos,2013,,Português,Neuropsicologia Latinoamericana,B2,2075-9479,"['Ana Carolina Oliveira e Rodrigues', 'Mauricio Alves Loureiro', 'Paulo Caramelli']","['1', '2', '3']",['2'],-99
Visual memory in musicians and non-musicians,2014,10.3389/fnhum.2014.00424,Português,Frontiers in Human Neuroscience,A2,1662-5161,"['RODRIGUES, ANA CAROLINA', 'Mauricio Alves Loureiro', 'CARAMELLI, PAULO']","['1', '2', '3']",['2'],2.87
Motion Analysis of Clarinet Performers,2015,10.1080/09298215.2014.925939,Inglês,Journal of New Music Research,XX,1744-5027,"['TEIXEIRA, EULER C.F.', 'Mauricio Alves Loureiro', 'WANDERLEY, MARCELO M.', 'YEHIA, HANI C.']","['1', '2', '3', '4']",['2'],-99
Relating movement recurrence and expressive timing patterns in music performances,2015,10.1121/1.4929621,Inglês,JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,A3,0001-4966,"['TEIXEIRA, EULER C. F.', 'YEHIA, HANI C.', 'Mauricio Alves Loureiro']","['1', '2', '3']",['3'],-99
Expressiveness in Music From a Multimodal Perspective,2018,10.1525/mp.2018.36.2.201,Inglês,MUSIC PERCEPTION,A1,0730-7829,"['TEIXEIRA, EULER C. F.', 'Mauricio Alves Loureiro', 'Hani Camille. Yehia']","['1', '2', '3']",['2'],-99
Extração de Conteúdo Musical em Sinais de Áudio para a Análise de Expressividade,2008,,Português,ACÚSTICA E VIBRAÇÕES,B4,1983-442X,"['Mauricio Alves Loureiro', 'Rodrigo Carvalho Borges', 'Thiago de Almeida Magalhães Campolina', 'Davi Alves Mota', 'Hugo Bastos de Paula']","['1', '2', '3', '4', '5']",['1'],-99
Duo for Oboe and Bassoon by Heitor Villa-Lobos (1957): An Analytical Study for an Interpretive Proposal for Oboe,2018,,Inglês,The Double Reed,XX,0741-7659,"['Ravi Shankar Viana Domingues', 'Mauricio Alves Loureiro']","['1', '2']",['2'],-99
Iracema: a Python library for audio content analysis,2020,10.22456/2175-2745.107202,Inglês,REVISTA DE INFORMÁTICA TEÓRICA E APLICADA: RITA,C,2175-2745,"['MAGALHAES, TAIRONE NUNES', 'BARROS, FELIPPE BRANDÃO', 'Mauricio Alves Loureiro']","['1', '2', '3']",['3'],-99
Análise da configuração glótica e supraglótica e dados acústicos no canto do contratenor,2021,10.35699/2317-6377.2020.25951,Português,PER MUSI (ONLINE),XX,2317-6377,"['Tiago Lima Bicalho Cruz', 'Mauricio Alves Loureiro']","['1', '2']",['2'],-99
Estudo da Variação do Timbre da Clarineta em Performance através de Análise por Componentes Principais da Distribuição Espectral,2000,,Português,Opus (Belo Horiz. Online),XX,1517-7017,"['Mauricio Alves Loureiro', 'Hugo Bastos de Paula']","['1', '2']",['1'],-99
