ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
8974163389393254,Celina Figueiredo Lage,Lage,"LAGE, C. F.;LAGE, Celina F.;LAGE, Celina;LAGE, CELINA FIGUEIREDO;FIGUEIREDO LAGE, CELINA",Belo Horizonte,MG,"Celina Figueiredo Lage é Professora do Programa de Pós-Graduação em Artes (PPGArtes/UEMG) e dos Cursos de Graduação da Escola Guignard, Universidade do Estado de Minas Gerais (UEMG). Sua trajetória  acadêmica e artística fez com que se tornasse expert nas relações interartes, com ênfase nas Artes da Antiguidade Grega e da Contemporaneidade.&amp;#10;Atuou de 2009 a 2012 no Programa de Pós-Graduação em Artes Aplicadas da Universidade Helênica Aberta, na Grécia. Doutora em Literatura Comparada, Mestre em Teoria da Literatura e Licenciada em Letras, com habilitação em Grego e Latim. Pós-doutorado na National &amp; Kapodistrian University of Athens (Grécia) e na Athens School of Fine Arts (Grécia). Ex-Bolsista da Fundação Alexander Onassis, do State Scholarships Foundation (Grécia), da FAPEMIG e do CNPq. Membro do Conselho Municipal de Política Cultural de Belo Horizonte - COMUC. Vice-Presidente do Comitê Brasileiro para Reunificação das Esculturas do Partenon (membro do International Commitee for Reunification of the Parthenon Sculptures) colaborando regularmente com Museu da Acrópole e Ministério da Cultura da Grécia. Ganhadora do prêmio Pontos de Memória no Exterior do Instituto Brasileiro de Museus (IBRAM) e do Ministério da Cultura, do prêmio Coroa de Ouro pela Associação do Helenismo Ecumênico (Grécia), e do Prêmio Xerox do Brasil na categoria Tradução pelo livro ?Poesia Grega Antiga?.&amp;#10;Possui atuação internacional no campo da performance, música experimental, poesia sonora, poesia digital, video-arte, fotografia e curadoria de eventos multimídia. &amp;#10;Áreas de atuação -  Literaturas Clássicas, Literatura Comparada, Teatro, Performance, Artes Visuais, Novas Mídias, Curadoria, Cinema, Fotografia, Música Experimental e Arte Contemporânea.",29-05-2022,Universidade do Estado de Minas Gerais,
