TITLE,YEAR,LANG,EDITORA,AUTHOR,ORDER,ORDER_OK
O Rosto em Erosão,2002,Português,Editora Esfera,['Rosane Preciosa Sequeira'],['1'],['1']
O Luxo Inventado,2006,Português,Editora Esfera,['Rosane Preciosa Sequeira'],['1'],['1']
A Criação no Design de Moda,2005,Português,Rosari,"['Rosane Preciosa Sequeira', 'Kathia Castilho']","['1', '2']",['1']
Corpos Expandidos em Viagem,2006,Português,Factash editora,"['Rosane Preciosa Sequeira', 'Lucio Agra']","['1', '2']",['1']
Por um Design de Moda em busca de uma língua menor,2006,Português,Rosari,['Rosane Preciosa Sequeira'],['1'],['1']
A Prosa Encarnada de Gilda,2007,Português,Memória Visual,['Rosane Preciosa Sequeira'],['1'],['1']
Arte e design como práticas criativas frente ao contemporâneo,2008,Português,Estação das Letras e Cores,"['Rosane Preciosa Sequeira', 'Belluzzo, Gisela']","['1', '2']",['1']
"Pensar e fazer Design num contemporâneo plural, paradoxal, desconcertante",2007,Português,"Rosari, Univ.Anhembi Morumbi, Puc/Rio, Unesp/Bauru",['Rosane Preciosa Sequeira'],['1'],['1']
O design de moda como potência de um experimento,2006,Português,EDUCS,['Rosane Preciosa Sequeira'],['1'],['1']
Nem todos seguem na mesma direção alguns desviam,2018,Português,UFG,['Rosane Preciosa Sequeira'],['1'],['1']
"Mudar, parecer e seus possíveis desígnios",2012,Português,SENAC,['Rosane Preciosa Sequeira'],['1'],['1']
