COURSE,YEAR,INTEGRANTES
Minicurso de Linguagem e Produção de Histórias em Quadrinhos/Cartum - 4ª Semana Acadêmica UFU,2007,['Gustavo Cunha de Araújo']
Curso de Cartum/HQ - Festival de Arte 2007,2007,['Gustavo Cunha de Araújo']
Oficina de Histórias em Quadrinhos,2008,['Gustavo Cunha de Araújo']
Oficina de desenho para jovens,2009,"['Gustavo Cunha de Araújo', 'Ana Lucia Tognoli']"
Curso de Histórias em Quadrinhos - Oficinas Revista O.Q Quadrinhos,2009,['Gustavo Cunha de Araújo']
Oficina de Desenho,2013,['Gustavo Cunha de Araújo']
Minucurso Linguagem e Produção de Histórias em Quadrinhos,2014,['Gustavo Cunha de Araújo']
Curso de História em Quadrinho/Cartoon - Festival de Arte 2006,2006,['Gustavo Cunha de Araújo']
Oficina de Histórias em Quadrinhos - Calourada DCE/UFU 2006,2006,['Gustavo Cunha de Araújo']
Curso de História em Quadrinhos,2017,['Gustavo Cunha de Araújo']
Curso de Histórias em Quadrinhos,2018,['Gustavo Cunha de Araújo']
Minicurso de Linguagem e Produção de Histórias em Quadrinhos,2007,"['Gustavo Cunha de Araújo', 'Sônia Maria dos Santos']"
Oficina de Caricatura e Grafite,2014,['Gustavo Cunha de Araújo']
