INSTITUTION,YEAR_INI,YEAR_FIN,MONTH_INI,MONTH_FIN,COURSE,TYPE,DISC
Université Sorbonne Nouvelle - Paris 3,2008,,ATUAL,ATUAL,Etudes Théâtrales,GRADUACAO,['Metodologia do trabalho universitario - 50h']
Université Sorbonne Nouvelle - Paris 3,2008,,ATUAL,ATUAL,Etudes Théâtrales,GRADUACAO,['Analise de representaçao  / Ateliê do espectador - 168h']
Université Sorbonne Nouvelle - Paris 3,2010,,ATUAL,ATUAL,Etudes Théâtrales,GRADUACAO,['Dramaturgia do texto - 96h']
Université Sorbonne Nouvelle - Paris 3,2012,,ATUAL,ATUAL,Etudes Théâtrales,GRADUACAO,['Gênero e formas dramaticas / Texto e cena - 52h']
Université Sorbonne Nouvelle - Paris 3,2012,,ATUAL,ATUAL,Etudes Théâtrales,GRADUACAO,['Historia do teatro 2 (século XVIII ao século XX) - 52h']
Université Sorbonne Nouvelle - Paris 3,2012,,ATUAL,ATUAL,Etudes Théâtrales,GRADUACAO,['Metodologia do trabalho universitario 2 - 156h']
Université Sorbonne Nouvelle - Paris 3,2012,,ATUAL,ATUAL,Etudes Théâtrales,POS-GRADUACAO,['Metodologia da pesquisa cientifica - 18h']
Université Sorbonne Nouvelle - Paris 3,2012,,ATUAL,ATUAL,Etudes Théâtrales,GRADUACAO,['Analise de representaçao 2 / Ateliê do espectador - 96h']
Université Sorbonne Nouvelle - Paris 3,2014,12,12,12,Etudes Théâtrales,GRADUACAO,['Metodologia do trabalho universitario - 36H']
Université Sorbonne Nouvelle - Paris 3,2014,12,12,12,Etudes Théâtrales,GRADUACAO,['Estética do teatro - 18h']
Université de Poitiers,2015,,ATUAL,ATUAL,Arts du spectacle,GRADUACAO,['Estética do teatro: analise de textos teoricos (de Aristoteles à Diderot) - 48h']
Université de Poitiers,2015,,ATUAL,ATUAL,Arts du spectacle,GRADUACAO,['Analise da representaçao : Hamlet na cena conteporânea - 24h']
Université Sorbonne Nouvelle - Paris 3,2015,,ATUAL,ATUAL,Análise da representação teatral,GRADUACAO,['Analise da representaçao teatral e dramaturgia do texto - 39h']
Université de Poitiers,2015,,ATUAL,ATUAL,Arts du spectacle,GRADUACAO,['Curso magistral / Estética do teatro - 12h']
Universidade Federal de São João Del-Rei,2016,07,07,07,Teatro,GRADUACAO,['IECT: Cenografia do século XX']
Universidade Federal de São João Del-Rei,2016,12,12,12,Teatro,GRADUACAO,['IECT: Metologia da leitura e da escrita acadêmica']
Universidade Federal de São João Del-Rei,2016,07,07,07,Teatro,GRADUACAO,['ECT: Historia da Arquitetura teatral']
Universidade Federal de São João Del-Rei,2016,12,12,12,Teatro,GRADUACAO,['IPA: Presença e Espaço (Principios da Expressao Corporal)']
Universidade Federal de São João Del-Rei,2017,07,07,07,Teatro,GRADUACAO,['PA: Ator e suas mascaras (Praticas de Atuaçao)']
Universidade Federal de São João Del-Rei,2017,12,12,12,Artes Cênicas,POS-GRADUACAO,['Cena-paisagem (Tópicos Variados em Processos e Poéticas Artísticas)']
Universidade Federal de São João Del-Rei,2017,07,07,07,Teatro,GRADUACAO,['PA: Texto-Ato (Praticas de Atuaçao)']
Universidade Federal de São João Del-Rei,2017,07,07,07,Teatro,GRADUACAO,"['ECT: O Jardim das Cerejeiras, desafio de encençao (Laboratorio de Montagem)']"
Universidade Federal de São João Del-Rei,2018,07,07,07,Artes Cênicas,POS-GRADUACAO,['Seminario de Projeto']
Universidade Federal de São João Del-Rei,2018,07,07,07,Teatro,GRADUACAO,['IECT: Introduçao a dramaturgia: concepçoes e praticas']
Universidade Federal de São João Del-Rei,2018,12,12,12,Teatro,GRADUACAO,['IECT: Cenografia e Indumentaria']
Universidade Federal de São João Del-Rei,2018,12,12,12,Teatro,GRADUACAO,['IECT: Metologia da leitura e escrtia acadêmica']
Universidade Federal de São João Del-Rei,2019,07,07,07,Teatro,GRADUACAO,"['Estudos da dramaturgia: fundamentos, crise e devires da forma dramática.']"
Universidade Federal de São João Del-Rei,2019,07,07,07,Teatro,GRADUACAO,['Presença e espaço']
Universidade de São Paulo,2021,07,07,07,Programa de Pós-Graduação em Artes Cênicas,POS-GRADUACAO,['DE COR (de coraç&amp;amp;#257;o): o texto e a fala no trabalho do ator']
