TITLE,YEAR,LANG,EDITORA,AUTHOR,ORDER,ORDER_OK
A música para banda em Viçosa,2013,Português,VAZIO,"['Katya Beatriz de Oliveira', 'Rogério Moreira Campos', 'Modesto Flávio Chagas Fonseca']","['1', '2', '3']",['3']
A Música Sacra em Viçosa - Seleção de Obras do Acervo do CDMV,2008,Português,VAZIO,"['Modesto Flávio Chagas Fonseca', 'Katya Beatriz de Oliveira', 'Wesley Carlos Dias', 'Gilmar Iria de Souza', 'Roseli Kasuko Shiroma']","['1', '2', '3', '4', '5']",['1']
