COURSE,YEAR,INTEGRANTES
Palestra: Ambientes Interativos: Performance com Processos Eletrônicos em Tempo Real. No Programa de Pós-Graduação 'Lato Sensu' em Práticas Interpretativas dos Séculos XX e XXI da Universidade Federal do Rio Grande do Norte. (29/03),2011,['Cesar Adriano Traldi']
Palestra: Práticas Interpretativas Mediadas. No Programa de Pós-Graduação 'Lato Sensu' em Práticas Interpretativas dos Séculos XX e XXI da Universidade Federal do Rio Grande do Norte. (30/03),2011,['Cesar Adriano Traldi']
Professor de Percussão do III Festival de Música de Presidente Prudente. 04 a 09/07,2016,['Cesar Adriano Traldi']
Minicurso de Improvisação Livre na 6ª Mostra de Música e Tecnologia do Conservatório Estadual de Música Cora Pavan Capparelli. (04 a 06/10),2016,['Cesar Adriano Traldi']
Professor de Percussão do IV Festival de Música de Presidente Prudente. 03 a 08/07,2017,['Cesar Adriano Traldi']
Professor de Percussão do 32º Festival Internacional de Inverno da UFSM. 23 a 30/07,2017,['Cesar Adriano Traldi']
Masterclass de Percussão na Segunda Semana Percussiva - USP Ribeirão Preto,2017,['Cesar Adriano Traldi']
Professor de Percussão do 33º Festival Internacional de Inverno da UFSM. 22 a 29/07,2018,['Cesar Adriano Traldi']
Professor de Percussão do V Festival de Música de Presidente Prudente. 02 a 07/07,2018,['Cesar Adriano Traldi']
Masterclass de percussão no Laboratório de Percussão da Escola de Artes e Turismo da UEA. 31/08,2018,['Cesar Adriano Traldi']
Master class no I Festival Internacional de Metais e Percussão da UFRN. 11/10,2018,['Cesar Adriano Traldi']
Professor de Percussão do VI Festival de Música de Presidente Prudente. 01 a 06/07,2019,['Cesar Adriano Traldi']
Palestra sobre Exploração Tímbrica e Processos Rítmicos Complexos no eventos Conexões Percussivas da UPF em Passo Fundo.,2019,['Cesar Adriano Traldi']
"Palestra 'Meios de exploração tímbrica nos instrumentos de percussão: Composição e Performance' no 35 Festival Internacional de Inverno da UFSM, online, 23/09",2020,['Cesar Adriano Traldi']
Palestra 'Aspectos da formação musical em nível superior' no 1 Festival de Educação Musical de Rio Preto. 28/11,2020,['Cesar Adriano Traldi']
"Palestra 'Mu&amp;#769;sica Eletroacu&amp;#769;stica Mista: definic&amp;#807;o&amp;#771;es, caracteri&amp;#769;sticas e reperto&amp;#769;rio dida&amp;#769;tico' com carga hora&amp;#769;ria de 02 horas, durante o 2o FEMURP (Festival de Educac&amp;#807;a&amp;#771;o Musical de Rio preto). Realizado em 21/10/2021.",2021,['Cesar Adriano Traldi']
"Recital- Palestra intitulado Explorando aspectos visuais da performance no processo composicional., durante o IIIo Ciclo do Encontro Cienti&amp;#769;fico Dia&amp;#769;logos Interdisciplinares em Mu&amp;#769;sica, realizado entre os dias 04 a 06 de outubro, com uma carga hora&amp;#769;ria de 06 horas.",2021,['Cesar Adriano Traldi']
"Palestra 'Ressonâncias: coleção de obras para percussão e tape'no dia 14/10/2021 no Encontros Percussivos 2021 / versão online, USP.",2021,['Cesar Adriano Traldi']
Masterclass de Percussão para os alunos de percussão da UFRN - 01/04,2011,['Cesar Adriano Traldi']
