PROJ,YEAR_INI,YEAR_FIN,NATUREZA,INTEGRANTES,COORDENA
Relações entre Música e Técnica,2006,2008,PESQUISA,['Marta Cardoso Castello Branco Garzon'],['SIM']
FMC Lei de Incentivo à Cultura de Belo Horizonte (Pesquisa UdK-Berlin),2008,2008,OUTRA,['Marta Cardoso Castello Branco Garzon'],['SIM']
MINC Intercâmbio: Musicologia UdK - Berlin,2008,2009,OUTRA,['Marta Cardoso Castello Branco Garzon'],['SIM']
Das Instrument als Apparat,2008,2014,PESQUISA,['Marta Cardoso Castello Branco Garzon'],['SIM']
"A PRÁTICA MUSICAL PARA CRIANÇAS DA CASA DA CRIANÇA, INSTITUTO BENEFICENTE PERON E AXÉ CRIANÇA",2014,2016,EXTENSAO,"['Marta Cardoso Castello Branco Garzon', 'Polyana Emídio Monteiro', 'Guilherme Marelli Cardoso Cavalcanti', 'Yago Merhy Gatto', 'Juan Felipe Souza Oliveira']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO']"
Curso Preparatório ao Vestibular de Música da UFJF,2014,2016,EXTENSAO,['Marta Cardoso Castello Branco Garzon'],['SIM']
"Música, Materialidade e Transmissão",2014,ATUAL,PESQUISA,"['Marta Cardoso Castello Branco Garzon', 'Luísa Mendonça Daniel', 'Carolinne de Oliveira', 'Marleth Flávia Fonseca Diniz', 'Matheus Antônio de Oliveira', 'Carla Eloi Oliveira da Silva', 'Jéssica Wisniewski', 'Lucas Miranda']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
Instrumento Musical e Materialidade na Música FAPEMIG,2015,2019,PESQUISA,"['Marta Cardoso Castello Branco Garzon', 'Guilherme Cardoso Marelli', 'Letícia Almeida Carlos', 'Ana Letícia de Paiva Macedo', 'Marcelo Henrique da Silva Fernandes']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO']"
Performance Musical,2017,ATUAL,PESQUISA,['Marta Cardoso Castello Branco Garzon'],['SIM']
Melodia de timbres e poesia concreta,2019,ATUAL,PESQUISA,"['Marta Cardoso Castello Branco Garzon', 'João Queiroz', 'Ana Luisa Gama']","['NAO', 'SIM', 'NAO']"
Análise musical como elo entre música e sociedade,2020,ATUAL,EXTENSAO,"['Marta Cardoso Castello Branco Garzon', 'Bernard Rodrigues']","['SIM', 'NAO']"
Técnica estendida e criatividade transformacional,2015,2018,PESQUISA,"['Marta Cardoso Castello Branco Garzon', 'João Queiroz']","['NAO', 'SIM']"
Aryamarga Institute (Aesthetics),2016,2019,PESQUISA,"['Marta Cardoso Castello Branco Garzon', 'Roshan Palat', 'Thanida Palat', 'Akshat Madan']","['NAO', 'SIM', 'NAO', 'NAO']"
MINC Interca&amp;#770;mbio: Reside&amp;#770;ncia Arti&amp;#769;stica no Instituto Norbulingka,2015,2016,OUTRA,"['Marta Cardoso Castello Branco Garzon', 'Felipe Arruda']","['NAO', 'SIM']"
FUNARTE Microprojetos: I&amp;#769;ndios do Rio,2013,2014,OUTRA,['Marta Cardoso Castello Branco Garzon'],['SIM']
MINC Interca&amp;#770;mbio: Reside&amp;#770;ncia Arti&amp;#769;stica no Buta&amp;#771;o,2012,2013,OUTRA,"['Marta Cardoso Castello Branco Garzon', 'Felipe Rossi', 'Felipe José.', 'Felipe Arruda', 'Edson Fernando']","['NAO', 'NAO', 'NAO', 'SIM', 'NAO']"
FMC Lei de Incentivo a&amp;#768; Cultura de Belo Horizonte (CD e Concerto),2010,2013,OUTRA,"['Marta Cardoso Castello Branco Garzon', 'Sophia Felipe', 'Hermann Wenning']","['SIM', 'NAO', 'NAO']"
O Tempo em Perspectivas - Volume 2,2021,ATUAL,EXTENSAO,"['Marta Cardoso Castello Branco Garzon', 'adriano de Jesus da Silva']","['SIM', 'NAO']"
