TITLE,YEAR,LANG,EDITORA,AUTHOR,ORDER,ORDER_OK
Nossa Senhora das Dores,2002,Português,101,['Alessandra Rosado'],['1'],['1']
Himeneus travestido assistindo a uma dança em honra a Príapo: estudo científico,2009,Português,Imprensa Oficial do Estado de São Paulo,"['Elisabeth Ravaud', 'Luiz Antônio Cruz Souza', 'Alessandra Rosado', 'Alexandre Leão']","['1', '2', '3', '4']",['3']
Resumo descritivo das etapas de conservação-restauração e transposição do mural Da descoberta do Brasil ao coclo mineiro do café de Yara Tupynambá,2012,Português,Assembléia Legislativa do Estado de Minas Gerais,"['Alessandra Rosado', 'Luiz Antônio Cruz Souza']","['1', '2']",['1']
"Material and Technical Studies of a Selected Group of Paintings by Candido Portinari, a Major Brazilian Modernist Painter",2014,Inglês,Royal Society of Chemistry,"['Alessandra Rosado', 'Isolda Maria de Castro Mendes', 'Edson Motta Júnior', 'Claudio Valério Teixeira', 'Luiz Antônio Cruz Souza']","['1', '3', '4', '5', '6']",['1']
"Gilding and Polycrome in wooden sculptures and altarpieces in colonial Minas Gerais, Brazil: A wonderful material word yet to be thoroughly studied, preserved and understood",2015,Inglês,Editura acreditata,"['Luiz Antônio Cruz Souza', 'Alessandra Rosado']","['1', '2']",['2']
Conservação-restauração: exercício da interdisciplinaridade,2015,Português,"Secretaria do Estado de Minas Gerais, Arquivo Público Mineiro",['Alessandra Rosado'],['1'],['1']
Ciências do Patrimônio - Horizontes Transdisciplinares - Introdução,2015,Português,Arquivo Público Mineiro,"['Alessandra Rosado', 'WILLI DE BARROS GONÇALVES']","['1', '2']",['1']
A radiografia Aplicada ao Estudo e a Preservação de Bens Culturais,2019,Português,Medbook Editora Ciêntífica Ltda,"['Beatriz Coelho Vasconcelos', 'Maria Regina Emery Quites', 'Luiz Antônio Cruz Souza', 'Alexandre Leão', 'Alessandra Rosado']","['1', '2', '3', '4', '5']",['5']
O continuum abstração-concreção no Brasil,2018,Português,Editora ABCA,"['Alice Heeren', 'Alessandra Rosado', 'Yacy-Ara Froner']","['1', '2', '3']",['2']
Concrete Art in Brazil ? the material of form: industrialism and the latin american avant-garde,2018,Português,Editora ABCA,"['Luiz Antônio Cruz Souza', 'Alessandra Rosado', 'Yacy-Ara Froner']","['1', '2', '3']",['2']
CHAPTER 10. Judith Lauand: Art and Technology of a Brazilian Concrete Painter,2020,Português,Royal Society of Chemistry,"['Cruz Souza, Luiz Antonio', 'Alessandra Rosado', 'Froner Gonçalves, Yacy-Ara', 'Rita Lages Rodrigues', 'Carvalho, Humberto Farias de', 'Sanna Castelo Branco, Maria Alice', 'GIOVANI, GIULIA']","['1', '2', '3', '4', '5', '6', '7']",['2']
"Experimentation and Materiality: Constructing the Brazilian Artwork, 1950s-60s",2021,Inglês,Getty Research institute Publications Program,"['Luiz Antônio Cruz Souza', 'Alessandra Rosado', 'Yacy-Ara Froner', 'Rita Lages Rodrigues', 'Maria Alice Honório Sanna Castello Branco', 'Giulia Giovani', 'Vitor Paixão Amaral']","['1', '2', '3', '4', '5', '6', '7']",['2']
"Escultura Colonial Mineira: história, técnica e preservação",2015,Português,Secretaria do Estado de Cultura de Minas Gerais,"['Alessandra Rosado', 'Maria Regina Emery Quites']","['1', '3']",['1']
