COURSE,YEAR,INTEGRANTES
Curso de Especialização Lato Sensu ? Programa Interdisciplinar do Movimento Humano.,2003,['Helena Lopes da Silva']
Curso de Especialização em Educação Musical e Canto Coral Infanto-Juvenil.,2003,['Helena Lopes da Silva']
Curso de Especialização em Educação Musical.,2008,['Helena Lopes da Silva']
"Curso de Pós-Graduação em Dança, Corpo e Arte.",2009,['Helena Lopes da Silva']
Elaboração do Regimento Escolar e Organização do Projeto Político-Pedagógico.,2000,['Helena Lopes da Silva']
Curso de Formação Musical Continuada para Professores de Educação Infantil e Primeira Infância.,2003,['Helena Lopes da Silva']
Curso de Qualificação de Educação Pré-Escolar e jardim de Infância (OMEP),1993,['Helena Lopes da Silva']
Construindo a Música.,1994,['Helena Lopes da Silva']
Música na Pré-Escola. Disciplina: Prática de Ensino na Pré-Escola (EDU 601).,1994,['Helena Lopes da Silva']
Oficina: Construindo a Música. II Jornada de Educação Infantil.,1994,['Helena Lopes da Silva']
Oficina: Pensando e Recriando o Cotidiano na Educação Infantil.,1994,['Helena Lopes da Silva']
Oficina: Música na Pré-Escola.,1994,['Helena Lopes da Silva']
Curso: Educação Musical na Pré- Escola.,1994,['Helena Lopes da Silva']
Oficina: Música na Pré-Escola e Séries Iniciais. Encontro Regional para Professores de Pré-Escola e Alfabetização - Projeto Melhoria da Qualidade do Ensino.,1994,['Helena Lopes da Silva']
A Sensibilização Musical dos 0 aos 6 anos. I Seminário Regional de Educação Infantil,1994,['Helena Lopes da Silva']
Curso de Orientação na Área de Música para Professores de Educação Infantil.,1994,['Helena Lopes da Silva']
Oficina: Música na Educação Infantil. Disciplina EDU 601,1996,"['Maria da Graça Horn', 'Helena Lopes da Silva']"
Oficina: Música nas Séries Iniciais.,1997,"['Simone Rasslan', 'Helena Lopes da Silva']"
"Oficina: Educação Musical no Ensino Fundamental: Uma Abordagem Sonora, Visual e Corporal.",1998,['Helena Lopes da Silva']
Oficina de Música. Curso de Atualização e Aperfeiçoamento de Professores que atuam na Educação Infantil ? Elaboração do Regimento Escolar e Organização do Projeto Político-Pedagógico.,2000,['Helena Lopes da Silva']
Oficina de Música. Curso de Capacitação para Professores de Educação Infantil.,2001,['Helena Lopes da Silva']
Oficina de Música. Curso de Capacitação para Professores de Ensino Fundamental.,2003,['Helena Lopes da Silva']
Oficina Usos e Funções da música no contexto escolar. Curso de Capacitação para Professores de Ensino Fundamental.,2002,['Helena Lopes da Silva']
"Oficina Música na escola: Uma descoberta sonora, corporal e imaginativa Curso de Capacitação para Professores de Ensino Fundamental.",2003,['Helena Lopes da Silva']
"Oficina Corpo, Som e Sentido.7º Dança Cruz Alta.",2003,['Helena Lopes da Silva']
Oficina: Integração Cultural através da Música e da Dança. Curso de Capacitação do Programa Alfabetização Solidária.,2003,['Helena Lopes da Silva']
Oficina ?Educação Musical: Um desafio para professores da Educação Infantil?. I Encontro Regional de Professores de Educação Infantil.,2003,['Helena Lopes da Silva']
Oficina: A Música na Educação. 3º Seminário de Formação da rede Pública Municipal de Ensino.,2004,"['Helena Lopes da Silva', 'Arthur de Faria']"
Oficina: A Educação Musical na Alfabetização. 6º semestre do Curso Normal Superior ? Licenciatura para os Anos Iniciais do Ensino Fundamental.,2005,"['Helena Lopes da Silva', 'Gilson Pereira']"
Oficina de Educação Musical.,2005,['Helena Lopes da Silva']
Oficina: Educação Musical: Um desafio para professores de Educação Infantil. 32º ENAPEF. 16º Congresso Científico Latino-Americano de Educação Física; 32º Encontro Nacional de Profissionais de Educação Física; 8º Encontro Nacional de Pedagogia.,2006,['Helena Lopes da Silva']
Oficina de Educação Musical para Professores. III Festival de Inverno de Vespasiano.,2010,['Helena Lopes da Silva']
Curso de Pós-Graduação Lato Sensu Princípios Pedagógicos em Música,2011,['Helena Lopes da Silva']
Educação Musical na Infância e na adolescência,2010,"['Helena Lopes da Silva', 'Aline Nunes Carneiro']"
Curso de Capacitação para Professores da Educação Básica,2011,"['Helena Lopes da Silva', 'Roseane Reis', 'Domingos Sávio']"
Pós-Graduação Lato Sensu em Pedagogia da Arte,2012,['Helena Lopes da Silva']
Escuta Musical,2013,"['Helena Lopes da Silva', 'Fernanda Oliveira Duarte de Sá', 'André Luís Felipe', 'Greiciane Rigo', 'Márcio de Jesus Corrêa', 'Mariana Roncale Martins,']"
Escutas mediadas e ampliadas: um estudo para o desenvolvimento de propostas metodológicas para a Educação Musical no Ensino Médio,2015,"['Helena Lopes da Silva', 'Gislene Marino Costa', 'Aline Nunes Carneiro', 'Gláucia Borges', 'Cenira Schreiber', 'Cibele Lauria Silva', 'Fernando Macedo Rodrigues', 'RÉGIS LUÍS DE CARVALHO SILVA', 'Lucas Roberto de Souza Sodré']"
"Curso Atividades Alternativas na Dinâmica da Creche (OMEP). Campo Bom, RS. (20 h/a)",1993,['Helena Lopes da Silva']
