ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
2696544764397266,Berilo Luigi Deiró Nosella,Nosella,"NOSELLA, B. L. D.;NOSELLA, Berilo Luigi Deiró",Araras,SP,"Professor de Iluminação Cênica e Direção Teatral, atuando na área de Teoria, Análise e História e Historiografia do Texto e da Cena Teatral, do Curso de Graduação em Teatro e do Programa de Pós-Graduação em Artes Cênicas: mestrado acadêmico do Departamento de Artes da Cena da Universidade Federal de São João del Rei - UFSJ. Foi professor do Programa de Pós-Graduação em Artes Cênicas: Mestrado Acadêmico do Instituto de Filosofia, Artes e Cultura da Universidade Federal de Ouro Preto -UFOP (2014-2017), curso que Coordenou tanto a elaboração e aprovação do projeto como sua implantação na Instituição (2012-2014). Graduado em Artes/Comunicação - Bacharelado em Imagem e Som pela Universidade Federal de São Carlos - UFSCar (2001). Mestre em Literatura e Crítica Literária pela Pontifícia Universidade Católica de São Paulo - PUC-SP (2007). Doutor na área de História e Historiografia do Teatro do Programa de Pós-Graduação em Artes Cênicas da Universidade Federal do Estado do Rio de Janeiro - UNIRIO (2008). Pós-Doutorado na linha de pesquisa em História e Historiografia do Teatro e das Artes do PPGAC-UNIRIO, com pesquisa sobre História da Iluminação Cênica Moderna. Líder do Grupo de Pesquisa (CNPq) em História, Politica e Cena (UFSJ) e pesquisador vinculado ao Grupo de Pesquisa Estudos de História e Historiografia do Espetáculo-UNIRIO (CNPq). Atualmente coordena do projeto de pesquisa &amp;quot;Capítulos de história da iluminação cênica: linhagens históricas e modos de fazer da iluminação na cena: 1ª parte ? A documentação da iluminação cênica como modo de fazer, formação e transmissão de conhecimentos&amp;quot;, financiado pela FAPEMIG. Tem experiência na área de Artes-Teatro, com ênfase em Teoria e História do Teatro, História e Historiografia do Espetáculo e Elementos Visuais do Espetáculo, atuando principalmente nos seguintes temas: Teoria e História do Teatro, História do Espetáculo, História da Iluminação Cênica, Dramaturgia Moderna, Dramaturgia Moderna Brasileira, História e Formação do Teatro Brasileiro e Encenação.",24-07-2022,Universidade Federal de São João Del-Rei,https://orcid.org/0000-0002-3009-9836
