ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
9373853760102806,Maria Lucia Bueno Ramos,Ramos,"Maria Lucia Bueno;Maria Lucia Bueno Coelho de Paula;BUENO, Maria Lucia;Maria Lucia Bueno Ramos;Ramos, Maria Lucia Bueno",São Paulo,SP,"Bacharel e mestre em Ciências Sociais (PUC-SP). Doutora em Ciências Sociais pela Universidade Estadual de Campinas. Pós-doutorados: Instituto de Artes da Unicamp/FAPESP (1996-99); École des Hautes Études emnScience Sociales/EHESS (1999-2000) e (2001-2002); Université Paris Est/FAPESP (2006); Institut d'études éuropéennes, Université, Paris 8/CAPES (2015 - 2016); New School for Social Research, NY/CAPES (2016); CRBC - Écoles des Hautes Édutes en Sciences Sociales/EHESS (2019-20). Professora associada do Instituto de Artes e Design da Universidade Federal de Juiz de Fora/UFJF-MG; Professora dos Programas de Pós-Graduação em Artes, Cultura e Linguagens(PPG-ACL/UFJF) e Ciências Sociais (PPGCSO/UFJF). Coordenadora  do Grupo de Pesquisa CNPQ &amp;quot;Estética, consumo e mundialização. Transformações nos mundos da arte: artes visuais, arquitetura, design, moda e gastronomia&amp;quot; e do GT de Sociologia da Arte (SBS). Tem experiência nas áreas de sociologia da cultura e da arte e de Historia social da cultura e da arte, com ênfase nos seguintes temas: Artistas, Instituições e Mercado;Coleções e colecionadores; Cultura e Arte Brasileira;Arte Moderna e Contemporânea; Trabalho artístico e cultural: Consumo e estilos de Vida; Gastronomia; Moda; Cultura Urbana; Indústria Cultural; Modernidade; Mundialização e Globalização.",07-07-2022,Universidade Federal de Juiz de Fora,
