ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
4339892040710332,Wellington Menegaz de Paula,Paula,"PAULA, W. M.;MENEGAZ, WELLINGTON",Uberlândia,MG,"Ator e professor de Teatro. Docente do Curso de Teatro e do Mestrado Profissional em Artes da  Universidade Federal de Uberlândia (UFU). Pós-doutor, Doutor e Mestre em Teatro pelo Programa de Pós-graduação em Teatro da Universidade do Estado de Santa Catarina (PPGT UDESC). Autor do livro Teatro com Adolescentes: dentro e fora da escola (2016). Graduado em Educação Artística com Habilitação em Artes Cênicas pela Universidade Federal de Uberlândia e especialista em Psicopedagogia em Contextos Educacionais pela Universidade Católica de Uberlândia. Atuou durante dez anos como professor de Arte/Teatro em escolas de Educação Básica em Uberlândia. Foi coordenador do Subprojeto Teatro PIBID da UFU (2014-2017). Sua pesquisa investiga o ensino do teatro na educação básica e em contextos comunitários; a abordagem do drama e seus desdobramentos na educação; mídias digitais e redes sociais e suas reverberações no ensino de adolescentes e jovens.  Membro do Núcleo Coelhos Mordem e do GEAC/UFU.",12-07-2022,,https://orcid.org/0000-0002-8062-4600
