TITLE,YEAR,DOI,LANG,JOURNAL,QUALIS,ISSN,AUTHOR,ORDER,ORDER_OK,JCR
Por uma nova abordagem musicoterapêutica,2001,,Português,Revista Brasileira de Musicoterapia,XX,2316-994X,['Renato Tocantins Sampaio'],['1'],['1'],-99
Música e Comunicação - reflexões sobre a Biologia do Conhecer e a Musicoterapia,2002,,Português,Revista Brasileira de Musicoterapia,XX,2316-994X,['Renato Tocantins Sampaio'],['1'],['1'],-99
Por uma nova noção de música em Musicoterapia,1999,,Português,El musicoter@peuta - Revista Virtual de Musicoterapia,XX,-,['Renato Tocantins Sampaio'],['1'],['1'],-99
A Musicoterapia e o Transtorno do Espectro do Autismo: uma abordagem informada pelas neurociências para a prática clínica,2015,10.1590/permusi2015b3205,Português,Per Musi (UFMG),C,1517-7599,"['Renato Tocantins Sampaio', 'Loureiro, Cybelle M. V.', 'Cristiano Mauro Assis Gomes']","['1', '2', '3']",['1'],-99
"Conference Abstracts ISME Commission on Music in Special Education, Music Therapy and Music Medicine - Effects of improvisational music therapy on the treatment of preschool children with autism",2014,,Português,Approaches Music Therapy &amp; Special Music Education,XX,1791-9622,"['Marina Horta Freire', 'Aline Moreira André', 'Renato Tocantins Sampaio', 'Arthur Kummer']","['1', '2', '3', '4']",['3'],-99
PROTOCOLO DE AVALIAÇÃO DA SINCRONIA RÍTMICA EM MUSICOTERAPIA: ESTUDO INICIAL DE CONFIABILIDADE,2015,,Português,Temas sobre Desenvolvimento,XX,0103-7749,"['Renato Tocantins Sampaio', 'Loureiro, Cybelle M. V.', 'Cristiano Mauro Assis Gomes']","['1', '2', '3']",['1'],-99
"Musicoterapia, Autismo e Son-Rise: um estudo exploratório através de entrevista",2017,,Português,INCANTARE,C,2317-417X,"['Alexandra Monticelide Souza Ricardo', 'Emily Hanna Pinheiro Ferreira', 'Renato Tocantins Sampaio', 'Marina Horta Freire']","['1', '2', '3', '4']",['3'],-99
"Musicoterapia, autismo e son-rise: um estudo exploratório através de entrevista",2017,,Português,REVISTA BRASILEIRA DE MUSICOTERAPIA,XX,2316-994X,"['Emily Hanna Pinheiro Ferreira', 'Alexandra Monticelide Souza Ricardo', 'Renato Tocantins Sampaio', 'Marina Horta Freire']","['1', '2', '3', '4']",['3'],-99
Análise psicométrica das Escalas Nordoff-Robbins como instrumento de avaliação no tratamento musicoterapêutico de crianças autistas em acompanhamento no Hospital das Clínicas da Universidade Federal de Minas Gerais (HC-UFMG),2018,10.35699/2317-6377.2018.5273,Português,PER MUSI (ONLINE),XX,2317-6377,"['Aline Moreira André', 'Davi Oliveira Batista', 'Marina Horta Freire', 'Renato Tocantins Sampaio', 'Arthur Kummer']","['1', '2', '3', '4', '5']",['4'],-99
O Protocolo de Análise Semiótica Musicoterapêutica de Canções e seu uso como instrumento de Avaliação Musicoterapêutica,2018,10.5216/mh.v18i2.51763,Português,MÚSICA HODIE,XX,2317-6776,['Renato Tocantins Sampaio'],['1'],['1'],-99
A Não Adesão de Pais de Crianças com Transtorno do Espectro do Autismo em grupo de Musicoterapia: um relato de experiência,2018,,Português,REVISTA BRASILEIRA DE MUSICOTERAPIA,XX,2316-994X,"['abner davi barbosa', 'Gabriel Estanislau Machado', 'Renato Tocantins Sampaio', 'Marina Horta Freire']","['1', '2', '3', '4']",['3'],-99
"Validação da Escala de Desenvolvimento Musical de Crianças com Autismo (DEMUCA): análise semântica, interexaminadores, consistência interna e confiabilidade externa",2019,10.20504/opus2019c2508,Português,OPUS (BELO HORIZONTE. ONLINE),XX,1517-7017,"['FREIRE, MARINA', 'MARTELLI, JÉSSICA', 'Renato Tocantins Sampaio', 'PARIZZI, BETÂNIA']","['1', '2', '3', '4']",['3'],-99
A  Educação musical inclusiva no Brasil,2019,10.34024/olhares.2019.v7.869,Português,OLH@RES - REVISTA ELETRÔNICA DO DEPARTAMENTO DE EDUCAÇÃO DA UNIFESP,B2,2317-7853,"['Letícia Caroline Souza', 'Renato Tocantins Sampaio']","['1', '2']",['2'],-99
"Musicoterapia Improvisacional Musicocentrada e Crianças com Autismo: Relações entre Desenvolvimento Musical, Ganhos Terapêuticos e a Teoria da Musicalidade Comunicativa",2021,10.5216/mh.v21.62311,Português,MÚSICA HODIE,A1,1676-3939,"['Marina Horta Freire', 'PARIZZI, Betania', 'Jéssica Martelli', 'Renato Tocantins Sampaio']","['1', '2', '3', '4']",['4'],-99
Revisão Sistemática sobre a Cognição Social em Musicoterapia: Perspectivas e Relações,2021,10.34018/2318-891X.8(2)53-74,Português,PERCEPTA - REVISTA DE COGNIÇÃO MUSICAL,B2,2318-891X,"['Ivan Moria B Rodrigues', 'Renato Tocantins Sampaio']","['1', '2']",['2'],-99
"Musicoterapia, Autismo e Son-Rise: um estudo exploratório através de entrevista",2018,,Português,RLMPI Red Latinoamericana y del Caribe de Musicoterapia para la primera infancia,XX,2591-5878,"['Alexandra Monticelide Souza Ricardo', 'Emily Hanna Pinheiro Ferreira', 'Marina Horta Freire', 'Renato Tocantins Sampaio']","['1', '2', '3', '4']",['4'],-99
