INSTITUTION,YEAR_INI,YEAR_FIN,MONTH_INI,MONTH_FIN,COURSE,TYPE,DISC
Faculdade Integração Zona Oeste,2002,,ATUAL,ATUAL,Publicidade e Propaganda,GRADUACAO,"['Comunicação Comparada', 'História da Comunicação', 'Linguagens e Códigos', 'Produção Publicitária em Rádio', 'Produção Publicitária em TV I', 'Produção Publicitária em TV II', 'Teorias da Comunicação I', 'Teorias da Comunicação II']"
Faculdade Integração Zona Oeste,2004,,ATUAL,ATUAL,Letras,GRADUACAO,"['Teoria da Comunicação I', 'Lingüística']"
Faculdade Integração Zona Oeste,2006,6,6,6,Jornalismo,GRADUACAO,['Telejornalismo II']
Universidade Municipal de São Caetano do Sul,2007,04,04,04,Escola de Comunicação,GRADUACAO,"['Convergência das Mídias', 'Edição em Áudio e Vídeo', 'Linguagem de Áudio e Vídeo', 'Produção Publicitária em Rádio, TV e Cinema II', 'Produção Publicitária em Rádio, TV e Cinemma I']"
Centro Universitário Senac,2009,,ATUAL,ATUAL,Tecnologia em Jogos Digitais,GRADUACAO,['Linguagem Audiovisual e Narrativa']
Universidade Federal de Juiz de Fora,2014,12,12,12,Interdisciplinar em Artes e Design,GRADUACAO,['Cinema e Diálogos']
Universidade Federal de Juiz de Fora,2014,12,12,12,Interdisciplinar em Artes e Design,GRADUACAO,['História e Estética do Cinema I']
Universidade Federal de Juiz de Fora,2015,,ATUAL,ATUAL,Interdisciplinar em Artes e Design,GRADUACAO,['Cinema e Diálogos']
Universidade Federal de Juiz de Fora,2015,,ATUAL,ATUAL,Cinema e Audiovisual,GRADUACAO,['Direção de Fotografia']
Universidade Federal de Juiz de Fora,2018,,ATUAL,ATUAL,"Artes, Cultura e Linguagens",POS-GRADUACAO,"['Narrativas em Cinema e Audiovisual', 'Estudos avançados em Imagem e Som']"
