TITLE,YEAR,DOI,LANG,JOURNAL,QUALIS,ISSN,AUTHOR,ORDER,ORDER_OK,JCR
O PRODUTOR E O PRODUTO NO TEATRO DE GRUPO,2009,,Português,Urdimento (UDESC),A1,1414-5731,['Flávia Janiaski Vale'],['1'],['1'],-99
DIÁSPORA: partilhas de um Process Drama entre UFU e UFGD,2018,10.14393/issn2358-3703.v5n3a2018-08,Português,RASCUNHOS - CAMINHOS DA PESQUISA EM ARTES CÊNICAS,A4,2358-3703,"['Flávia Janiaski Vale', 'Wellington Menegaz']","['1', '2']",['1'],-99
Caminhos da Cena para a Educação Infantil,2019,,Português,REVISTA ARTE DA CENA,B1,2358-6060,['Flávia Janiaski Vale'],['1'],['1'],-99
O Teatro na Educação Infantil Mediado pela Contação de História,2019,,Português,TRAVESSIAS,B1,1982-5935,['Flávia Janiaski Vale'],['1'],['1'],-99
Teatro como elo entre culturas: a experiência do corpo como narrador de histórias na aldeia Jaguapiru em Dourados - MS,2020,10.5965/2358092521232020102,Português,REVISTA NUPEART (ONLINE),XX,2358-0925,"['Flávia Janiaski Vale', 'Marco Aurélio Dolci']","['1', '2']",['1'],-99
Teatro e Prisão: experiências que se transformam em linguagem,2020,10.5965/14145731033920200122,Português,Urdimento - Revista de Estudos em Artes Cênicas,A1,2358-6958,"['Flávia Janiaski Vale', 'GOMES, MARCIA', 'AGUIAR, ALAN']","['1', '2', '3']",['1'],-99
Process Drama e suas possíveis formas de desenvolvimento,2020,10.14393/OUV-v16n2a2020-53831,Português,OUVIROUVER (ONLINE),XX,1983-1005,['Flávia Janiaski Vale'],['1'],['1'],-99
"EXPERIÊNCIA CÊNICA NARRATIVA: performance, teatro e contação de história na escola",2021,10.18468/iaca,Português,Iaça: Artes da Cena,C,2595-2781,['Flávia Janiaski Vale'],['1'],['1'],-99
AULAS DE TEATRO ON-LINE AINDA SÃO AULAS DE TEATRO?,2021,10.14393/issn2358-3703.v8n2a2021-10,Português,RASCUNHOS - CAMINHOS DA PESQUISA EM ARTES CÊNICAS,A4,2358-3703,"['Flávia Janiaski Vale', 'Thácio Fagundes Vissicchio']","['1', '2']",['1'],-99
Performatividade Na Infância Entre Desafios Sociais: contação de histórias para além do contar,2022,10.14393/OUV-v17n2a2021-62723,Português,OUVIROUVER (ONLINE),XX,1983-1005,"['Flávia Janiaski Vale', 'Carlos Eduardo  Soares Cordeiro', 'Daisy Vitória de Oliveira e Silva']","['1', '2', '3']",['1'],-99
O espaço enquanto influenciador no processo de ensino e aprendizagem teatral,2021,10.29327/227811.23.54-9,Português,TEXTURA - ULBRA,XX,2358-0801,['Flávia Janiaski Vale'],['1'],['1'],-99
