ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
8693017792087928,Rosângela Pereira de Tugny,Tugny,"TUGNY, R. P.;TUGNY, ROSÂNGELA PEREIRA DE",Goiânia,GO,"Cursou graduação em Piano pela Universidade Federal de Minas Gerais (1986), DEA em Música e Musicologia - Université de Tours (Université François Rabelais) (1991) e doutorado em Música e Musicologia - Université de Tours (Université François Rabelais) (1996). Atualmente é professora titular do IHAC do Campus Sosígenes Costa de Porto Seguro  e do Centro de Formação em Artes da Universidade Federal do Sul da Bahia. Coordenou projetos no Acervo Curt Lange  e no Laboratório de etnomusicologia da UFMG, desenvolvendo pesquisas sobre as práticas musicais indígenas. Publicou livros e artigos sobre música contemporânea e etnomusicologia. Em colaboração com especialistas dos repertórios de cantos do povo Tikmu'un-Maxakali, organizou a tradução, edição e publicação de filmes, gravações, livros de tradução de cantos e mitos e livros didáticos. Coordena o Grupo de pesquisas (CNPq) Poéticas ameríndias e é integrante do INCT de Inclusão do Ensino Superior e na Pesquisa (CNPq).",31-03-2022,Universidade Federal do Sul da Bahia,
