TITLE,YEAR,LANG,EDITORA,AUTHOR,ORDER,ORDER_OK
Treinamento técnico: uma revisão sobre a aplicação do princípio da interferência contextual no processo de ensino-aprendizagem de habilidades esportivas,2002,Português,Health,"['Guilherme Menezes Lage', 'Rodolfo Benda']","['1', '2']",['1']
Aprendizagem Motora: uma análise histórica e perspectivas de pesquisa no norte de Minas Gerais,2004,Português,,"['Guilherme Menezes Lage', 'Thábata Viviane Brandão Gomes', 'Rodolfo Benda']","['1', '2', '3']",['1']
Freqüência relativa de conhecimento de resultados: informação para a aquisição de habilidades motoras,2005,Português,FUNORTE,"['Michela Abreu', 'Larissa Betânia', 'Camila Ribeiro', 'Tailce Leite', 'fernanda Santos Oliveira', 'Guilherme Menezes Lage', 'Rodolfo Benda']","['1', '2', '3', '4', '5', '6', '7']",['6']
Uma perspectiva interdisciplinar da visão e do tato na afinação de instrumentos não-temperados,2006,Português,Musa editora,"['Fausto Borém', 'Guilherme Menezes Lage', 'Maurílio Nunes Vieira', 'J barreiros']","['1', '2', '3', '4']",['2']
Effects of the modeling during the acquisition and training of a basketball skill,2006,Inglês,Akademia Wychowania Fizycnego Jósefa Pilsudskiego,"['Lourdes', 'Larissa Betânia', 'Guilherme Menezes Lage', 'Herbert Ugrinowitsch', 'Rodolfo Benda']","['1', '2', '3', '4', '5']",['3']
Articulações entre o Comportamento Motor e a Neuropsicologia,2007,Português,ARTMED,"['Guilherme Menezes Lage', 'Rodolfo Benda', 'Herbert Ugrinowitsch', 'Blaise']","['1', '2', '3', '4']",['1']
Contribuições da avaliação neuropsicológica para as práticas esportivas,2010,Português,ARTMED,"['Guilherme Menezes Lage', 'Herbert Ugrinowitsch', 'Leandro Diniz']","['1', '2', '3']",['1']
Comportamento Motor,2010,Português,ARTMED,"['Fabricia Loschiavo-Alvares', 'Guilherme Menezes Lage', 'Blaise']","['1', '2', '3']",['2']
Relação entre a impulsividade e as dimensões temporais e espaciais do controle motor,2012,Português,Casa do Psicólogo,"['Luciana Silva', 'Luciene Vieira', 'Leandro Diniz', 'Guilherme Menezes Lage']","['1', '2', '3', '4']",['4']
Motor control and impulsivity: dysfunctional and functional behaviors,2013,Português,Nova Science Publishers Inc.,"['Guilherme Menezes Lage', 'Rodolfo Benda', 'Anne Marie Mader de Oliveira', 'Herbert Ugrinowitsch', 'Leandro Diniz']","['1', '2', '3', '4', '5']",['1']
Exercício físico,2013,Português,ARTMED,['Guilherme Menezes Lage'],['1'],['1']
Exercício e transtornos psiquiátricos,2014,Português,EEFFTO,"['Guilherme Menezes Lage', 'Maicon Rodrigues Albuquerque', 'Flávia Petri', 'Maila de Castro Neves']","['1', '2', '3', '4']",['1']
Neuropsicologia do comportamento motor,2014,Português,ARTMED,"['Guilherme Menezes Lage', 'Maicon Rodrigues Albuquerque', 'Blaise']","['1', '2', '3']",['1']
O esforço cognitivo inerente à performance musical: conceitos e aplicabilidade,2017,Bretão,UFMG: Selo Som de Minas,"['Leonardo Lopes', 'Guilherme Menezes Lage']","['1', '2']",['2']
O desenvolvimento da motricidade na pré-escola,2018,Português,Hogrefe,"['Guilherme Menezes Lage', 'Simara Regina de Oliveira Ribeiro']","['1', '2']",['1']
Práticas Esportivas,2018,Português,ARTMED,['Guilherme Menezes Lage'],['1'],['1']
Comportamento Motor,2018,Português,ARTMED,"['Blaise', 'Maicon Rodrigues Albuquerque', 'Guilherme Menezes Lage']","['1', '2', '3']",['3']
Association Between Fast and Slow Learning and Molecular Processes in Repetitive Practice: A Post Hoc Analysis,2019,Português,Springer International Publishing,"['APOLINÁRIO-SOUZA, TÉRCIO', 'Santos-Almeida, Ana Flavia', 'Torres, Natália Lelis', 'PARMA, JULIANA OTONI', 'FERNANDES, LIDIANE APARECIDA', 'Pereira, Grace Schenatto', 'Guilherme Menezes Lage']","['1', '2', '3', '4', '5', '6', '7']",['7']
Associação entre transtornos psiquiátricos e comportamento motor,2020,Malgaxe,AMPLA,"['Guilherme Menezes Lage', 'Paula Carolina Leite Walker', 'Lívia Penido Alípio']","['1', '2', '3']",['1']
Perspectivas de intervenção motora da educação física nos transtornos do desenvolvimento,2020,Malgaxe,AMPLA,"['Simara Regina de Oliveira Ribeiro', 'Lidiane Aparecida Fernandes', 'Tercio Apolinário de Souza', 'Guilherme Menezes Lage']","['1', '2', '3', '4']",['4']
A deficiência intelectual no esporte paralímpico,2021,Português,Editora dos Editores,"['Lidiane Aparecida Fernandes', 'Ingrid Lobo', 'Kevin Augusto de Farias de Alvarenga', 'Guilherme Menezes Lage']","['1', '2', '3', '4']",['4']
Desenvolvimento motor no TEA,2021,Português,AMPLA,"['Simara Regina de Oliveira Ribeiro', 'Guilherme Menezes Lage', 'Fabiana Carolina Santos de Almeida', 'Crislaine Couto']","['1', '2', '3', '4']",['2']
Relação mente e corpo na infância: da dicotomia dualista à integração do neurodesenvolvimento,2022,Português,AMPLA,"['Lidiane Aparecida Fernandes', 'Lizandra, Luisa Santos', 'Kelly Pereira Robis', 'Leandro Diniz', 'Guilherme Menezes Lage']","['1', '2', '3', '4', '5']",['5']
