ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
1741102508969302,Fernando Manoel Aleixo,Aleixo,"ALEIXO, F. M.",Embu Guaçu,SP,"Ator e pesquisador teatral. Graduação em Artes Cênicas pela Universidade Estadual de Campinas (UNICAMP - Brasil). Mestrado em Artes com pesquisa sobre o corpo e a voz na interface da dança e do teatro. Doutor em Teatro com pesquisa sobre processo de criação. Pós Doutorado na University of Cape Town com a pesquisa &amp;quot;Corpo, voz e ritualidade&amp;quot;. Realizou Residências Artísticas no Brasil, na Espanha, em Portugal e na China. Integrou por doze anos o Grupo República Cênica (Brasil) onde participou de inúmeras pesquisas e criações artísticas. Dirigiu espetáculos de música, teatro e dança contemporânea. Principais publicações: Corporeidade da Voz: voz do ator (2007); Praticas e Poéticas Vocais I (2014); Práticas e Poéticas Vocais II (2016); Teatro ensino, teorias e prática volume 3: processo de criação (2016); Corpo-voz: revisitando temas, revisando conceitos (2016); Ateliês em Artes Cênicas: produção, extensão e difusão cultural (2017). Atualmente é coordenador do Conexão Erê. Integrante da Rede Voz e Cena (Brasil). Aconselhador biográfico em formação pela Escola Livre Antroposofia Formação e Estudos Biográficos de Juiz de Fora. Formação expandida em Princípios da Antroposofia na Educação em Saúde; Florais de Bach; Magnified Healing; Reiki I e II, Neoxamanismo; Astrologia Cármica.",23-07-2022,Universidade Federal de Uberlândia,https://orcid.org/0000-0002-8875-8494
