ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
8939356561837418,Luciana da Costa Dias,Dias,"DIAS, Luciana da Costa;DA COSTA DIAS, LUCIANA;DIAS, Luciana",Rio de Janeiro,RJ,"Pós doutorado no Center for Performance Philosophy, da University of Surrey, Inglaterra. Doutora em Filosofia pela Universidade do Estado do Rio de Janeiro, atua como Professora Associada no Instituto de Artes da UNB desde janeiro de 2022. Antes disso foi professora de Teoria da Arte e Estética no Departamento de Artes (DEART/IFAC) da UFOP (2011-2021), onde também atuou no Programa de Pós Graduação em Filosofia (PGFIL/UFOP) e no Programa de Pós-Graduação em Artes Cênicas (PPGAC/UFOP) -- programa do qual é fundadora, tendo sido sua vice-coordenadora de 2018 a 2020. Pesquisadora vinculada aos Grupos de Pesquisa do CNPq: 'APORIA: Núcleo de Estudos em Filosofia e Performance (líder)', do qual é fundadora e ao grupo de pesquisa em autoria feminina e teorias femonistas 'Christine de Pizan'. Entre 2007 e 2008, desenvolveu parte dos estudos do doutoramento, com bolsa DAAD, na Freiburg Universität, sob orientação do Prof. Dr. Günther Figal. É ainda Bacharel, Licenciada e mestre em Filosofia pela UERJ, além de ter ampla formação em artes visuais, pintura, teatro e história da arte pela EAV ? Escola de Artes Visuais do Parque Lage, no Rio de Janeiro. Membro do núcleo organizador da rede de pesquisa internacional Performance PHilosophy; Integra também o GT Territórios e Fronteiras, da ABRACE (Associação Brasileira de Artes Cênicas) e o GT Genealogia e Crítica da ANPOF (Associação Nacional de Pós-Graduação em Filosofia)., além de ser sócia efetiva da ABRE (Associação Brasileira de Estética).&amp;#10;Sua área de pesquisa principal é Filosofia da Arte e Estética, atuando principalmente nos seguintes temas: História e teoria da Arte e do Teatro; Hermenêutica e Fenomenologia da Arte e do Teatro; História da Arte e História da filosofia; Crise da Modernidade e Niilismo; Metafísica; Estética Teatral; Relações entre Teatro e Filosofia; Teatro e (crise da) modernidade; Crise do Drama; Tragédia e contemporaneidade; Fenomenologia do Teatro e Fenomenologia da Performance. Filosofia da Performance.",31-05-2022,Universidade de Brasília,https://orcid.org/0000-0001-5627-5431
