PROJ,YEAR_INI,YEAR_FIN,NATUREZA,INTEGRANTES,COORDENA
RestauraBR - Rede Nacional de Ciência e Tecnologia para a Conservação de Bens Culturais,2004,2009,DESENVOLVIMENTO,['Luiz Antonio Cruz Souza'],['SIM']
RECICOR - Rede de Ciências e Tecnologia para a Conservação Integrada de Bens Culturais,2001,2004,PESQUISA,"['Luiz Antonio Cruz Souza', 'Mario Mendonça de Oliveira', 'Carlos Schaeffer']","['SIM', 'NAO', 'NAO']"
Bases de preparação para pinturas de cavelete: modelos de reprodução.,2009,2011,PESQUISA,"['Luiz Antonio Cruz Souza', 'Marilene Corrêa Maia']","['NAO', 'SIM']"
Projeto Portal Lygia Clark,2011,2011,PESQUISA,"['Luiz Antonio Cruz Souza', 'Alessandra Rosado', 'Renato Pinto Venancio', 'Thays Cougo Pimentel', 'Yacy-Ara Froner Gonçalves', 'Alexandre Ragazzi', 'Rita Lages Rodrigues']","['NAO', 'NAO', 'NAO', 'SIM', 'NAO', 'NAO', 'NAO']"
Materiais e Técnicas Pictóricas do Pintor Candido Portinari,2009,2011,PESQUISA,"['Luiz Antonio Cruz Souza', 'Edson Motta Jr', 'Alessandra Rosado', 'João Cândido Portinari', 'Claudio Valerio Teixeira', 'Isolda Maria de Castro Mendes', 'ALEXANDRE LEÃO']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
Bustos Relicários de Mestre Aleijadinho: Estudo Técnico-Científico de Obras Completas e Inacabadas como Elementos de Caracterização da Técnica e Materiais do Artista,2013,2015,PESQUISA,"['Luiz Antonio Cruz Souza', 'Antonio Fernando Batista dos Santos', 'Lucienne Maria de Almeida Elias', 'João Cura DArs FJunior', 'Alexandre Cruz Leão', 'Alessandra Rosado']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
"Análise Científica De Materiais: Estudos de Envelhecimento Acelerado e de Conservação Preventiva Obra ¨Neither¨, De Doris Salcedo ? Instituto Inhotim",2013,2014,PESQUISA,"['Luiz Antonio Cruz Souza', 'J C D A Figueiredo Jr', 'Magali Melleu Sehn']","['SIM', 'NAO', 'NAO']"
"Análise Técnico-Científica da Obra de Nicholas Poussin intitulada ?Himeneus Travestido Durante um Sacrifício a Priapo? (MASP, SP, Brasil)",2008,2009,PESQUISA,"['Luiz Antonio Cruz Souza', 'ALEXANDRE LEÃO', 'Alessandra Rosado']","['SIM', 'NAO', 'NAO']"
PROJETO RESTAURABR ? CIÊNCIA E TECNOLOGIA PARA A CONSERVAÇÃO-RESTAURAÇÃO DE BENS CULTURAIS,2004,2009,PESQUISA,"['Luiz Antonio Cruz Souza', 'Maria Luiza Ramos de Oliveira Soares']","['SIM', 'NAO']"
Simulação Computacional de Condicionantes Ambientais Aplicada à Conservação Preventiva de Bens Culturais Móveis em Minas Gerais,2009,2012,PESQUISA,"['Luiz Antonio Cruz Souza', 'Willi de Barros Gonçalves']","['SIM', 'NAO']"
Concrete Art in Brazil,2015,2018,PESQUISA,"['Luiz Antonio Cruz Souza', 'Alessandra Rosado', 'Marília Andrés Ribeiro', 'Maria Angélica Melendi de Biasizzo', 'Yacy-Ara Froner Gonçalves', 'Rita Lages Rodrigues', 'Giulia Villela Giovani', 'Fernando Marte', 'Thomas J Learner', 'João Henrique Ribeiro Barbosa', 'Maria Alice Sanna Castelo Branco']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
History of Modern House and Industrial Paints in Brazil,2018,ATUAL,PESQUISA,"['Luiz Antonio Cruz Souza', 'Alessandra Rosado', 'Vitor Paixão Amaral', 'Mariana de Souza Barros', 'Thais Hoelzle Alves da Costa']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO']"
"Sustainability, Preservation of Collections, and Environmental Management in Museums - Sutentabilidade, Preservação de Acervos, e Gerenciamento Ambiental em Museus",2019,ATUAL,PESQUISA,"['Luiz Antonio Cruz Souza', 'Ana Carolina Motta Rocha Montalvão', 'Yacy Ara Froner Gonçalves', 'Willi de Barros Gonçalves', 'Jean Hilgerson', 'Rodrigo Figueiredo Reis', 'Barbara Carvalho Ferreira', 'Beatriz Maria Fonseca Silva']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
"Projeto Amenenhet. Escavação, Restauração e Conservação das Tumbas Tebanas TT123 e TT368, Luxor, Egito",2019,ATUAL,PESQUISA,"['Luiz Antonio Cruz Souza', 'Yacy-Ara Froner', 'Fernando Marte', 'Ana Carolina Motta Rocha Montalvão', 'Andres Zarankin', 'Caroline Murta Lemos', 'Bernarda Marconetto', 'Jose Roberto Pellini', 'Thais Hoelzle Alves da Costa']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
A obra de Lygia Clark: Diversidade de Materiais e Técnicas da Arte Moderna e Contemporânea,2010,2012,PESQUISA,"['Luiz Antonio Cruz Souza', 'Alessandra Rosado', 'Alexandre Cruz Leão', 'Isolda Maria de Castro Mendes']","['SIM', 'NAO', 'NAO', 'NAO']"
"?Preservação e Difusão de Fontes Documentais do IBRAM? - Acervo Casa Borba Gato Sabará, Minas Gerais",2010,2012,EXTENSAO,"['Luiz Antonio Cruz Souza', 'Willi de Barros Gonçalves', 'Leandro Araujo Nunes', 'Marta Eloisa Melgaço Neves', 'Rosana de Figueiredo Angelo', 'Fabio Lopes de Andrade', 'Marcia Almada', 'Pedro Brito', 'Katia Gabarra', 'Aline Rabello Ferreira']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
