TITLE,YEAR,DOI,LANG,JOURNAL,QUALIS,ISSN,AUTHOR,ORDER,ORDER_OK,JCR
Let Vibrate - Um breve e panorama sobre o Vibrafone na música do século XX,2008,,Português,Opus (Belo Horizonte. Online),XX,1517-7017,['Fernando Martins de Castro Chaib'],['1'],['1'],-99
Vibrafone: uma fonte de coloridos sonoros,2012,10.1590/S1517-75992012000100006,Inglês,Per Musi (UFMG),C,1517-7599,['Fernando Martins de Castro Chaib'],['1'],['1'],-99
"Gesto na performance da percussão, Parte 1: análise percentual de dados experimentais",2015,10.1590/permusi2015a3102,Inglês,Per Musi (UFMG),C,1517-7599,"['Fernando Martins de Castro Chaib', 'CHAIB FILHO, HOMERO', 'CATALÃO, JOÃO']","['1', '2', '3']",['1'],-99
"Gesto na performance da percussão, Parte 2: análise fatorial de correspondências de dados experimentais",2015,10.1590/permusi2015a3103,Inglês,Per Musi (UFMG),C,1517-7599,"['Fernando Martins de Castro Chaib', 'CHAIB FILHO, HOMERO', 'CATALÃO, JOÃO']","['1', '2', '3']",['1'],-99
"Considerações históricas, estruturais e características sobre o instrumento Sixxen, de Iannis Xenakis",2018,10.35699/2317-6377.2017.5164,Português,PER MUSI (ONLINE),XX,2317-6377,"['Fernando Martins de Castro Chaib', 'Ronan Gil', 'Fabio Oliveira']","['1', '2', '3']",['1'],-99
Exploração tímbrica no Water-Gong: realização de análises espectrais em modelos diversos,2019,10.5216/mh.v19.54681,Português,MÚSICA HODIE,A1,1676-3939,"['Fernando Martins de Castro Chaib', 'Charles Augusto Braga Leandro', 'Douglas dos Santos']","['1', '2', '3']",['1'],-99
Repertório para Sixxen:  a (re)definição de um novo instrumento através da composição,2020,10.35699/2317-6377.2020.5296,Português,PER MUSI (ONLINE),XX,2317-6377,"['Fernando Martins de Castro Chaib', 'Ronan Gil', 'Fabio Oliveira']","['1', '2', '3']",['1'],-99
Desenvolvimento e construção do Sistema de Controle por Pedal de Placas Metálicas - SICPPLAM2020,2021,10.5216/mh.v21.67544,Português,MÚSICA HODIE,A1,1676-3939,"['Fernando Martins de Castro Chaib', 'Charles Augusto Braga Leandro', 'Ronan Gil', 'Tiago Alexandre Silva', 'Leandro César da Silva']","['1', '2', '3', '4', '5']",['1'],-99
Desenvolvimento e Construção do Sistema de Baquetas para Pequenos Instrumentos Suspensos - SIBAPIS2020,2021,10.33871/23179937.2021.9.3.12,Português,REVISTA VÓRTEX,A2,2317-9937,"['Fernando Martins de Castro Chaib', 'Charles Augusto Braga Leandro', 'Ronan Gil', 'Leandro César da Silva', 'Tiago Alexandre Silva']","['1', '2', '3', '4', '5']",['1'],-99
"Três perspectivas gestuais para uma performance percussiva: técnica, interpretativa e expressiva",2013,10.1590/S1517-75992013000100015,Inglês,Per Musi (UFMG),C,1517-7599,['Fernando Martins de Castro Chaib'],['1'],['1'],-99
